player_class,card_name,times_played,times_won,num_games,win_rate
MAGE,Sleep with the Fishes,55,19,54,34.54
MAGE,Redemption,55,30,55,54.54
MAGE,Biteweed,55,31,53,56.36
MAGE,Twin Emperor Vek'lor,55,28,55,50.9
MAGE,Charged Devilsaur,54,27,54,50
MAGE,King Mosh,53,24,51,45.28
MAGE,Cat Trick,53,18,53,33.96
MAGE,Repentance,53,34,53,64.15
MAGE,Lava Burst,52,32,52,61.53
MAGE,Moroes,52,13,52,25
MAGE,Darkshire Councilman,52,28,50,53.84
MAGE,Illidan Stormrage,51,24,50,47.05
MAGE,Living Mana,50,25,49,50
MAGE,Tortollan Forager,50,20,49,40
MAGE,Rockpool Hunter,50,27,47,54
MAGE,Wrathion,49,19,48,38.77
MAGE,Ornery Direhorn,49,19,48,38.77
MAGE,Journey Below,49,29,49,59.18
MAGE,Ironforge Portal,48,22,44,45.83
MAGE,Tar Lord,48,12,47,25
MAGE,Fire Plume Harbinger,48,18,47,37.5
MAGE,Cornered Sentry,47,18,46,38.29
MAGE,Hogger,47,20,47,42.55
MAGE,Alarm-o-Bot,46,26,41,56.52
MAGE,Swashburglar,46,21,44,45.65
MAGE,Explore Un'Goro,46,15,45,32.6
MAGE,Evolve,46,15,46,32.6
MAGE,Infest,46,16,46,34.78
MAGE,Emerald Reaver,45,21,45,46.66
MAGE,Earth Shock,45,29,44,64.44
MAGE,Eggnapper,45,22,43,48.88
MAGE,Pit Lord,44,11,44,25
MAGE,Elder Longneck,44,24,44,54.54
MAGE,Fen Creeper,43,16,42,37.2
MAGE,Tyrantus,43,24,43,55.81
MAGE,Deathwing,43,12,43,27.9
MAGE,Shellshifter,43,25,42,58.13
MAGE,Twilight Darkmender,42,21,42,50
MAGE,Stormcrack,42,27,40,64.28
MAGE,Stonetusk Boar,42,19,39,45.23
MAGE,Primalfin Champion,42,24,42,57.14
MAGE,Hammer of Wrath,42,34,41,80.95
MAGE,Hydrologist,41,21,41,51.21
MAGE,Razorpetal Lasher,41,27,41,65.85
MAGE,Sudden Genesis,41,20,40,48.78
MAGE,Mark of the Wild,40,24,40,60
MAGE,Cyclopian Horror,40,9,38,22.5
MAGE,Shapeshift,40,27,17,67.5
MAGE,Faerie Dragon,40,19,37,47.5
MAGE,Polluted Hoarder,40,14,37,35
MAGE,Totemic Call,39,19,18,48.71
MAGE,Southsea Deckhand,39,26,37,66.66
MAGE,Flare,39,20,39,51.28
MAGE,Vanish,39,26,38,66.66
MAGE,Sabretooth Stalker,39,21,38,53.84
MAGE,Primalfin Totem,39,19,36,48.71
MAGE,Summoning Portal,38,13,38,34.21
MAGE,Fadeleaf Toxin,38,26,38,68.42
MAGE,Savage Roar,38,24,38,63.15
MAGE,Tinkmaster Overspark,37,14,37,37.83
MAGE,Voodoo Doctor,37,16,37,43.24
MAGE,Kingsblood Toxin,37,17,36,45.94
MAGE,Hooded Acolyte,37,19,36,51.35
MAGE,Auctionmaster Beardo,37,9,36,24.32
MAGE,A Light in the Darkness,36,23,36,63.88
MAGE,Krul the Unshackled,36,22,35,61.11
MAGE,Multi-Shot,36,22,36,61.11
MAGE,Bloodsail Corsair,36,19,30,52.77
MAGE,Sergeant Sally,36,11,36,30.55
MAGE,Daring Reporter,36,14,33,38.88
MAGE,Bluegill Warrior,36,17,34,47.22
MAGE,Runic Egg,36,26,29,72.22
MAGE,Reinforce,35,11,14,31.42
MAGE,Gentle Megasaur,35,17,35,48.57
MAGE,The Caverns Below,35,26,26,74.28
MAGE,Mana Geode,35,13,35,37.14
MAGE,Auchenai Soulpriest,35,18,35,51.42
MAGE,Arcane Shot,35,19,35,54.28
MAGE,Jade Shuriken,35,23,35,65.71
MAGE,Primalfin Lookout,34,14,34,41.17
MAGE,Millhouse Manastorm,34,10,32,29.41
MAGE,Cleave,34,19,34,55.88
MAGE,Terrorscale Stalker,34,13,34,38.23
MAGE,Verdant Longneck,33,15,32,45.45
MAGE,Gadgetzan Ferryman,33,13,31,39.39
MAGE,Mana Wraith,33,18,33,54.54
MAGE,Rockbiter Weapon,33,25,32,75.75
MAGE,Stampeding Kodo,33,14,33,42.42
MAGE,Dagger Mastery,33,15,14,45.45
MAGE,Humongous Razorleaf,31,8,31,25.8
MAGE,Tol'vir Warden,31,14,31,45.16
MAGE,Bog Creeper,31,16,29,51.61
MAGE,Alley Armorsmith,31,9,30,29.03
MAGE,Nerubian Prophet,31,15,25,48.38
MAGE,Snipe,30,15,30,50
MAGE,Briarthorn Toxin,30,17,29,56.66
MAGE,Naturalize,30,15,30,50
MAGE,Usher of Souls,29,19,27,65.51
MAGE,Fiery War Axe,29,12,28,41.37
MAGE,"Finja, the Flying Star",28,11,28,39.28
MAGE,Humility,28,15,28,53.57
MAGE,Cult Master,28,7,25,25
MAGE,Stone Sentinel,28,16,27,57.14
MAGE,Firebloom Toxin,28,20,28,71.42
MAGE,Crazed Worshipper,28,9,26,32.14
MAGE,"Hogger, Doom of Elwynn",28,14,28,50
MAGE,"Genzo, the Shark",28,12,28,42.85
MAGE,Knife Juggler,27,9,25,33.33
MAGE,Ancient of Blossoms,27,7,27,25.92
MAGE,Giant Anaconda,27,15,27,55.55
MAGE,Pompous Thespian,26,11,26,42.3
MAGE,Sated Threshadon,26,14,25,53.84
MAGE,Assassinate,26,17,26,65.38
MAGE,Hungry Crab,26,13,25,50
MAGE,Fire Plume's Heart,26,14,21,53.84
MAGE,Madam Goya,26,9,26,34.61
MAGE,Ravaging Ghoul,25,10,25,40
MAGE,Twilight Geomancer,25,4,24,16
MAGE,Archmage,25,11,20,44
MAGE,Lakkari Sacrifice,25,13,17,52
MAGE,"Nat, the Darkfisher",25,11,25,44
MAGE,Twilight Summoner,25,13,23,52
MAGE,Starfire,25,18,25,72
MAGE,Rampage,25,12,24,48
MAGE,Vinecleaver,25,18,25,72
MAGE,Sprint,25,15,25,60
MAGE,Arcanosmith,24,6,23,25
MAGE,Bloodthistle Toxin,24,17,23,70.83
MAGE,Inner Rage,24,14,24,58.33
MAGE,Lightfused Stegodon,23,13,23,56.52
MAGE,"Y'Shaarj, Rage Unbound",23,12,23,52.17
MAGE,Ultrasaur,23,13,23,56.52
MAGE,Cruel Dinomancer,23,11,23,47.82
MAGE,Jade Claws,23,13,23,56.52
MAGE,Sharp Fork,23,13,23,56.52
MAGE,Onyxia,23,11,23,47.82
MAGE,Gruul,22,11,22,50
MAGE,Sheep,22,17,22,77.27
MAGE,Far Sight,22,19,22,86.36
MAGE,Murloc Warleader,22,6,17,27.27
MAGE,Awaken the Makers,22,10,14,45.45
MAGE,Carnassa's Brood,21,11,17,52.38
MAGE,Crazed Alchemist,21,7,21,33.33
MAGE,Netherspite Historian,21,11,20,52.38
MAGE,On the Hunt,21,11,21,52.38
MAGE,Dire Wolf Alpha,21,9,21,42.85
MAGE,Snake Trap,21,9,21,42.85
MAGE,Headcrack,21,15,9,71.42
MAGE,King Mukla,21,7,21,33.33
MAGE,Flametongue Totem,21,12,20,57.14
MAGE,Starfall,21,11,21,52.38
MAGE,Amani Berserker,20,7,20,35
MAGE,Moonfire,20,13,19,65
MAGE,Sinister Strike,20,10,20,50
MAGE,Harvest Golem,20,10,17,50
MAGE,Mogu'shan Warden,20,7,20,35
MAGE,Silverware Golem,20,12,20,60
MAGE,Claw,20,9,20,45
MAGE,Darkshire Librarian,20,5,20,25
MAGE,Small-Time Recruits,19,11,19,57.89
MAGE,Ancient Brewmaster,19,10,18,52.63
MAGE,The Beast,19,5,18,26.31
MAGE,Alleycat,18,8,18,44.44
MAGE,The Marsh Queen,18,11,17,61.11
MAGE,Forked Lightning,18,8,17,44.44
MAGE,Holy Light,17,16,17,94.11
MAGE,Ancestral Spirit,17,7,17,41.17
MAGE,Mad Bomber,17,7,15,41.17
MAGE,Stranglethorn Tiger,17,6,15,35.29
MAGE,Booty Bay Bodyguard,17,10,17,58.82
MAGE,Bilefin Tidehunter,17,4,16,23.52
MAGE,Tauren Warrior,16,5,16,31.25
MAGE,SI:7 Agent,16,11,16,68.75
MAGE,Nozdormu,16,6,15,37.5
MAGE,Crystalweaver,16,11,16,68.75
MAGE,Lay on Hands,16,12,16,75
MAGE,Priestess of Elune,16,8,16,50
MAGE,Magma Rager,16,10,13,62.5
MAGE,Earth Elemental,16,5,16,31.25
MAGE,Jinyu Waterspeaker,16,6,16,37.5
MAGE,"Deathwing, Dragonlord",15,7,15,46.66
MAGE,Toxic Sewer Ooze,15,10,15,66.66
MAGE,Protect the King!,15,8,15,53.33
MAGE,Mark of Nature,15,10,15,66.66
MAGE,Dalaran Mage,15,4,14,26.66
MAGE,Murloc Tidehunter,15,10,14,66.66
MAGE,Edwin VanCleef,15,8,15,53.33
MAGE,Succubus,14,4,12,28.57
MAGE,Undercity Huckster,14,10,12,71.42
MAGE,Squirming Tentacle,14,4,14,28.57
MAGE,Captain Greenskin,14,6,14,42.85
MAGE,Soul of the Forest,14,6,14,42.85
MAGE,Explosive Shot,13,10,13,76.92
MAGE,Tentacle of N'Zoth,13,6,13,46.15
MAGE,Midnight Drake,13,7,11,53.84
MAGE,Lord of the Arena,13,2,13,15.38
MAGE,Bloodhoof Brave,13,1,13,7.69
MAGE,Ogre Magi,13,9,11,69.23
MAGE,Moat Lurker,13,5,13,38.46
MAGE,Betrayal,12,6,12,50
MAGE,Scaled Nightmare,12,6,12,50
MAGE,Goldshire Footman,12,3,12,25
MAGE,Lotus Agents,12,5,12,41.66
MAGE,The Boogeymonster,12,8,12,66.66
MAGE,Murloc Tidecaller,12,8,12,66.66
MAGE,Shieldbearer,12,2,12,16.66
MAGE,Mayor Noggenfogger,12,2,12,16.66
MAGE,Coldlight Seer,11,7,11,63.63
MAGE,Blood Warriors,11,4,11,36.36
MAGE,Ancestral Healing,11,3,11,27.27
MAGE,Finders Keepers,11,3,11,27.27
MAGE,Jade Spirit,11,6,11,54.54
MAGE,Doomcaller,11,6,10,54.54
MAGE,Worgen Infiltrator,11,5,8,45.45
MAGE,Fiery Bat,10,6,10,60
MAGE,Argent Commander,10,2,10,20
MAGE,"Xaril, Poisoned Mind",10,8,8,80
MAGE,Flamewreathed Faceless,10,6,10,60
MAGE,Avenging Wrath,10,5,10,50
MAGE,Fire Elemental,10,7,10,70
MAGE,Gurubashi Berserker,10,6,10,60
MAGE,"Shaku, the Collector",10,5,10,50
MAGE,Kindly Grandmother,10,3,10,30
MAGE,Holy Wrath,10,8,9,80
MAGE,Ironfur Grizzly,10,3,10,30
MAGE,Blood of The Ancient One,10,4,10,40
MAGE,Blowgill Sniper,10,3,9,30
MAGE,Whelp,10,9,9,90
MAGE,Mind Shatter,10,6,7,60
MAGE,Book Wyrm,10,6,10,60
MAGE,Corrupted Healbot,10,7,9,70
MAGE,Blood Knight,10,3,10,30
MAGE,Timber Wolf,9,4,9,44.44
MAGE,Demolisher,9,2,8,22.22
MAGE,Wisp,9,2,9,22.22
MAGE,Spiked Hogrider,9,4,9,44.44
MAGE,Validated Doomsayer,9,4,9,44.44
MAGE,Young Dragonhawk,9,2,9,22.22
MAGE,Forbidden Healing,9,3,9,33.33
MAGE,Tundra Rhino,9,4,8,44.44
MAGE,Truesilver Champion,9,7,9,77.77
MAGE,Raging Worgen,9,3,9,33.33
MAGE,Ethereal Peddler,9,5,8,55.55
MAGE,Skeram Cultist,9,3,9,33.33
MAGE,Spawn of N'Zoth,8,7,7,87.5
MAGE,Ancient Watcher,8,2,7,25
MAGE,Argent Squire,8,2,8,25
MAGE,Duskboar,8,4,7,50
MAGE,Boulderfist Ogre,8,4,8,50
MAGE,Venture Co. Mercenary,8,3,7,37.5
MAGE,Mana Tide Totem,8,6,7,75
MAGE,Leper Gnome,8,5,8,62.5
MAGE,Bloodfen Raptor,8,3,7,37.5
MAGE,Savannah Highmane,8,3,7,37.5
MAGE,Big-Time Racketeer,8,6,8,75
MAGE,Jade Behemoth,8,6,8,75
MAGE,Frost Shock,8,5,8,62.5
MAGE,Shadowcaster,8,3,7,37.5
MAGE,Commanding Shout,8,5,8,62.5
MAGE,Dust Devil,8,3,8,37.5
MAGE,The Last Kaleidosaur,7,6,5,85.71
MAGE,White Eyes,7,3,7,42.85
MAGE,Jungle Giants,7,2,5,28.57
MAGE,Misdirection,7,7,6,100
MAGE,Windfury,7,6,7,85.71
MAGE,Bomb Squad,7,1,7,14.28
MAGE,Molten Blade,7,2,7,28.57
MAGE,Knuckles,7,5,6,71.42
MAGE,Eaglehorn Bow,7,2,7,28.57
MAGE,Ancient Mage,7,1,7,14.28
MAGE,Chillwind Yeti,7,2,6,28.57
MAGE,Silverback Patriarch,7,1,7,14.28
MAGE,Pterrordax,7,3,4,42.85
MAGE,Healing Touch,7,4,7,57.14
MAGE,Jade Chieftain,7,1,7,14.28
MAGE,Stormwind Champion,7,3,7,42.85
MAGE,Gadgetzan Socialite,6,3,6,50
MAGE,Aya Blackpaw,6,2,6,33.33
MAGE,Dark Iron Dwarf,6,3,6,50
MAGE,"DIE, INSECT!",6,0,2,0
MAGE,Grimestreet Enforcer,6,2,6,33.33
MAGE,Defias Cleaner,6,4,6,66.66
MAGE,Silver Hand Recruit,6,5,6,83.33
MAGE,Hidden Cache,6,5,6,83.33
MAGE,Fandral Staghelm,6,5,6,83.33
MAGE,Frostwolf Warlord,6,4,6,66.66
MAGE,Charge,6,6,5,100
MAGE,Doppelgangster,6,1,6,16.66
MAGE,Defias Ringleader,6,6,6,100
MAGE,Spiteful Smith,6,4,5,66.66
MAGE,Spirit Wolf,6,0,4,0
MAGE,Seadevil Stinger,6,2,6,33.33
MAGE,Houndmaster,5,4,5,80
MAGE,Grimscale Oracle,5,4,4,80
MAGE,Violet Illusionist,5,1,5,20
MAGE,Raid Leader,5,2,5,40
MAGE,Druid of the Claw,5,4,5,80
MAGE,Scavenging Hyena,5,2,5,40
MAGE,Huffer,5,4,5,80
MAGE,Angry Chicken,5,4,5,80
MAGE,Bite,5,3,5,60
MAGE,Totemic Might,5,3,5,60
MAGE,Mana Treant,5,2,4,40
MAGE,Enchanted Raven,5,3,5,60
MAGE,Giant Sand Worm,5,4,5,80
MAGE,Hound,5,1,5,20
MAGE,Master Swordsmith,5,1,5,20
MAGE,Unite the Murlocs,5,0,5,0
MAGE,Frog,5,3,5,60
MAGE,Frostwolf Grunt,5,1,5,20
MAGE,Al'Akir the Windlord,5,4,5,80
MAGE,Scarlet Crusader,4,4,4,100
MAGE,Primal Fusion,4,3,4,75
MAGE,Carrion Grub,4,3,4,75
MAGE,Rat Pack,4,2,4,50
MAGE,Pantry Spider,4,3,4,75
MAGE,Perdition's Blade,4,2,4,50
MAGE,Tirion Fordring,4,2,4,50
MAGE,Treant,4,4,2,100
MAGE,Shattered Sun Cleric,4,0,4,0
MAGE,Emperor Cobra,4,3,4,75
MAGE,Cruel Taskmaster,4,0,4,0
MAGE,Kun the Forgotten King,4,2,4,50
MAGE,Pint-Sized Summoner,4,2,4,50
MAGE,Thing from Below,4,3,4,75
MAGE,Princess Huhuran,4,3,4,75
MAGE,Lotus Assassin,4,3,4,75
MAGE,Misha,4,3,4,75
MAGE,Abusive Sergeant,4,2,4,50
MAGE,Jungle Panther,4,2,4,50
MAGE,Starving Buzzard,4,4,3,100
MAGE,River Crocolisk,4,2,4,50
MAGE,Murloc Razorgill,4,1,4,25
MAGE,Dread Corsair,4,1,4,25
MAGE,Wolfrider,4,2,4,50
MAGE,Frothing Berserker,4,3,4,75
MAGE,Pawn,4,3,4,75
MAGE,Blessed Champion,4,4,4,100
MAGE,Hammer of Twilight,4,3,4,75
MAGE,Jade Swarmer,3,1,3,33.33
MAGE,Master of Disguise,3,2,3,66.66
MAGE,Tentacles for Arms,3,3,1,100
MAGE,Grook Fu Master,3,1,2,33.33
MAGE,Murloc Raider,3,3,2,100
MAGE,Darkscale Healer,3,2,3,66.66
MAGE,Corrupted Seer,3,1,3,33.33
MAGE,Silver Hand Knight,3,2,3,66.66
MAGE,Doomhammer,3,1,3,33.33
MAGE,Injured Blademaster,3,3,3,100
MAGE,Virmen Sensei,3,2,2,66.66
MAGE,King Krush,3,2,3,66.66
MAGE,Envenom Weapon,3,0,2,0
MAGE,Ancient of War,3,2,3,66.66
MAGE,Southsea Squidface,3,1,3,33.33
MAGE,Teapot,3,2,3,66.66
MAGE,Windfury Harpy,3,2,3,66.66
MAGE,Grimestreet Informant,3,1,3,33.33
MAGE,Grommash Hellscream,3,1,3,33.33
MAGE,Stormforged Axe,3,2,3,66.66
MAGE,Leokk,3,1,3,33.33
MAGE,Bladed Cultist,3,2,3,66.66
MAGE,Galvadon,3,2,3,66.66
MAGE,Grimestreet Outfitter,3,1,3,33.33
MAGE,Bloodsail Cultist,3,3,3,100
MAGE,Public Defender,3,2,3,66.66
MAGE,Infested Wolf,3,1,3,33.33
MAGE,"Ragnaros, Lightlord",3,2,3,66.66
MAGE,Ravenholdt Assassin,2,1,2,50
MAGE,Patient Assassin,2,1,2,50
MAGE,Bestial Wrath,2,1,2,50
MAGE,Silvermoon Guardian,2,1,2,50
MAGE,Oasis Snapjaw,2,2,2,100
MAGE,Raptor,2,1,2,50
MAGE,Hallazeal the Ascended,2,1,2,50
MAGE,Sulfuras,2,0,2,0
MAGE,Dispatch Kodo,2,0,2,0
MAGE,Devilsaur,2,1,2,50
MAGE,Young Priestess,2,1,2,50
MAGE,Darkspeaker,2,1,2,50
MAGE,Razorfen Hunter,2,2,2,100
MAGE,Kooky Chemist,2,1,2,50
MAGE,Pilfered Power,2,2,2,100
MAGE,Stormwind Knight,2,1,2,50
MAGE,Stormpike Commando,2,1,2,50
MAGE,Blade of C'Thun,2,2,2,100
MAGE,Aldor Peacekeeper,2,1,2,50
MAGE,Sword of Justice,2,1,2,50
MAGE,Backroom Bouncer,2,0,2,0
MAGE,Bloodsail Raider,2,1,2,50
MAGE,Gladiator's Longbow,2,1,2,50
MAGE,Panther,2,1,2,50
MAGE,Wicked Witchdoctor,2,0,2,0
MAGE,Defender,2,1,2,50
MAGE,Imp Master,2,1,2,50
MAGE,Assassin's Blade,2,1,2,50
MAGE,Twisted Worgen,2,1,2,50
MAGE,Flesheating Ghoul,2,2,2,100
MAGE,Light's Justice,2,2,2,100
MAGE,Elven Archer,2,1,2,50
MAGE,Dark Arakkoa,2,2,2,100
MAGE,Finkle Einhorn,2,1,2,50
MAGE,Forbidden Ancient,2,1,2,50
MAGE,Celestial Dreamer,2,1,2,50
MAGE,Zealous Initiate,2,1,2,50
MAGE,Malkorok,2,2,2,100
MAGE,Fel Orc Soulfiend,2,2,2,100
MAGE,Fool's Bane,2,1,2,50
MAGE,Eldritch Horror,2,0,2,0
MAGE,Menagerie Warden,2,1,2,50
MAGE,Candle,2,0,2,0
MAGE,Reckless Rocketeer,2,0,2,0
MAGE,Spirit Claws,2,0,2,0
MAGE,Shadow Sensei,1,1,1,100
MAGE,Leatherclad Hogleader,1,0,1,0
MAGE,Rallying Blade,1,0,1,0
MAGE,Aberrant Berserker,1,1,1,100
MAGE,Blackwater Pirate,1,1,1,100
MAGE,War Golem,1,1,1,100
MAGE,Gorehowl,1,1,1,100
MAGE,Armorsmith,1,1,1,100
MAGE,Icky Tentacle,1,1,1,100
MAGE,Blubber Baron,1,0,1,0
MAGE,Piranha Launcher,1,1,1,100
MAGE,Master of Evolution,1,0,1,0
MAGE,Wind-up Burglebot,1,0,1,0
MAGE,Lotus Illusionist,1,1,1,100
MAGE,Snake,1,0,1,0
MAGE,"Amara, Warden of Hope",1,1,1,100
MAGE,Selfless Hero,1,0,1,0
MAGE,Luckydo Buccaneer,1,1,1,100
MAGE,Kor'kron Elite,1,1,1,100
MAGE,Don Han'Cho,1,1,1,100
MAGE,Devilsaur,1,1,1,100
MAGE,Wisp,1,1,1,100
MAGE,Ancient Shieldbearer,1,0,1,0
MAGE,Grimestreet Smuggler,1,0,1,0
MAGE,Silithid Swarmer,1,1,1,100
MAGE,Ironbark Protector,1,0,1,0
MAGE,Arcanite Reaper,1,0,1,0
MAGE,Grimscale Chum,1,0,1,0
MAGE,Core Hound,1,1,1,100
MAGE,Force of Nature,1,1,1,100
MAGE,Arcane Golem,1,0,1,0
MAGE,Keeper of the Grove,1,0,1,0
MAGE,Naga Corsair,1,1,1,100
MAGE,Meanstreet Marshal,1,1,1,100
MAGE,Fight Promoter,1,1,1,100
MAGE,Guardian of Kings,1,1,1,100
MAGE,Hozen Healer,1,1,1,100
MAGE,Menagerie Magician,1,1,1,100
MAGE,Forlorn Stalker,1,1,1,100
MAGE,Ivory Knight,1,0,1,0
MAGE,Violet Apprentice,1,1,1,100
MAGE,Wickerflame Burnbristle,1,0,1,0
MAGE,Lightwarden,1,0,1,0
MAGE,Shadow Rager,1,0,1,0
MAGE,Steward of Darkshire,1,1,1,100
MAGE,Windspeaker,1,1,1,100
MAGE,Sheep,1,0,1,0
MAGE,Kidnapper,1,1,1,100
MAGE,Eternal Sentinel,1,1,1,100
MAGE,Deadly Fork,1,1,1,100
MAGE,Klaxxi Amber-Weaver,1,0,1,0
MAGE,Grimy Gadgeteer,1,1,1,100
MAGE,Shifter Zerus,1,1,1,100
MAGE,Backstreet Leper,1,0,1,0
MAGE,Addled Grizzly,1,0,1,0
MAGE,Kabal Demon,1,0,1,0
MAGE,Wisps of the Old Gods,1,1,1,100
MAGE,Zoobot,1,1,1,100
MAGE,Ancient Harbinger,1,0,1,0
MAGE,Ironforge Rifleman,1,0,1,0
MAGE,Cloaked Huntress,1,1,1,100
MAGE,Unbound Elemental,1,1,1,100
MAGE,Nightblade,1,1,1,100
MAGE,Megafin,1,0,1,0
MAGE,Grotesque Dragonhawk,1,1,1,100
MAGE,Mire Keeper,1,0,1,0
MAGE,Trogg Beastrager,1,0,1,0
MAGE,Worgen Greaser,1,0,1,0
MAGE,Dragonling Mechanic,1,0,1,0
PALADIN,Reinforce,108009,36559,31902,33.84
PALADIN,The Last Kaleidosaur,51368,18414,50898,35.84
PALADIN,Adaptation,48769,19301,31752,39.57
PALADIN,Divine Strength,42319,16860,28221,39.84
PALADIN,Reinforce,41409,14322,12416,34.58
PALADIN,Blessing of Might,33513,13520,23074,40.34
PALADIN,Blessing of Wisdom,31802,12871,22372,40.47
PALADIN,Blessing of Kings,31157,13944,23638,44.75
PALADIN,Primalfin Champion,30610,11389,23595,37.2
PALADIN,The Coin,23374,7894,23351,33.77
PALADIN,Truesilver Champion,23178,9008,18820,38.86
PALADIN,Hand of Protection,21309,8139,14904,38.19
PALADIN,Argent Squire,20668,7441,15258,36
PALADIN,Spikeridged Steed,19219,9735,14484,50.65
PALADIN,Hydrologist,19165,7059,13261,36.83
PALADIN,Galvadon,18278,8675,17944,47.46
PALADIN,Silvermoon Portal,17530,7711,13145,43.98
PALADIN,Devilsaur Egg,15785,5938,12327,37.61
PALADIN,Divine Favor,15458,6129,12873,39.64
PALADIN,Consecration,14604,5998,12056,41.07
PALADIN,Lost in the Jungle,13031,5000,10300,38.37
PALADIN,Aldor Peacekeeper,10969,4081,8909,37.2
PALADIN,Wild Pyromancer,9150,3336,7468,36.45
PALADIN,Equality,8857,3275,7492,36.97
PALADIN,Acolyte of Pain,8036,3267,6335,40.65
PALADIN,Wickerflame Burnbristle,7901,3004,7690,38.02
PALADIN,Meanstreet Marshal,7239,2516,5665,34.75
PALADIN,Humility,7097,2264,5459,31.9
PALADIN,The Voraxx,6751,2741,6639,40.6
PALADIN,Getaway Kodo,6551,2297,5339,35.06
PALADIN,Tirion Fordring,6537,3038,6400,46.47
PALADIN,Noble Sacrifice,5976,2055,5485,34.38
PALADIN,Lightfused Stegodon,5917,2549,4916,43.07
PALADIN,Loot Hoarder,5720,2119,4359,37.04
PALADIN,Arcane Anomaly,5033,1917,3711,38.08
PALADIN,Runic Egg,4779,1649,3490,34.5
PALADIN,Ivory Knight,4474,1760,3693,39.33
PALADIN,Dinosize,3620,1931,3439,53.34
PALADIN,Tar Creeper,3529,1422,2706,40.29
PALADIN,Stand Against Darkness,3356,1410,2909,42.01
PALADIN,Knife Juggler,3158,1309,2475,41.45
PALADIN,Steward of Darkshire,3134,1335,2724,42.59
PALADIN,Grimestreet Outfitter,3054,885,2413,28.97
PALADIN,Murloc Warleader,2999,1220,2329,40.68
PALADIN,Mana Addict,2939,1031,2754,35.07
PALADIN,Sunkeeper Tarim,2896,1438,2838,49.65
PALADIN,Selfless Hero,2841,1025,2171,36.07
PALADIN,Redemption,2810,1137,2675,40.46
PALADIN,Argent Protector,2749,1059,2255,38.52
PALADIN,Bluegill Warrior,2712,930,2098,34.29
PALADIN,The Tidal Hand,2563,791,915,30.86
PALADIN,Repentance,2371,899,2248,37.91
PALADIN,"Ragnaros, Lightlord",2367,1068,2328,45.12
PALADIN,Flame Elemental,2207,751,1381,34.02
PALADIN,Grimscale Chum,2143,771,1627,35.97
PALADIN,Rockpool Hunter,2010,786,1567,39.1
PALADIN,Smuggler's Run,1894,492,1568,25.97
PALADIN,Doomsayer,1873,630,1521,33.63
PALADIN,Forbidden Healing,1869,631,1597,33.76
PALADIN,Fire Fly,1568,525,1234,33.48
PALADIN,Small-Time Recruits,1508,504,1381,33.42
PALADIN,Primalfin Lookout,1504,552,1150,36.7
PALADIN,Rallying Blade,1390,556,1184,40
PALADIN,"Yogg-Saron, Hope's End",1386,485,1316,34.99
PALADIN,Vilefin Inquisitor,1347,518,1121,38.45
PALADIN,Hammer of Wrath,1325,429,1139,32.37
PALADIN,Emerald Hive Queen,1267,419,995,33.07
PALADIN,Vinecleaver,1238,610,1194,49.27
PALADIN,Murloc Tidecaller,1193,466,904,39.06
PALADIN,Grimestreet Enforcer,1150,411,980,35.73
PALADIN,Mistress of Mixtures,1148,383,917,33.36
PALADIN,A Light in the Darkness,1121,343,986,30.59
PALADIN,"Finja, the Flying Star",1120,489,1093,43.66
PALADIN,Grimestreet Informant,1113,406,870,36.47
PALADIN,Blessed Champion,1074,557,1014,51.86
PALADIN,Lay on Hands,1067,452,1029,42.36
PALADIN,Worgen Infiltrator,1062,333,821,31.35
PALADIN,Ravasaur Runt,1047,365,871,34.86
PALADIN,Barnes,1028,412,1014,40.07
PALADIN,Bananas,1026,536,524,52.24
PALADIN,Stubborn Gastropod,973,317,836,32.57
PALADIN,Eye for an Eye,967,337,943,34.85
PALADIN,Silver Hand Recruit,916,312,839,34.06
PALADIN,Stonehill Defender,881,354,701,40.18
PALADIN,Defender of Argus,881,345,769,39.16
PALADIN,Elise the Trailblazer,862,359,841,41.64
PALADIN,Golakka Crawler,854,283,732,33.13
PALADIN,Volcanosaur,824,290,770,35.19
PALADIN,Vicious Fledgling,810,315,676,38.88
PALADIN,Gentle Megasaur,738,287,667,38.88
PALADIN,Novice Engineer,735,248,572,33.74
PALADIN,Holy Light,721,230,620,31.9
PALADIN,Coldlight Oracle,672,156,527,23.21
PALADIN,Faceless Manipulator,651,305,617,46.85
PALADIN,Sword of Justice,647,220,608,34
PALADIN,Bloodsail Corsair,646,193,509,29.87
PALADIN,Grimestreet Protector,637,308,603,48.35
PALADIN,Igneous Elemental,631,241,521,38.19
PALADIN,Acidic Swamp Ooze,577,196,538,33.96
PALADIN,Harvest Golem,553,192,481,34.71
PALADIN,Arcane Giant,550,214,438,38.9
PALADIN,Bilefin Tidehunter,536,164,441,30.59
PALADIN,Southsea Deckhand,532,180,413,33.83
PALADIN,Bloodmage Thalnos,532,183,527,34.39
PALADIN,Dirty Rat,527,209,454,39.65
PALADIN,Twilight Summoner,480,165,392,34.37
PALADIN,Second-Rate Bruiser,479,136,395,28.39
PALADIN,"Mukla, Tyrant of the Vale",472,228,471,48.3
PALADIN,Glacial Shard,444,158,353,35.58
PALADIN,Gluttonous Ooze,438,157,422,35.84
PALADIN,Abusive Sergeant,426,146,335,34.27
PALADIN,Coldlight Seer,412,169,348,41.01
