games_played_with_card_in_deck,rank_category,dbf_id,card_name
37788,Rank5,836,Wrath
5703,Legend,39492,Cloaked Huntress
37422,GrindTo10,45539,Lynessa Sunsorrow
272,GrindToLegend,45979,Psionic Probe
157633,GrindTo5,1047,Tracking
1421,GrindTo15,40617,Fight Promoter
12237,GrindTo15,38517,Nerubian Prophet
3541,GrindTo15,38770,DOOM!
60952,Rank5,42665,Leeching Poison
6906,GrindTo15,601,Keeper of the Grove
49030,GrindTo10,1023,Shield Block
17768,Rank10,734,Mind Control Tech
20265,Rank15,40605,Auctionmaster Beardo
885,Legend,999,Bloodsail Raider
3635,Rank10,1029,Violet Teacher
8725,GrindToLegend,41212,Mimic Pod
8842,Rank15,46102,Corpsetaker
6214,GrindTo15,39374,Onyx Bishop
8045,Rank5,42642,Howlfiend
67241,GrindTo5,801,Crazed Alchemist
9565,Rank5,45353,Twilight's Call
15466,GrindTo5,629,Lightning Storm
1153,Legend,622,Stormwind Knight
3425,GrindToLegend,46026,Reckless Flurry
7724,GrindTo15,86,Starfall
3781,GrindTo15,1369,River Crocolisk
6401,GrindToLegend,834,Deathwing
60971,Rank10,904,Eviscerate
4538,Rank10,40574,Alley Armorsmith
2874,GrindTo15,556,Illidan Stormrage
916,Rank15,351,Master Swordsmith
3965,Rank15,42566,Devour Mind
6241,GrindTo5,45309,Drakkari Enchanter
36301,GrindTo5,455,Snake Trap
4635,Rank15,46305,The Runespear
49198,Rank5,573,Shiv
10986,GrindToLegend,39481,Kindly Grandmother
5771,GrindTo10,292,Multi-Shot
8210,Rank10,46442,Geosculptor Yip
505,GrindTo10,46892,Shimmering Courser
38182,GrindTo5,739,Bluegill Warrior
11886,Legend,41159,Volcano
8300,Rank15,38738,Bloodhoof Brave
4558,GrindTo10,43507,Hoarding Dragon
8774,GrindTo10,43439,Hadronox
5869,GrindTo15,592,Succubus
19460,Rank10,546,Shield Slam
297,Rank15,41,Frostwolf Grunt
1740,GrindTo10,43493,Sneaky Devil
11928,GrindTo5,38758,"Ragnaros, Lightlord"
1466,GrindTo10,46118,Shrieking Shroom
1955,Rank15,38740,Selfless Hero
4420,GrindTo10,238,Feral Spirit
1218,Rank15,43290,Greater Jasper Spellstone
982,GrindTo10,42836,Coldwraith
3184,Rank5,70,Blessing of Might
9740,Rank15,41305,Nesting Roc
281,GrindTo15,39003,Squirming Tentacle
884,GrindTo15,920,Ancient of Lore
1066,Rank15,41249,Eggnapper
3946,Rank15,40486,White Eyes
3370,Rank10,43331,Lesser Sapphire Spellstone
409,Rank10,982,Corruption
18812,GrindToLegend,163,Sacrificial Pact
663,Rank15,391,Perdition's Blade
2725,Rank10,46258,Benevolent Djinn
7138,GrindTo5,211,Sea Giant
18864,Rank10,45995,"Grumble, Worldshaker"
2349,Rank15,42909,Corpse Raiser
480,GrindToLegend,36,Cenarius
196,Rank15,462,Eye for an Eye
343,Rank10,38900,Cult Sorcerer
2570,Rank5,38738,Bloodhoof Brave
928,GrindToLegend,46258,Benevolent Djinn
650,GrindTo5,45778,Blessed Maul
2276,GrindTo5,592,Succubus
806,Legend,38263,Flamewreathed Faceless
283,GrindToLegend,40607,"Genzo, the Shark"
672,Rank5,42566,Devour Mind
3325,GrindToLegend,1737,Ethereal Arcanist
837,Rank10,41207,Razorpetal Volley
2429,Rank10,43051,Meat Wagon
3084,GrindTo5,41305,Nesting Roc
6711,Legend,636,Whirlwind
1001,Rank5,41478,Primalfin Lookout
1938,GrindTo10,38781,Twisted Worgen
348,GrindToLegend,404,Ancestral Spirit
1349,GrindTo5,777,Lord Jaraxxus
73817,GrindToLegend,45265,Fungalmancer
497,Rank10,42777,Fallen Sun Cleric
15791,GrindToLegend,46067,Healing Rain
2021,GrindTo5,46079,Kobold Monk
481,Rank15,1369,River Crocolisk
736,GrindTo10,41262,Giant Anaconda
231,GrindTo5,40603,Wrathion
383,GrindToLegend,43331,Lesser Sapphire Spellstone
601,Rank10,41357,Raptor Hatchling
167,Rank5,42825,Blackguard
201,Rank15,40213,Street Trickster
189,Legend,605,Ancient Watcher
1226,GrindTo5,40940,Kabal Trafficker
441,GrindTo10,1068,Guardian of Kings
415,Rank10,1522,Blessed Champion
420,Rank10,38265,Eternal Sentinel
102,Rank5,921,Jungle Panther
495,Rank10,46440,Windshear Stormcaller
210,Legend,601,Keeper of the Grove
217,GrindTo15,45975,Spectral Pillager
209,Rank15,920,Ancient of Lore
425,GrindTo10,42648,Toxic Arrow
283,GrindTo5,43382,Lesser Pearl Spellstone
729,GrindTo5,1135,Lorewalker Cho
5810,Legend,41162,Pyros
218,Rank10,46892,Shimmering Courser
2214,Legend,254,Innervate
567,Legend,976,Murloc Tidehunter
690,GrindTo5,45779,Champion's Maul
272,Rank10,41404,Ornery Direhorn
527,Rank5,40684,Trogg Beastrager
521,Legend,41180,Tortollan Shellraiser
287,Rank5,42671,Val'kyr Soulclaimer
421,GrindToLegend,38957,Midnight Drake
340,GrindTo5,38864,Twilight Geomancer
35717,Legend,41945,Lightfused Stegodon
131,GrindToLegend,982,Corruption
676,Rank5,447,Arcane Explosion
168,Rank10,39694,Spirit Claws
142,GrindTo5,969,Summoning Portal
190,Rank10,1241,Starving Buzzard
486,Legend,38409,Twilight Flamecaller
117,Legend,1099,Mind Vision
165,GrindToLegend,43282,Barkskin
234,Rank5,41328,Giant Wasp
117,Rank5,38413,Forbidden Flame
124,GrindTo10,421,Assassin's Blade
267,Rank10,42747,Avalanche
20164,GrindTo15,308,Gnomish Inventor
38591,GrindTo15,878,Dread Corsair
13819,GrindTo15,1007,Heroic Strike
5434,Rank10,38920,Bloodsail Cultist
71281,Rank15,1080,Archmage Antonidas
159626,GrindTo15,41289,Spiritsinger Umbra
352305,Rank15,41153,Arcanologist
286230,GrindTo15,906,Acidic Swamp Ooze
7809,GrindTo5,304,Arcanite Reaper
1501900,GrindTo10,754,Spellbreaker
20958,GrindTo10,41222,The Caverns Below
4477,GrindTo15,282,Betrayal
21909,GrindTo15,38584,Fiery Bat
38242,GrindTo15,38857,C'Thun
122757,GrindTo15,38792,Eater of Secrets
257852,GrindTo15,1189,Silence
133363,Rank15,985,Dire Wolf Alpha
52819,GrindTo15,39210,Book Wyrm
228955,Rank10,555,Arcane Intellect
17489,GrindTo10,28,Kor'kron Elite
52613,GrindTo10,38267,Thing from Below
36608,Rank15,38266,Evolve
186076,GrindTo15,41139,Hydrologist
11771,Legend,41690,Molten Reflection
90246,Rank15,836,Wrath
35047,Rank5,39169,Babbling Book
228106,GrindTo15,43419,Frost Lich Jaina
175779,GrindTo10,40797,Jade Behemoth
131593,Rank15,43408,Shadowreaper Anduin
5866,GrindTo10,1656,The Black Knight
63989,GrindTo15,43025,Crypt Lord
172641,GrindTo5,43408,Shadowreaper Anduin
143494,Rank15,1367,Shadow Word: Pain
10518,GrindTo10,38447,Darkshire Librarian
86525,Rank15,1047,Tracking
58267,GrindTo15,45546,To My Side!
8400,Legend,545,Mind Blast
17982,Rank5,9,Prophet Velen
33952,Legend,41177,Curious Glimmerroot
80142,Rank10,43359,Wandering Monster
98905,Rank15,43363,Lesser Emerald Spellstone
86824,Rank5,974,Soulfire
162350,GrindTo5,39740,Malchezaar's Imp
174435,GrindTo5,42790,Bonemare
186982,Rank10,40299,Kabal Lackey
12215,GrindTo15,213,Mark of the Wild
449256,Rank15,43122,Kobold Librarian
83715,Rank5,43357,Flanking Strike
274972,GrindTo15,46460,Twilight Acolyte
104231,GrindTo10,272,Cabal Shadow Priest
51478,Rank5,45269,Raven Familiar
94489,Rank15,39740,Malchezaar's Imp
118573,GrindTo5,40391,Crystalweaver
161894,Rank15,679,Divine Favor
25311,Legend,40596,Aya Blackpaw
133970,Rank15,77,Polymorph
66861,Rank10,40523,Jade Blossom
71481,GrindTo10,42773,Acherus Veteran
79801,Rank15,757,Argent Squire
46465,Rank5,43515,Corridor Creeper
49648,GrindToLegend,43294,Branching Paths
304984,GrindTo5,1063,Murloc Warleader
34247,GrindTo5,41094,Living Mana
206284,GrindToLegend,38843,Stand Against Darkness
23846,GrindTo15,40371,Smuggler's Run
7374,Rank15,45309,Drakkari Enchanter
114021,Rank5,365,Shadowstep
6497,GrindTo5,395,Water Elemental
27883,GrindTo10,46449,Master Oakheart
5819,Rank5,45287,Silver Vanguard
39125,Rank10,46403,Zola the Gorgon
46918,Legend,42574,Shadow Ascendant
57266,Rank5,42801,Doomerang
107643,GrindTo10,609,Faerie Dragon
10801,Rank5,38727,Call of the Wild
206281,Rank5,748,Kirin Tor Mage
19207,GrindTo10,41259,Devilsaur Egg
42175,Legend,757,Argent Squire
98108,Rank10,46040,"Rin, the First Disciple"
155533,Rank10,46299,Skull of the Man'ari
191052,GrindToLegend,993,Mountain Giant
2295,GrindTo5,38740,Selfless Hero
5603,Rank15,70,Blessing of Might
4049,Rank15,289,Wolfrider
23997,GrindTo15,40605,Auctionmaster Beardo
8492,GrindTo15,710,Sinister Strike
26206,GrindTo10,46454,The Darkness
42942,GrindTo10,43373,Potion of Heroism
438,Rank5,39465,Moat Lurker
18211,Legend,1093,Deadly Shot
75645,GrindToLegend,581,Alexstrasza
19861,GrindTo15,46069,Guild Recruiter
5046,Legend,41358,Crackling Razormaw
8269,GrindTo15,45784,Shroom Brewer
2462,Rank15,1634,Young Priestess
68039,Rank5,43392,Valeera the Hollow
5627,GrindTo15,38864,Twilight Geomancer
27077,GrindToLegend,43237,Cavern Shinyfinder
55535,GrindTo10,890,Tirion Fordring
27519,GrindTo5,38266,Evolve
88908,GrindTo5,476,Consecration
15430,Rank15,43526,Violet Wurm
3624,Rank5,38795,Doomcaller
3734,GrindTo15,768,Gurubashi Berserker
21764,Rank5,40416,Kun the Forgotten King
22765,GrindTo10,43494,Sleepy Dragon
4454,GrindTo15,46079,Kobold Monk
15987,Legend,41878,Meteor
7905,Rank10,38547,Disciple of C'Thun
3798,GrindTo15,43382,Lesser Pearl Spellstone
5431,GrindTo15,46082,Hungry Ettin
1121,GrindToLegend,38859,Beckoner of Evil
2206,GrindTo15,969,Summoning Portal
3022,GrindTo10,570,Tinkmaster Overspark
3298,GrindTo15,43453,Scorp-o-matic
9731,Rank15,147,Shadowflame
1843,GrindTo5,41191,Ravenous Pterrordax
7936,Rank15,46296,Lesser Onyx Spellstone
2467,GrindTo15,132,Voodoo Doctor
24599,GrindTo5,43526,Violet Wurm
5264,GrindTo15,32,Al'Akir the Windlord
3399,GrindTo15,41954,Tyrantus
127052,GrindTo10,38911,Steward of Darkshire
1115,GrindTo10,635,Sen'jin Shieldmasta
32880,GrindTo10,40297,Volcanic Potion
6265,Rank15,40839,I Know a Guy
2411,Rank10,46461,Void Ripper
498,GrindTo10,38262,Primal Fusion
178,GrindTo10,40613,Leatherclad Hogleader
1031,GrindTo15,40603,Wrathion
7303,Rank10,41406,Cornered Sentry
3709,Rank5,40698,Jade Shuriken
1186,Rank15,1147,Nat Pagle
839,Rank15,42762,Voodoo Hexxer
110,GrindTo5,41138,Sated Threshadon
2960,GrindTo15,389,Elven Archer
3073,Rank15,1693,King Mukla
376,Rank5,1522,Blessed Champion
2737,Rank10,1141,Earth Elemental
2985,Rank15,41252,Tortollan Forager
776,Rank5,39714,Moonglade Portal
16130,Rank5,41928,Blazecaller
711,GrindTo15,39491,Arcanosmith
405,GrindTo5,810,Gorehowl
348,Rank10,960,Stormforged Axe
879,GrindTo15,38532,Tentacle of N'Zoth
2676,GrindTo5,289,Wolfrider
959,Rank15,38832,Scaled Nightmare
3704,GrindTo15,42948,Howling Commander
6548,Rank10,42338,Snowflipper Penguin
5447,GrindToLegend,41286,Charged Devilsaur
1521,GrindTo10,860,Sense Demons
10019,GrindTo5,43463,Wax Elemental
877,GrindTo15,42760,Glacial Mysteries
1028,GrindTo15,41,Frostwolf Grunt
899,GrindTo10,1401,Raid Leader
1268,GrindTo10,39700,Ethereal Peddler
429,Rank15,765,Thrallmar Farseer
1027,GrindTo10,40407,Kabal Chemist
541,GrindTo15,67,Silverback Patriarch
648,Rank10,46082,Hungry Ettin
113,GrindTo15,45751,Elixir of Life
2307,Rank10,211,Sea Giant
1380,GrindTo5,606,Timber Wolf
1036,Rank15,151,Mark of Nature
21750,Rank5,1373,Blessing of Wisdom
420,Rank10,411,Nozdormu
1914,Rank5,45936,Kobold Illusionist
6352,Rank5,41479,Hot Spring Guardian
70637,GrindToLegend,896,Flare
507,GrindTo5,797,Lightwell
1050,GrindTo5,1022,Argent Protector
2466,Rank5,45988,Marin the Fox
458,Rank10,42909,Corpse Raiser
318,GrindTo5,51,Windfury
182,GrindTo15,42446,Venomancer
698,GrindTo5,42782,Ticking Abomination
359,GrindTo5,41400,Explore Un'Goro
2622,GrindToLegend,43133,Hooked Reaver
10230,GrindToLegend,43526,Violet Wurm
776,Rank10,41368,The Marsh Queen
3781,Rank5,220,Shadow Madness
36873,GrindTo5,469,Blood Imp
278,GrindTo5,42678,Brrrloc
2008,GrindTo5,42615,Fatespinner
712,GrindToLegend,40839,I Know a Guy
6758,Legend,38267,Thing from Below
381,GrindTo5,41872,Bloodbloom
556,GrindToLegend,40486,White Eyes
478,Rank5,39696,Menagerie Warden
371,Rank15,40482,Hobart Grapplehammer
1094,GrindTo10,919,Drain Life
833,Rank5,41425,King Mosh
2441,GrindToLegend,41366,Swamp King Dred
1766,Legend,38868,Twilight Elder
317,Rank10,969,Summoning Portal
597,Rank5,41354,Tol'vir Warden
171,Rank15,40438,Brass Knuckles
227,GrindTo5,41309,Emerald Reaver
1534,Legend,42707,Stitched Tracker
580,GrindToLegend,351,Master Swordsmith
627,GrindToLegend,715,Mana Wraith
740,GrindToLegend,39008,Master of Evolution
543,Legend,404,Ancestral Spirit
118,GrindToLegend,38832,Scaled Nightmare
168,GrindTo10,43072,Moorabi
701,GrindTo5,40745,Defias Cleaner
138,Rank5,42735,Light's Sorrow
32110,Legend,38911,Steward of Darkshire
349,GrindTo5,40700,Spiked Hogrider
196,GrindTo5,40608,Small-Time Buccaneer
379,GrindTo5,41913,The Voraxx
167,GrindTo5,41213,Obsidian Shard
214,GrindTo10,493,Force of Nature
938,Legend,42525,Venomstrike Trap
233,Legend,41407,Sudden Genesis
1645,GrindToLegend,38795,Doomcaller
204,Rank5,41116,Stone Sentinel
102,GrindToLegend,389,Elven Archer
124,Rank10,1369,River Crocolisk
176,Rank10,38913,A Light in the Darkness
2653,GrindTo5,40598,Unlicensed Apothecary
124,GrindToLegend,41207,Razorpetal Volley
296,Legend,43469,Corrosive Sludge
153,Legend,860,Sense Demons
123,GrindTo10,38407,Shatter
151,Legend,46544,Temporus
194,GrindTo15,40949,Gadgetzan Socialite
756,GrindTo10,41869,Cruel Dinomancer
4426,Rank5,40636,Wickerflame Burnbristle
487,GrindTo15,38531,Aberrant Berserker
1355,GrindTo10,42782,Ticking Abomination
687,Rank5,38621,Klaxxi Amber-Weaver
309,Rank15,40988,Cryomancer
1560,GrindTo5,348,Dark Iron Dwarf
149,GrindTo5,46306,Greater Diamond Spellstone
706,Legend,40698,Jade Shuriken
908,GrindToLegend,41353,Jeweled Macaw
335,Rank5,435,Holy Wrath
692,GrindTo10,41872,Bloodbloom
282,Rank10,43528,Gravelsnout Knight
1401,GrindTo10,40634,Small-Time Recruits
107,Rank10,40281,Red Mana Wyrm
4936,Legend,41928,Blazecaller
543,Rank15,216,Bloodfen Raptor
1327,Rank5,570,Tinkmaster Overspark
641,GrindToLegend,777,Lord Jaraxxus
5337,GrindTo5,41151,Flame Geyser
514,Rank5,1084,Mirror Image
537,Legend,1147,Nat Pagle
314,GrindToLegend,41885,"Hemet, Jungle Hunter"
5812,Legend,46031,Drywhisker Armorer
224,Rank5,43282,Barkskin
709,GrindTo5,250,Hammer of Wrath
195,GrindTo10,618,Dust Devil
114,GrindTo10,962,The Beast
150,Rank10,708,Headcrack
506,GrindTo5,517,Felguard
134,Rank5,38875,Forlorn Stalker
1186,Legend,304,Arcanite Reaper
319,GrindToLegend,38770,DOOM!
285,GrindToLegend,1109,Injured Blademaster
1007,Rank5,41875,Chittering Tunneler
147,Legend,23,Bane of Doom
521,Legend,41879,Spirit Echo
572,Legend,430,Cone of Cold
369,Legend,395,Water Elemental
525,Legend,38538,Bilefin Tidehunter
310,Rank5,40679,Smuggler's Crate
690,Legend,38795,Doomcaller
148,Legend,1035,Ancient of War
107,Rank5,40607,"Genzo, the Shark"
269,GrindToLegend,38532,Tentacle of N'Zoth
246,Rank5,38957,Midnight Drake
128,GrindTo10,45770,Tower Shield +10
251,Legend,564,Arcane Missiles
421,Rank5,45780,Purifier's Maul
461,Rank10,919,Drain Life
108,GrindToLegend,38864,Twilight Geomancer
110,GrindTo10,971,Frost Shock
253,GrindToLegend,42822,Corpse Widow
212,Legend,39008,Master of Evolution
112,Legend,43064,Blood-Queen Lana'thel
8214,GrindTo15,608,Shattered Sun Cleric
227281,GrindTo15,77,Polymorph
405454,GrindTo15,614,Sorcerer's Apprentice
2576,GrindTo15,38454,Forbidden Ritual
75981,Legend,192,Ice Block
13418,Rank15,304,Arcanite Reaper
61237,GrindTo15,629,Lightning Storm
15555,GrindTo15,38578,Shadow Strike
3053,Rank15,564,Arcane Missiles
19725,Rank15,395,Water Elemental
58491,GrindTo15,41927,Shimmering Tempest
89751,GrindTo15,40953,Doppelgangster
245034,GrindTo15,306,Edwin VanCleef
83758,GrindTo15,43193,Simulacrum
65614,Rank5,284,Novice Engineer
269519,GrindTo10,39941,Barnes
149629,GrindTo10,38433,Shadow Word: Horror
139781,GrindTo15,38227,Vilefin Inquisitor
196049,GrindTo15,836,Wrath
93913,Rank10,453,Coldlight Seer
62706,GrindTo15,42439,Bone Drake
1207,GrindTo10,42716,Ice Walker
108018,GrindTo15,9,Prophet Velen
60912,GrindTo15,40416,Kun the Forgotten King
241159,GrindTo10,39841,"Medivh, the Guardian"
24709,GrindTo5,42700,Blood Razor
61898,GrindTo5,40527,Jade Spirit
24272,GrindTo5,785,Execute
41208,Rank15,41170,Binding Heal
202544,GrindTo10,756,Equality
127620,GrindTo10,40393,Bloodfury Potion
62073,Rank5,1124,Wild Growth
307102,GrindTo10,40938,Dragonfire Potion
198516,Rank15,42818,The Lich King
20234,Rank15,455,Snake Trap
171661,GrindTo10,1014,Wild Pyromancer
2691,Rank15,40742,Lotus Agents
190601,GrindTo10,667,Fan of Knives
202367,GrindTo15,47035,Kingsbane
94054,Rank15,38312,"Y'Shaarj, Rage Unbound"
32820,GrindTo5,41170,Binding Heal
452893,GrindTo5,113,Counterspell
208358,Rank15,113,Counterspell
57584,Rank15,42804,Shadow Essence
728176,GrindTo15,43515,Corridor Creeper
734059,GrindTo15,43122,Kobold Librarian
34603,Legend,296,Kill Command
94070,Rank15,943,Blessing of Kings
8319,Rank10,366,Spellbender
29592,Rank10,42046,Lyra the Sunshard
167332,GrindTo15,42801,Doomerang
200074,GrindTo15,42665,Leeching Poison
45015,Rank15,43369,Rhok'delar
37157,Legend,41323,Fire Fly
14760,Rank15,43463,Wax Elemental
109468,GrindToLegend,43112,Psychic Scream
25741,GrindTo15,43473,Lone Champion
65134,Rank15,41683,Gluttonous Ooze
145969,Rank15,459,Deadly Poison
88418,Rank10,43417,Malfurion the Pestilent
74641,Rank10,1117,SI:7 Agent
12354,GrindTo15,70,Blessing of Might
389938,GrindToLegend,38496,"N'Zoth, the Corruptor"
26345,GrindTo15,43133,Hooked Reaver
3718,Legend,503,Power of the Wild
72505,Legend,41265,Gentle Megasaur
277136,GrindToLegend,41245,Rockpool Hunter
100733,Rank10,40531,Grimscale Chum
71411,GrindTo5,459,Deadly Poison
1794,Rank5,45519,Lesser Mithril Spellstone
250763,GrindTo10,46040,"Rin, the First Disciple"
411,GrindTo15,45779,Champion's Maul
301029,Rank5,43384,Call to Arms
6048,GrindTo15,41107,Fire Plume Harbinger
103147,Rank5,40375,Greater Healing Potion
131385,Rank5,46032,Grand Archivist
89025,Rank15,376,Inner Fire
6201,Rank15,38538,Bilefin Tidehunter
47457,Legend,1087,Pyroblast
1202,Rank10,345,Assassinate
111194,Rank10,45930,Plated Beetle
2004,GrindTo5,42394,Deathspeaker
144962,Rank10,859,Twisting Nether
4978,Legend,46263,Val'anyr
3578,GrindTo5,791,Questing Adventurer
18720,Rank5,45263,Sonya Shadowdancer
5144,Rank15,430,Cone of Cold
3923,Rank15,39008,Master of Evolution
23424,Rank15,46031,Drywhisker Armorer
2888,GrindTo10,41425,King Mosh
25736,GrindTo10,1737,Ethereal Arcanist
21863,GrindToLegend,41935,Elise the Trailblazer
6612,GrindTo15,46589,King Togwaggle
24739,GrindToLegend,40889,Naga Corsair
115995,GrindToLegend,42670,Gnomeferatu
37061,Rank10,42987,"Thrall, Deathseer"
3115,GrindTo15,38408,Evolved Kobold
1794,Rank5,238,Feral Spirit
354,Legend,1634,Young Priestess
21694,Rank15,40954,Burgly Bully
63536,Rank5,904,Eviscerate
50057,Rank15,42700,Blood Razor
52868,Rank5,1064,Blade Flurry
8658,Rank15,41401,Iron Hide
7777,Rank10,290,Ironbeak Owl
297,Rank15,42756,Doomed Apprentice
5156,Rank15,41868,The Last Kaleidosaur
5907,GrindToLegend,38882,Dark Arakkoa
2940,GrindTo10,41866,Primalfin Champion
4163,Rank15,42785,Shallow Gravedigger
46378,GrindTo10,46432,Murmuring Elemental
20402,GrindTo10,39380,Silverware Golem
18929,Rank5,43423,Scourgelord Garrosh
7818,GrindToLegend,40906,Second-Rate Bruiser
4562,Rank5,841,Holy Nova
9731,Rank15,40698,Jade Shuriken
2687,Rank15,41207,Razorpetal Volley
6471,Rank15,40957,Blastcrystal Potion
4325,GrindTo15,440,Abomination
6091,Rank15,41366,Swamp King Dred
14235,GrindTo10,40636,Wickerflame Burnbristle
3517,GrindTo15,1068,Guardian of Kings
5581,GrindTo10,41871,Corrupting Mist
5830,GrindToLegend,41096,Bright-Eyed Scout
996,GrindTo10,672,Kobold Geomancer
345,GrindTo15,43411,Greater Ruby Spellstone
5283,Rank10,41479,Hot Spring Guardian
3363,Rank15,41191,Ravenous Pterrordax
661,Rank15,38848,Blood Warriors
778,GrindTo10,41363,Dinomancy
3820,Rank10,45988,Marin the Fox
4985,Rank5,46454,The Darkness
4280,Rank15,43051,Meat Wagon
1799,Rank15,810,Gorehowl
344,GrindTo10,830,Totemic Might
1564,GrindTo15,762,Mad Bomber
1679,Rank15,43064,Blood-Queen Lana'thel
5028,Rank15,41879,Spirit Echo
747,GrindTo10,45780,Purifier's Maul
361,Rank10,38270,Hammer of Twilight
901,GrindTo10,39489,Avian Watcher
3096,Rank15,1035,Ancient of War
288,GrindTo15,134,Ravenholdt Assassin
1654,Rank10,38833,Twilight Summoner
1246,GrindTo5,505,Lightning Bolt
15767,Rank10,1373,Blessing of Wisdom
3700,GrindTo15,40971,Verdant Longneck
458,GrindTo15,887,Master of Disguise
2491,GrindTo15,145,Mindgames
3493,Rank15,41242,Giant Mastodon
577,GrindTo15,40404,Celestial Dreamer
368,Rank15,383,Light's Justice
638,GrindTo15,40744,Ancient of Blossoms
34754,GrindTo5,40954,Burgly Bully
1474,Rank10,39433,Runic Egg
1994,Rank10,42750,Drakkari Defender
1267,GrindTo5,564,Arcane Missiles
7737,GrindTo5,41876,Clutchmother Zavas
559,GrindTo10,389,Elven Archer
2265,Rank10,41478,Primalfin Lookout
625,GrindTo10,41328,Giant Wasp
3460,GrindToLegend,45353,Twilight's Call
855,GrindTo10,42948,Howling Commander
2436,Rank10,1091,Misdirection
1264,Rank5,777,Lord Jaraxxus
2082,Rank10,854,Humility
4831,GrindTo5,189,Fire Elemental
504,Rank5,994,Worgen Infiltrator
1467,Rank10,42566,Devour Mind
11333,GrindToLegend,43423,Scourgelord Garrosh
140,Legend,38833,Twilight Summoner
149,Legend,38270,Hammer of Twilight
7284,Rank5,40906,Second-Rate Bruiser
108294,Rank5,46007,Drygulch Jailor
1023,GrindTo10,608,Shattered Sun Cleric
118,GrindToLegend,38916,Addled Grizzly
1567,GrindToLegend,45520,Cheat Death
11795,Legend,43406,Uther of the Ebon Blade
372,GrindTo10,42760,Glacial Mysteries
1079,Rank10,43245,Abominable Bowman
1092,GrindTo5,286,Vaporize
1371,Legend,46107,Twig of the World Tree
113,Rank5,759,Sunwalker
198,Rank5,40615,Lunar Visions
143,GrindToLegend,40364,Public Defender
2093,Rank5,41327,Stormwatcher
460,Rank5,41881,Tar Lord
394,Rank15,42735,Light's Sorrow
283,Rank10,40741,Daring Reporter
316,GrindToLegend,1147,Nat Pagle
336,GrindTo5,43528,Gravelsnout Knight
1026,GrindTo5,86,Starfall
385,GrindToLegend,40991,Evolving Spores
570,GrindTo10,42671,Val'kyr Soulclaimer
4277,Legend,290,Ironbeak Owl
1006,Rank5,242,Abusive Sergeant
424,Legend,46258,Benevolent Djinn
1913,Legend,38547,Disciple of C'Thun
428,Rank15,708,Headcrack
107,GrindToLegend,40951,Grook Fu Master
459,GrindToLegend,43329,Kobold Hermit
287,Legend,43028,Plague Scientist
13435,GrindToLegend,46088,Rummaging Kobold
317,Legend,811,Cult Master
1267,Rank5,40517,Felfire Potion
114,GrindTo15,43029,Deathaxe Punisher
147,Rank5,778,Harvest Golem
248,Rank5,42422,Rattling Rascal
140,Rank10,41152,Air Elemental
112,Rank5,43072,Moorabi
215,Legend,39433,Runic Egg
206,GrindTo5,1364,Temple Enforcer
148,Rank5,39269,Menagerie Magician
304,GrindToLegend,38909,Giant Sand Worm
197,Rank5,38429,Twilight Darkmender
443,Legend,45988,Marin the Fox
189,Rank5,42808,Ice Breaker
150,Rank15,41261,Emerald Hive Queen
140,GrindTo5,38655,Wisps of the Old Gods
138,Legend,40745,Defias Cleaner
11007,Rank10,40696,Gadgetzan Ferryman
413,GrindTo15,45778,Blessed Maul
3273,GrindTo5,45321,Sanguine Reveler
1592,GrindTo10,40745,Defias Cleaner
2223,Rank10,811,Cult Master
2504,Rank15,40991,Evolving Spores
1299,GrindTo5,38725,Faceless Summoner
3505,GrindTo5,40574,Alley Armorsmith
4679,GrindToLegend,654,Frothing Berserker
302,Rank10,39476,Pompous Thespian
844,GrindTo10,41400,Explore Un'Goro
24079,Rank5,43373,Potion of Heroism
1224,Rank15,38916,Addled Grizzly
533,Rank15,903,Bestial Wrath
307,Rank15,421,Assassin's Blade
4220,GrindTo10,767,Earth Shock
105744,GrindToLegend,43398,Deathstalker Rexxar
6141,Rank5,28,Kor'kron Elite
168,Rank15,41076,Pterrordax Hatchling
551,Rank15,41315,Ultrasaur
148,Rank15,40613,Leatherclad Hogleader
1936,Rank10,877,Arcane Shot
4314,Rank10,46027,Gemstudded Golem
730,Rank15,517,Felguard
536,GrindToLegend,39468,Purify
31517,Legend,43363,Lesser Emerald Spellstone
1084,Rank5,40428,Rat Pack
13403,GrindToLegend,39225,The Curator
605,GrindTo5,46544,Temporus
35311,GrindToLegend,40694,Devolve
1802,Rank5,41158,Mana Bind
5036,Legend,455,Snake Trap
6757,GrindToLegend,42011,Hallucination
1002,Rank15,790,Amani Berserker
342,Rank5,38434,Forbidden Shaping
3559,Rank5,818,Far Sight
3228,GrindTo5,43304,Astral Tiger
302,Rank5,39694,Spirit Claws
193,Rank5,1401,Raid Leader
486,Rank15,43345,Sewer Crawler
701,Rank5,42763,Ice Fishing
18337,Legend,896,Flare
352,Legend,40839,I Know a Guy
1453,GrindTo10,38722,Hallazeal the Ascended
190,GrindTo10,42780,Grave Shambler
218,GrindToLegend,286,Vaporize
2148,GrindToLegend,41890,Direhorn Hatchling
691,Rank10,40419,Call in the Finishers
509,GrindTo5,42560,Roll the Bones
451,Rank5,886,Lightspawn
6739,Legend,1008,Flametongue Totem
190,Rank10,38985,Carrion Grub
402,GrindTo10,45837,Trogg Gloomeater
1182,GrindToLegend,45366,Arfus
