games_played_with_card_in_deck,rank_category,dbf_id,card_name
288,GrindTo5,39700,Ethereal Peddler
1056,Rank5,38774,Possessed Villager
794,Rank5,41866,Primalfin Champion
1931,Legend,70,Blessing of Might
619,GrindTo5,38916,Addled Grizzly
212,GrindTo10,773,Healing Touch
221,Rank5,40568,Grimy Gadgeteer
1675,Legend,42642,Howlfiend
449,GrindTo10,40914,Friendly Bartender
120,Rank10,61,Spiteful Smith
236,Rank10,40411,Greater Arcane Missiles
1660,Rank5,22,Inner Rage
812,GrindTo5,43329,Kobold Hermit
236,Rank5,42777,Fallen Sun Cleric
2014,Rank5,41318,Stubborn Gastropod
176,Rank5,41404,Ornery Direhorn
209,Rank10,1050,Claw
201,GrindToLegend,41834,Envenom Weapon
151,GrindTo5,42438,Grim Necromancer
419,Rank5,38900,Cult Sorcerer
473,GrindToLegend,45528,Dragon Soul
202,Rank15,1122,Venture Co. Mercenary
749,GrindToLegend,394,Explosive Shot
132,GrindTo5,42756,Doomed Apprentice
168,GrindTo5,42648,Toxic Arrow
475,GrindTo5,42785,Shallow Gravedigger
433,Legend,1693,King Mukla
296,Rank10,496,Frostwolf Warlord
365,GrindToLegend,40549,Weasel Tunneler
229,Legend,41366,Swamp King Dred
160,Rank5,38395,Thistle Tea
266,GrindTo10,40482,Hobart Grapplehammer
175,Rank5,39489,Avian Watcher
333,Legend,46296,Lesser Onyx Spellstone
563,Rank10,38414,Servant of Yogg-Saron
330,Rank5,41357,Raptor Hatchling
183,GrindTo10,40693,Lotus Illusionist
243,Rank15,700,Mogu'shan Warden
215,Rank5,42716,Ice Walker
416,Legend,40486,White Eyes
126,Rank5,38541,Zealous Initiate
650,GrindTo10,40493,Blowgill Sniper
6558,Rank10,1737,Ethereal Arcanist
558,GrindTo10,39046,"Nat, the Darkfisher"
1029,GrindTo15,43465,Ebon Dragonsmith
417,GrindTo10,42819,Runeforge Haunter
429,Rank10,38434,Forbidden Shaping
1964,GrindTo5,45529,Sudden Betrayal
530,GrindTo10,140,Redemption
7800,GrindTo10,41876,Clutchmother Zavas
479,GrindTo15,523,Dragonling Mechanic
446,Rank10,830,Totemic Might
3258,Rank10,914,Shadow Bolt
489,GrindTo15,462,Eye for an Eye
528,GrindTo10,40951,Grook Fu Master
20977,Rank10,46450,Crushing Walls
1022,Rank15,40577,Meanstreet Marshal
1292,GrindTo10,41521,Tidal Surge
7748,GrindTo5,41173,Crystalline Oracle
19334,GrindTo5,40285,Jinyu Waterspeaker
2823,Rank10,41871,Corrupting Mist
750,Rank15,363,Onyxia
1019,GrindTo5,41868,The Last Kaleidosaur
2616,GrindTo10,891,Sunfury Protector
199,Rank10,40607,"Genzo, the Shark"
518,Rank5,855,Millhouse Manastorm
811,Rank10,38621,Klaxxi Amber-Weaver
1063,Rank15,41262,Giant Anaconda
675,GrindTo10,42663,Deadscale Knight
3130,GrindTo5,40957,Blastcrystal Potion
375,Rank10,43282,Barkskin
1113,GrindTo10,1522,Blessed Champion
968,Rank15,658,Leper Gnome
1170,GrindTo10,526,Gruul
1645,Rank5,43424,Deck of Wonders
2634,GrindTo5,1091,Misdirection
993,Rank10,36,Cenarius
20009,GrindTo10,46088,Rummaging Kobold
658,Rank5,38408,Evolved Kobold
248,Rank15,38960,Blackwater Pirate
233,GrindTo10,866,Shieldbearer
726,Rank15,40603,Wrathion
182,GrindToLegend,51,Windfury
506,GrindTo10,40678,Knuckles
106,GrindTo5,41874,Feeding Time
115,GrindToLegend,41869,Cruel Dinomancer
616,Rank15,715,Mana Wraith
597,GrindTo10,39453,Moroes
171,Legend,804,Mortal Strike
359,Rank15,41294,Ozruk
862,Rank5,186,Ancient Brewmaster
480,GrindToLegend,1022,Argent Protector
1290,Rank5,643,Sword of Justice
398,Rank15,40566,Stolen Goods
6893,GrindToLegend,40496,Kabal Courier
36139,Legend,45833,Crystal Lion
307,GrindTo15,38895,The Boogeymonster
453,GrindTo10,1221,Void Terror
975,GrindToLegend,1657,Big Game Hunter
295,Rank10,435,Holy Wrath
8894,Legend,43486,Dragonslayer
724,Rank5,41107,Fire Plume Harbinger
13223,GrindTo5,755,Blood Knight
751,Rank5,43453,Scorp-o-matic
4607,GrindToLegend,38868,Twilight Elder
3515,Legend,45759,Unidentified Elixir
561,Rank5,641,Young Dragonhawk
1606,GrindToLegend,38528,Corrupted Healbot
734,GrindToLegend,42596,Acolyte of Agony
515,GrindTo5,42824,Desperate Stand
276,GrindTo5,391,Perdition's Blade
236,GrindTo10,41253,Frozen Crusher
135,Rank5,1068,Guardian of Kings
132,Rank10,40569,Grimestreet Pawnbroker
388,Rank5,145,Mindgames
314,Rank5,38391,Bladed Cultist
370,GrindTo5,40364,Public Defender
480,GrindToLegend,42754,Frozen Clone
509,GrindToLegend,39034,Shifting Shade
171,Legend,1372,Molten Giant
424,GrindToLegend,606,Timber Wolf
586,Legend,40935,Manic Soulcaster
428,GrindToLegend,38749,Divine Strength
227,GrindToLegend,42782,Ticking Abomination
592,GrindTo10,41324,Stegodon
257,Rank5,762,Mad Bomber
186,Rank15,979,Demolisher
585,Legend,41427,Fire Plume's Heart
488,Legend,43276,Greater Amethyst Spellstone
4119,GrindToLegend,40598,Unlicensed Apothecary
158,Rank15,995,Ogre Magi
204,GrindTo5,41262,Giant Anaconda
459,Rank10,42716,Ice Walker
508,Legend,43414,Lesser Ruby Spellstone
203,Legend,43127,Chillblade Champion
185,Rank5,389,Elven Archer
125,Rank15,344,Charge
126,GrindTo5,39033,Hooded Acolyte
297,Legend,46286,Cataclysm
125,Rank10,39495,Protect the King!
102,Legend,41478,Primalfin Lookout
129811,GrindTo15,39169,Babbling Book
23680,GrindToLegend,38418,Cabalist's Tome
626517,GrindTo10,555,Arcane Intellect
178149,GrindTo15,974,Soulfire
19724,GrindTo10,401,Fiery War Axe
15219,GrindTo15,40698,Jade Shuriken
343691,GrindTo15,748,Kirin Tor Mage
368254,GrindTo15,680,Southsea Captain
281405,GrindTo15,1158,Preparation
149305,GrindTo15,1261,Savannah Highmane
26848,GrindTo15,41305,Nesting Roc
6085,Rank5,38914,N'Zoth's First Mate
38693,Rank5,456,Captain Greenskin
192730,GrindTo10,581,Alexstrasza
68809,GrindTo10,513,Mana Tide Totem
65066,GrindTo10,41168,Open the Waygate
268159,GrindTo10,457,Blizzard
94819,Rank15,1063,Murloc Warleader
149509,GrindTo10,42598,Obsidian Statue
62876,GrindTo5,39350,Enchanted Raven
48153,Rank15,1023,Shield Block
140932,Rank15,1124,Wild Growth
294434,GrindToLegend,41169,Shadow Visions
137550,GrindTo10,41316,Golakka Crawler
98942,GrindTo15,42711,Bearshark
49358,Rank15,41929,Primordial Drake
61096,Rank10,251,Loot Hoarder
32995,GrindTo15,38943,"Deathwing, Dragonlord"
43790,GrindTo15,41928,Blazecaller
9867,GrindTo15,39714,Moonglade Portal
64327,Rank15,39442,Priest of the Feast
224,GrindTo5,42663,Deadscale Knight
95743,GrindTo15,268,Cold Blood
55417,GrindTo10,233,Naturalize
57429,GrindTo15,38727,Call of the Wild
1063,GrindTo15,41874,Feeding Time
158778,GrindTo15,43284,Ironwood Golem
162208,GrindToLegend,613,Power Word: Shield
37737,Legend,749,Bloodmage Thalnos
259353,GrindToLegend,405,Mana Wyrm
76306,Rank15,519,Freezing Trap
64298,Rank10,38452,Darkshire Councilman
43335,GrindToLegend,1362,Circle of Healing
32099,Legend,1047,Tracking
1786,Rank15,46544,Temporus
89383,GrindTo10,42046,Lyra the Sunshard
77446,Rank10,41912,Lost in the Jungle
48200,Legend,38312,"Y'Shaarj, Rage Unbound"
32873,Rank15,41081,Earthen Scales
492862,GrindTo5,40378,Drakonid Operative
183836,GrindToLegend,559,Leeroy Jenkins
9530,Legend,38318,Fandral Staghelm
83324,GrindTo5,43369,Rhok'delar
117321,Rank15,45782,Unidentified Maul
175470,Rank5,42442,Cobalt Scalebane
15123,GrindTo15,238,Feral Spirit
281194,GrindToLegend,39715,Firelands Portal
145233,Rank5,40531,Grimscale Chum
103114,Rank5,41859,Vinecleaver
235462,Rank10,45899,Duskbreaker
13407,GrindTo10,41130,Dinosize
60686,Rank10,41263,Bittertide Hydra
95712,GrindTo5,45271,Dragon's Fury
102195,Rank15,45271,Dragon's Fury
346365,GrindToLegend,39554,Netherspite Historian
3431,GrindToLegend,999,Bloodsail Raider
64286,GrindTo10,46390,Kathrena Winterwisp
217342,Rank15,531,Faceless Manipulator
60265,Rank5,42597,Eternal Servitude
33872,Rank15,41859,Vinecleaver
31507,GrindTo10,40496,Kabal Courier
34527,GrindToLegend,45828,Oaken Summons
59760,Rank5,46307,Lesser Diamond Spellstone
272912,Rank10,41566,Mistress of Mixtures
42798,Rank15,41414,Sleep with the Fishes
72937,GrindTo5,41683,Gluttonous Ooze
8257,GrindTo15,39465,Moat Lurker
7498,Rank5,467,Moonfire
9306,GrindTo15,643,Sword of Justice
6463,GrindTo10,42698,Mountainfire Armor
23213,GrindTo5,1023,Shield Block
988,GrindTo15,855,Millhouse Manastorm
4489,GrindTo10,45979,Psionic Probe
3062,GrindTo10,1657,Big Game Hunter
4750,GrindTo10,1141,Earth Elemental
53814,Rank5,39712,Maelstrom Portal
113,Rank10,42712,Bone Baron
10560,GrindTo15,46088,Rummaging Kobold
23961,Rank15,40422,Jade Chieftain
19989,GrindTo5,40297,Volcanic Potion
65263,GrindTo10,43406,Uther of the Ebon Blade
29404,Rank15,443,Hungry Crab
20257,Legend,40391,Crystalweaver
21368,GrindTo15,45287,Silver Vanguard
95542,Rank5,43359,Wandering Monster
4722,Rank10,46107,Twig of the World Tree
30702,GrindTo5,233,Naturalize
14015,GrindTo5,40496,Kabal Courier
7980,Legend,41414,Sleep with the Fishes
3285,Rank10,42791,Nerubian Unraveler
8891,GrindTo5,38868,Twilight Elder
1976,GrindTo15,41262,Giant Anaconda
4167,Rank10,38263,Flamewreathed Faceless
26125,GrindTo10,46541,Leyline Manipulator
8271,Rank10,42652,Play Dead
18429,GrindTo15,38795,Doomcaller
761,GrindTo10,38414,Servant of Yogg-Saron
3905,Rank15,38725,Faceless Summoner
6086,Rank5,1365,Holy Fire
9640,Rank10,45775,Unidentified Shield
18485,Rank10,636,Whirlwind
3762,GrindTo15,41499,Unite the Murlocs
12302,GrindTo5,46449,Master Oakheart
5128,GrindTo10,877,Arcane Shot
12518,Rank5,400,Battle Rage
5906,GrindTo10,811,Cult Master
5374,GrindTo15,41218,"Sherazin, Corpse Flower"
23290,GrindToLegend,39492,Cloaked Huntress
873,GrindTo15,715,Mana Wraith
1883,GrindTo15,39839,Zoobot
4860,Rank15,791,Questing Adventurer
12854,GrindTo10,38859,Beckoner of Evil
864,Rank15,39453,Moroes
4370,GrindTo15,186,Ancient Brewmaster
1260,GrindTo10,45314,Mindbreaker
6324,GrindTo15,641,Young Dragonhawk
39155,Legend,801,Crazed Alchemist
1068,Rank15,526,Gruul
260,GrindTo5,526,Gruul
13750,Rank10,420,Cairne Bloodhoof
858,Rank5,38909,Giant Sand Worm
8116,Rank5,41406,Cornered Sentry
6135,Rank5,42707,Stitched Tracker
2858,Rank10,40567,Grimestreet Outfitter
93148,GrindTo5,443,Hungry Crab
640,GrindTo10,38534,Bog Creeper
7220,Legend,38266,Evolve
38315,GrindTo5,766,Hex
512,Rank10,39190,Wicked Witchdoctor
90741,Rank5,45877,Level Up!
4085,Rank15,41876,Clutchmother Zavas
840,Rank15,42747,Avalanche
8433,GrindTo10,46027,Gemstudded Golem
6426,Rank15,40537,Krul the Unshackled
1076,GrindTo15,38781,Twisted Worgen
501,GrindTo10,40411,Greater Arcane Missiles
4484,Rank15,41873,Lakkari Felhound
1030,Rank10,41925,Humongous Razorleaf
3890,GrindTo10,38528,Corrupted Healbot
5782,Rank15,594,Lay on Hands
44855,Rank5,41247,Vicious Fledgling
959,GrindTo15,397,Flesheating Ghoul
1540,Rank10,38409,Twilight Flamecaller
3130,GrindTo5,818,Far Sight
9062,Rank10,41260,Fire Plume Phoenix
1599,GrindTo10,42327,Phantom Freebooter
5430,Rank10,41155,Mirage Caller
182,GrindTo10,178,Windspeaker
7822,Rank10,41927,Shimmering Tempest
2958,GrindTo10,42328,Skelemancer
427,Legend,46454,The Darkness
2099,GrindTo5,41241,Tol'vir Stoneshaper
590,Rank5,42782,Ticking Abomination
540,GrindTo5,41354,Tol'vir Warden
114,GrindToLegend,762,Mad Bomber
2109,Rank15,41354,Tol'vir Warden
2115,Rank15,42716,Ice Walker
832,GrindToLegend,45779,Champion's Maul
1748,Rank5,45979,Psionic Probe
234,GrindTo10,40401,Pilfered Power
188,GrindToLegend,41521,Tidal Surge
303,Rank15,38475,Shifter Zerus
1397,Rank10,1655,Lightwarden
486,Rank5,51,Windfury
311,Rank15,40911,Hired Gun
11725,Legend,46450,Crushing Walls
3211,Rank5,38528,Corrupted Healbot
551,GrindToLegend,855,Millhouse Manastorm
2598,GrindToLegend,38377,On the Hunt
728,Rank5,45547,Feral Gibberer
214,Rank5,40634,Small-Time Recruits
1794,GrindToLegend,281,Argent Commander
322,Rank10,1174,Avenging Wrath
919,GrindToLegend,643,Sword of Justice
133,Rank10,43072,Moorabi
23352,Rank5,469,Blood Imp
500,GrindTo5,40955,Mayor Noggenfogger
299,Rank10,38910,Princess Huhuran
2333,Legend,467,Moonfire
943,Rank15,38534,Bog Creeper
9242,Legend,46067,Healing Rain
393,GrindToLegend,1135,Lorewalker Cho
313,Rank10,778,Harvest Golem
250,Rank5,40681,Shaky Zipgunner
235,Rank5,381,Soul of the Forest
404,Rank5,41137,Ravasaur Runt
1183,GrindToLegend,42563,Professor Putricide
988,Rank5,42754,Frozen Clone
222,Rank10,41328,Giant Wasp
2191,Rank5,42698,Mountainfire Armor
418,Rank5,1022,Argent Protector
903,GrindTo5,43022,Strongshell Scavenger
389,Rank5,41869,Cruel Dinomancer
406,Rank10,42671,Val'kyr Soulclaimer
260,Rank10,45329,Bloodworm
1052,GrindToLegend,46589,King Togwaggle
676,Legend,1365,Holy Fire
30167,Legend,45877,Level Up!
153,Legend,42560,Roll the Bones
346,GrindToLegend,38408,Evolved Kobold
158,GrindTo5,774,Unbound Elemental
408,GrindTo5,823,Starfire
604,Legend,1029,Violet Teacher
580,GrindTo10,45377,Hyldnir Frostrider
497,Legend,43331,Lesser Sapphire Spellstone
287,GrindTo5,38329,Infest
355,GrindToLegend,186,Ancient Brewmaster
278,GrindTo5,40295,Grimestreet Protector
750,GrindTo5,41524,Volatile Elemental
102,Rank5,38526,Psych-o-Tron
671,Rank5,41872,Bloodbloom
316,GrindToLegend,440,Abomination
567,Legend,40574,Alley Armorsmith
120,Rank5,41213,Obsidian Shard
197,GrindTo5,496,Frostwolf Warlord
164,GrindToLegend,1026,Commanding Shout
216,GrindToLegend,38454,Forbidden Ritual
280,Rank5,38414,Servant of Yogg-Saron
144,GrindToLegend,38391,Bladed Cultist
686,Legend,41151,Flame Geyser
158,GrindToLegend,641,Young Dragonhawk
175,GrindToLegend,41420,Molten Blade
144,GrindTo5,40474,Grimestreet Informant
104,GrindTo5,151,Mark of Nature
453,Rank10,940,Cleave
18053,Rank5,734,Mind Control Tech
2612,Rank15,22,Inner Rage
883,GrindTo10,40295,Grimestreet Protector
24614,Rank5,785,Execute
201,Rank15,34,Silvermoon Guardian
1547,Rank10,42596,Acolyte of Agony
6938,GrindToLegend,45535,Evasion
16832,Legend,47035,Kingsbane
705,GrindTo10,151,Mark of Nature
486,Rank5,42785,Shallow Gravedigger
379,Rank15,287,Kidnapper
86147,GrindToLegend,141,Hunter's Mark
1529,Rank10,606,Timber Wolf
765,Rank15,38395,Thistle Tea
1797,GrindToLegend,189,Fire Elemental
4393,Rank5,41876,Clutchmother Zavas
1337,GrindTo5,41126,Dispatch Kodo
3599,Rank5,41151,Flame Geyser
1037,Rank10,40428,Rat Pack
188,GrindTo5,40494,Big-Time Racketeer
1487,GrindTo5,38909,Giant Sand Worm
443,Rank5,38725,Faceless Summoner
1691,Rank10,42754,Frozen Clone
1039,GrindToLegend,40517,Felfire Potion
189,GrindTo5,140,Redemption
746,Rank5,1035,Ancient of War
560,Legend,38666,Forbidden Healing
1981,GrindToLegend,41327,Stormwatcher
154,Rank5,42756,Doomed Apprentice
236,Rank10,41213,Obsidian Shard
192,GrindTo5,40613,Leatherclad Hogleader
138,Rank15,69,Silver Hand Knight
388,GrindTo5,40324,Freezing Potion
102,Rank5,40691,Seadevil Stinger
140,GrindToLegend,43528,Gravelsnout Knight
194,Rank10,41309,Emerald Reaver
171,GrindTo5,830,Totemic Might
1217,GrindTo5,40991,Evolving Spores
690,GrindTo5,38434,Forbidden Shaping
751,Rank10,1022,Argent Protector
194,Rank15,1098,Emperor Cobra
869,Legend,42439,Bone Drake
200,GrindToLegend,42909,Corpse Raiser
1251,Rank5,43051,Meat Wagon
515,GrindToLegend,38569,Faceless Shambler
164,GrindTo10,40569,Grimestreet Pawnbroker
146,Rank15,602,Fen Creeper
570,Legend,281,Argent Commander
169,GrindToLegend,38888,Cult Apothecary
135,Legend,41107,Fire Plume Harbinger
198,GrindTo10,41264,Tortollan Primalist
256,GrindToLegend,45936,Kobold Illusionist
191,GrindTo5,38262,Primal Fusion
168,GrindTo5,39046,"Nat, the Darkfisher"
145,GrindTo10,39495,Protect the King!
170,Legend,1026,Commanding Shout
294,Legend,42563,Professor Putricide
265,Legend,38578,Shadow Strike
695,Legend,46589,King Togwaggle
701,Rank5,36,Cenarius
200,Rank5,42320,Exploding Bloatbat
103,GrindToLegend,46308,Diamond Spellstone
107,Rank5,39453,Moroes
184,GrindTo5,1401,Raid Leader
150,Legend,38461,Renounce Darkness
268,Legend,38408,Evolved Kobold
181,Rank5,383,Light's Justice
194,Rank5,201,Defias Ringleader
117,Rank15,567,Windfury Harpy
575,Rank15,40607,"Genzo, the Shark"
990,GrindTo15,42648,Toxic Arrow
1758,Rank15,38621,Klaxxi Amber-Weaver
631,Rank15,1221,Void Terror
2771,GrindTo10,38409,Twilight Flamecaller
1000,Rank15,42663,Deadscale Knight
2466,GrindTo10,38958,Crazed Worshipper
1277,Rank10,45392,"Bolvar, Fireblood"
12142,GrindToLegend,41162,Pyros
29070,Rank5,609,Faerie Dragon
916,Rank15,38900,Cult Sorcerer
1079,Rank10,45547,Feral Gibberer
42740,GrindTo10,469,Blood Imp
291,GrindTo15,40691,Seadevil Stinger
1836,Rank15,41126,Dispatch Kodo
1872,Rank5,404,Ancestral Spirit
987,GrindTo10,496,Frostwolf Warlord
23489,Rank5,1023,Shield Block
224,GrindTo10,39477,Nightbane Templar
788,Rank10,994,Worgen Infiltrator
5012,Rank10,40906,Second-Rate Bruiser
519,GrindTo10,39190,Wicked Witchdoctor
734,Rank15,46892,Shimmering Courser
993,GrindTo15,69,Silver Hand Knight
3959,Rank5,42525,Venomstrike Trap
5493,GrindTo5,41871,Corrupting Mist
94534,GrindTo5,45265,Fungalmancer
397,Rank15,40791,Luckydo Buccaneer
1483,GrindTo5,1141,Earth Elemental
1615,Rank10,242,Abusive Sergeant
811,Rank10,41137,Ravasaur Runt
2073,GrindTo5,1656,The Black Knight
905,Rank5,38722,Hallazeal the Ascended
139,Rank10,291,Holy Light
327,GrindTo5,43282,Barkskin
1238,GrindTo10,38329,Infest
110,GrindTo10,45774,Spiked Shield
2846,Rank5,41873,Lakkari Felhound
295,GrindTo10,727,Hand of Protection
176,GrindTo10,1686,Boulderfist Ogre
525,Rank15,435,Holy Wrath
375,GrindTo5,672,Kobold Geomancer
547,GrindTo5,886,Lightspawn
432,GrindTo15,41841,Madam Goya
98802,Rank5,38911,Steward of Darkshire
3190,Rank5,43439,Hadronox
359,GrindTo5,38900,Cult Sorcerer
1294,GrindToLegend,592,Succubus
447,GrindTo5,39489,Avian Watcher
199,Rank10,584,Noble Sacrifice
742,GrindTo5,41866,Primalfin Champion
8051,Legend,46088,Rummaging Kobold
726,GrindToLegend,630,Sprint
451,Rank10,797,Lightwell
242,GrindTo10,1050,Claw
253,GrindTo10,40952,Bomb Squad
170,GrindTo5,42716,Ice Walker
680,GrindTo5,45780,Purifier's Maul
228,Legend,238,Feral Spirit
1026,GrindTo5,22,Inner Rage
223,Rank10,39269,Menagerie Magician
712,Legend,45287,Silver Vanguard
201,Rank5,39700,Ethereal Peddler
283,GrindTo5,42763,Ice Fishing
143,Rank5,40914,Friendly Bartender
921,Rank10,40598,Unlicensed Apothecary
492,Legend,43322,Crushing Hand
349,GrindToLegend,42765,Snowfury Giant
1756,Legend,38505,"Yogg-Saron, Hope's End"
284,Rank5,40407,Kabal Chemist
117,GrindToLegend,38545,Corrupted Seer
318,Legend,855,Millhouse Manastorm
331,GrindTo5,982,Corruption
225,Legend,39839,Zoobot
157,Rank5,41253,Frozen Crusher
191,Rank5,526,Gruul
187,GrindTo10,1687,Core Hound
115,Rank10,40401,Pilfered Power
160,Legend,39714,Moonglade Portal
2268,Legend,38727,Call of the Wild
120,Legend,39465,Moat Lurker
107,GrindToLegend,43502,Breath of Sindragosa
258,Rank5,45837,Trogg Gloomeater
417,GrindToLegend,86,Starfall
173,Rank5,40587,Getaway Kodo
124,Rank10,42440,Sunborne Val'kyr
194,GrindTo10,42712,Bone Baron
367,GrindToLegend,39476,Pompous Thespian
126,Legend,41499,Unite the Murlocs
127,GrindTo10,38898,Usher of Souls
102,Legend,38781,Twisted Worgen
922,GrindToLegend,46069,Guild Recruiter
468,Rank10,38567,Blood of The Ancient One
741,GrindTo15,42676,Cryostasis
227,Rank5,42783,Happy Ghoul
3825,GrindToLegend,42439,Bone Drake
2391,GrindTo5,46258,Benevolent Djinn
47114,GrindTo5,46450,Crushing Walls
389,Rank10,39118,Skeram Cultist
1565,Rank10,38784,Infested Tauren
108,Rank5,753,Stormwind Champion
9368,GrindToLegend,45546,To My Side!
519,Rank5,39313,Violet Illusionist
724,GrindTo10,43528,Gravelsnout Knight
173,GrindToLegend,46082,Hungry Ettin
1196,Rank15,40679,Smuggler's Crate
234,Rank10,40615,Lunar Visions
10930,GrindTo5,1737,Ethereal Arcanist
756,GrindTo5,38621,Klaxxi Amber-Weaver
1022,GrindToLegend,38584,Fiery Bat
1883,Rank5,767,Earth Shock
6588,GrindToLegend,211,Sea Giant
921,GrindTo10,1364,Temple Enforcer
1642,GrindTo5,43331,Lesser Sapphire Spellstone
457,Rank15,40289,Kooky Chemist
625,GrindToLegend,38578,Shadow Strike
332,GrindTo10,42735,Light's Sorrow
897,Rank10,41881,Tar Lord
5971,Legend,41105,Primalfin Totem
1353,Rank5,41407,Sudden Genesis
21924,Legend,46307,Lesser Diamond Spellstone
444,Rank5,860,Sense Demons
671,GrindTo10,940,Cleave
105,GrindToLegend,38739,Malkorok
454,Legend,45519,Lesser Mithril Spellstone
377,GrindTo10,40700,Spiked Hogrider
3182,GrindToLegend,43473,Lone Champion
116,Rank10,40339,Hidden Cache
245,Rank5,1108,Rampage
113,GrindTo10,45773,Runed Shield
161,GrindToLegend,40973,Shellshifter
223,GrindTo5,40679,Smuggler's Crate
2659,Rank5,45835,Grizzled Guardian
425,GrindTo10,640,Hogger
106,GrindToLegend,1371,Stampeding Kodo
420,Rank10,42422,Rattling Rascal
133,Rank5,40482,Hobart Grapplehammer
255,Rank5,39197,Kara Kazham!
292,GrindTo10,149,Ancestral Healing
3770,Rank5,41350,Grievous Bite
296,GrindTo5,38534,Bog Creeper
1073,GrindToLegend,40371,Smuggler's Run
874,Rank10,40701,Inkmaster Solia
259,Rank5,40745,Defias Cleaner
307,GrindTo5,40607,"Genzo, the Shark"
810,GrindTo10,774,Unbound Elemental
153,GrindTo5,40423,Finders Keepers
107,Rank15,38522,Eldritch Horror
281,Rank15,38541,Zealous Initiate
604,Rank5,39119,Soggoth the Slitherer
548,GrindToLegend,43453,Scorp-o-matic
518,GrindToLegend,43424,Deck of Wonders
377,Rank10,39374,Onyx Bishop
231,Rank10,43485,Green Jelly
268,GrindToLegend,32,Al'Akir the Windlord
399,Legend,43304,Astral Tiger
103,GrindTo5,41363,Dinomancy
218,GrindTo5,642,Scarlet Crusader
207,GrindTo5,435,Holy Wrath
206,Rank10,783,Pit Lord
111,GrindTo5,1050,Claw
908,Legend,841,Holy Nova
333,Rank15,42780,Grave Shambler
125,GrindToLegend,43269,Kobold Barbarian
147,Rank10,493,Force of Nature
311,GrindTo15,40921,Toxic Sewer Ooze
181,GrindTo15,46308,Diamond Spellstone
5754,Rank10,40636,Wickerflame Burnbristle
4698,GrindTo5,213,Mark of the Wild
26130,Rank10,46432,Murmuring Elemental
959,Rank15,762,Mad Bomber
921,Rank15,45929,Kobold Apprentice
13109,GrindTo5,42642,Howlfiend
4446,Rank15,42563,Professor Putricide
904,Rank15,38391,Bladed Cultist
351,GrindToLegend,41524,Volatile Elemental
5047,GrindTo5,70,Blessing of Might
2205,Rank15,46082,Hungry Ettin
