plays	turn	game_type	play_category
4228	41	30	Other
2874	15	30	DRUID
2433	8	30	PALADIN
1233	3	30	HUNTER
132	65	30	Other
727	43	30	NEUTRAL
292	50	30	NEUTRAL
436	47	30	NEUTRAL
407	36	2	HUNTER
61	47	2	MAGE
5424	34	3	PALADIN
39551	11	3	SHAMAN
161	51	3	DRUID
483	26	3	NEUTRAL
38	39	30	MAGE
19	86	30	Other
652	20	30	The Coin
175	63	30	Other
188	43	2	PALADIN
38	73	30	Other
123	46	3	HUNTER
100	51	3	PALADIN
33	25	30	The Coin
226	53	3	MAGE
89	34	30	DRUID
105	54	3	SHAMAN
22	59	3	MAGE
156	81	2	Other
21	80	2	PRIEST
46	82	2	WARRIOR
62	1	30	HUNTER
11	79	30	PRIEST
13	84	30	PRIEST
32	23	30	The Coin
5	51	2	ROGUE
2	53	30	DRUID
1	48	30	WARLOCK
1	61	3	The Coin
1	65	2	WARLOCK
3	57	3	The Coin
8	42	30	WARLOCK
1	89	30	SHAMAN
2	76	2	DRUID
1	65	2	ROGUE
1	59	30	DRUID
347552	30	2	Other
729991	2	2	Other
143800	3	2	WARLOCK
27826	2	2	PALADIN
22547	29	2	WARRIOR
37115	21	2	WARRIOR
60	41	2	ROGUE
24852	4	2	MAGE
8413	24	2	The Coin
1037	33	2	The Coin
29936	25	2	WARRIOR
1712	56	2	NEUTRAL
584	61	2	NEUTRAL
705	37	2	PALADIN
262	75	2	WARRIOR
42634	41	3	Other
61564	22	3	WARLOCK
71325	20	3	WARLOCK
1351	41	3	PALADIN
39386	18	3	PALADIN
1040	44	3	SHAMAN
48041	19	3	WARRIOR
942	50	3	WARRIOR
71050	26	3	MAGE
86175	14	3	DRUID
3576	39	3	DRUID
62416	16	3	The Coin
40719	26	3	DRUID
303	42	3	WARLOCK
15963	31	30	Other
43943	24	30	Other
1980	13	30	HUNTER
3132	15	30	WARLOCK
1725	20	30	WARLOCK
2903	17	30	PRIEST
3045	19	30	PRIEST
797	30	30	WARRIOR
186	27	30	ROGUE
354	28	30	MAGE
3765	14	30	The Coin
92	67	30	Other
116	29	30	ROGUE
139	64	2	PRIEST
58042	7	3	WARLOCK
597	19	3	NEUTRAL
6	43	30	HUNTER
932	19	30	HUNTER
347	47	30	PRIEST
1261	17	30	HUNTER
26	63	3	Other
83	13	3	NEUTRAL
7	35	30	The Coin
88	38	3	NEUTRAL
24	1	3	PALADIN
51	55	2	The Coin
55	72	2	PRIEST
15	59	3	DRUID
27	78	2	PRIEST
3	63	3	MAGE
12	38	30	HUNTER
12	62	2	The Coin
3	88	30	WARRIOR
1	57	3	WARLOCK
4	10	3	NEUTRAL
1	85	2	ROGUE
1	81	30	NEUTRAL
1	47	30	HUNTER
1	63	3	DRUID
567729	27	2	Other
2222869	14	2	Other
2058238	16	2	Other
32020	6	2	HUNTER
101	40	2	HUNTER
60114	12	2	WARLOCK
124155	4	2	WARLOCK
30830	11	2	PALADIN
29190	18	2	SHAMAN
165	41	2	SHAMAN
30163	24	2	WARRIOR
19488	31	2	WARRIOR
64357	9	2	ROGUE
4592	27	2	MAGE
10725	23	2	MAGE
10276	27	2	DRUID
7444	44	2	WARRIOR
972	67	2	WARRIOR
161	66	2	NEUTRAL
448832	30	3	Other
103539	37	3	Other
8035	48	3	Other
34613	26	3	WARLOCK
162503	3	3	WARLOCK
3103	37	3	PALADIN
4723	2	3	MAGE
162565	10	3	The Coin
28445	27	3	WARRIOR
22670	29	3	WARRIOR
11349	30	3	PALADIN
630	23	3	NEUTRAL
540	25	3	NEUTRAL
21334	30	3	DRUID
106204	7	30	Other
600	21	30	HUNTER
2300	17	30	WARLOCK
3548	13	30	WARLOCK
1933	19	30	WARLOCK
2616	7	30	PALADIN
2213	25	30	PRIEST
1620	29	30	PRIEST
2883	21	30	PRIEST
1420	11	30	WARRIOR
471	24	30	ROGUE
2649	27	30	NEUTRAL
64	69	30	Other
365	39	30	WARRIOR
110	53	30	WARRIOR
249	56	3	WARRIOR
216	57	3	WARRIOR
5546	32	3	ROGUE
143	64	30	Other
60	46	2	MAGE
18	48	2	ROGUE
254	48	3	PALADIN
70	61	3	WARRIOR
54	60	30	WARRIOR
13	75	30	PRIEST
173	30	30	DRUID
11	85	2	PRIEST
119	58	3	PRIEST
6	57	2	DRUID
74	31	30	ROGUE
81	29	30	HUNTER
39	61	30	NEUTRAL
18	42	30	PALADIN
2	52	30	MAGE
24	58	2	The Coin
2	56	30	SHAMAN
1	57	3	HUNTER
1	69	2	ROGUE
2	61	2	DRUID
1	74	2	The Coin
