nzoth_created_entity,week_of_year,year,game_type,card_class,num_occurances,wins
Shimmering Tempest,35,2017,BGT_RANKED_WILD,MAGE,397,214
Obsidian Statue,35,2017,BGT_RANKED_STANDARD,ROGUE,153,91
Arfus,35,2017,BGT_RANKED_WILD,PRIEST,949,670
Bloodmage Thalnos,35,2017,BGT_RANKED_WILD,MAGE,550,326
Kindly Grandmother,35,2017,BGT_RANKED_WILD,PRIEST,130,109
Pyros,35,2017,BGT_RANKED_WILD,PRIEST,106,72
Feugen,35,2017,BGT_RANKED_WILD,SHAMAN,114,67
Loot Hoarder,36,2017,BGT_RANKED_STANDARD,HUNTER,4073,1962
Cairne Bloodhoof,36,2017,BGT_RANKED_STANDARD,PRIEST,16822,12590
Zealous Initiate,36,2017,BGT_RANKED_STANDARD,PRIEST,169,95
Fiery Bat,36,2017,BGT_RANKED_WILD,HUNTER,444,209
Undercity Huckster,36,2017,BGT_RANKED_STANDARD,ROGUE,6882,3748
Devilsaur Egg,36,2017,BGT_RANKED_STANDARD,PRIEST,818,516
Mistress of Mixtures,36,2017,BGT_RANKED_STANDARD,WARLOCK,640,303
Direhorn Hatchling,36,2017,BGT_RANKED_WILD,WARRIOR,3225,2089
Clockwork Gnome,36,2017,BGT_RANKED_WILD,PRIEST,445,261
Arfus,36,2017,BGT_RANKED_STANDARD,ROGUE,635,314
Feugen,36,2017,BGT_RANKED_WILD,ROGUE,102,59
Bloodmage Thalnos,37,2017,BGT_RANKED_STANDARD,HUNTER,265,111
Fiery Bat,37,2017,BGT_RANKED_WILD,HUNTER,400,211
Undercity Huckster,37,2017,BGT_RANKED_STANDARD,ROGUE,6808,3658
Deadly Fork,37,2017,BGT_RANKED_STANDARD,ROGUE,300,155
Mistress of Mixtures,37,2017,BGT_RANKED_STANDARD,WARLOCK,559,295
Mountainfire Armor,37,2017,BGT_RANKED_STANDARD,WARRIOR,22208,14239
Unstable Ghoul,37,2017,BGT_RANKED_WILD,ROGUE,447,267
Sneed's Old Shredder,37,2017,BGT_RANKED_WILD,PRIEST,531,401
Dancing Swords,37,2017,BGT_RANKED_WILD,DRUID,107,74
Cairne Bloodhoof,38,2017,BGT_RANKED_STANDARD,PALADIN,2060,1394
Sylvanas Windrunner,38,2017,BGT_RANKED_WILD,ROGUE,858,547
Bloodmage Thalnos,31,2017,BGT_RANKED_WILD,MAGE,585,343
Tirion Fordring,31,2017,BGT_RANKED_WILD,PALADIN,1605,1173
The Skeleton Knight,31,2017,BGT_RANKED_WILD,PRIEST,133,84
Fiery Bat,31,2017,BGT_RANKED_STANDARD,HUNTER,472,215
Shimmering Tempest,31,2017,BGT_RANKED_WILD,MAGE,443,256
Feugen,31,2017,BGT_RANKED_WILD,SHAMAN,212,144
Abomination,32,2017,BGT_RANKED_STANDARD,PALADIN,424,241
Harvest Golem,32,2017,BGT_RANKED_WILD,PRIEST,576,342
Dark Cultist,32,2017,BGT_RANKED_WILD,PRIEST,5016,3398
Undercity Huckster,32,2017,BGT_RANKED_WILD,ROGUE,3118,1772
Bloodmage Thalnos,32,2017,BGT_RANKED_STANDARD,PALADIN,517,318
Bone Drake,32,2017,BGT_RANKED_STANDARD,PRIEST,15888,11507
Frozen Champion,32,2017,BGT_RANKED_STANDARD,MAGE,5754,3038
Unstable Ghoul,32,2017,BGT_RANKED_WILD,HUNTER,124,63
Vryghoul,32,2017,BGT_RANKED_STANDARD,HUNTER,110,46
Deathlord,33,2017,BGT_RANKED_WILD,DRUID,374,202
Sludge Belcher,33,2017,BGT_RANKED_WILD,MAGE,2462,1425
Boom Bot,33,2017,BGT_RANKED_WILD,DRUID,171,93
Infested Tauren,33,2017,BGT_RANKED_WILD,DRUID,204,125
Aya Blackpaw,33,2017,BGT_RANKED_STANDARD,DRUID,566,334
Aya Blackpaw,33,2017,BGT_RANKED_WILD,ROGUE,1118,727
Bone Drake,33,2017,BGT_RANKED_STANDARD,SHAMAN,310,187
Dancing Swords,33,2017,BGT_RANKED_WILD,WARLOCK,108,79
Obsidian Statue,33,2017,BGT_RANKED_STANDARD,PALADIN,101,73
Loot Hoarder,34,2017,BGT_RANKED_STANDARD,SHAMAN,222,114
Tirion Fordring,34,2017,BGT_RANKED_WILD,PRIEST,151,130
Sylvanas Windrunner,34,2017,BGT_RANKED_WILD,HUNTER,1095,658
Sludge Belcher,34,2017,BGT_RANKED_WILD,PRIEST,10489,7103
White Eyes,34,2017,BGT_RANKED_WILD,SHAMAN,886,555
Shimmering Tempest,34,2017,BGT_RANKED_STANDARD,PRIEST,461,330
Meat Wagon,34,2017,BGT_RANKED_STANDARD,HUNTER,190,92
Boom Bot,34,2017,BGT_RANKED_WILD,HUNTER,457,223
Frozen Champion,34,2017,BGT_RANKED_WILD,PRIEST,100,59
Cairne Bloodhoof,35,2017,BGT_RANKED_WILD,HUNTER,111,59
Sylvanas Windrunner,35,2017,BGT_RANKED_WILD,MAGE,1106,775
Dark Cultist,35,2017,BGT_RANKED_WILD,PRIEST,3143,2056
Polluted Hoarder,35,2017,BGT_RANKED_WILD,PRIEST,223,149
Shifting Shade,35,2017,BGT_RANKED_STANDARD,PRIEST,14145,9224
Devilsaur Egg,35,2017,BGT_RANKED_WILD,HUNTER,381,187
Igneous Elemental,35,2017,BGT_RANKED_WILD,PRIEST,180,120
Exploding Bloatbat,35,2017,BGT_RANKED_WILD,HUNTER,268,150
Shallow Gravedigger,35,2017,BGT_RANKED_WILD,PRIEST,1271,814
Arfus,35,2017,BGT_RANKED_STANDARD,HUNTER,1472,814
Arfus,35,2017,BGT_RANKED_WILD,ROGUE,190,116
Cairne Bloodhoof,35,2017,BGT_RANKED_WILD,SHAMAN,224,132
Stalagg,35,2017,BGT_RANKED_WILD,WARLOCK,233,156
Cairne Bloodhoof,36,2017,BGT_RANKED_STANDARD,DRUID,509,308
Deathlord,36,2017,BGT_RANKED_WILD,PRIEST,8305,5540
Feugen,36,2017,BGT_RANKED_WILD,WARLOCK,162,122
Dreadsteed,36,2017,BGT_RANKED_WILD,WARLOCK,154,83
"Xaril, Poisoned Mind",36,2017,BGT_RANKED_STANDARD,ROGUE,1499,800
Shifting Shade,36,2017,BGT_RANKED_WILD,PRIEST,7459,4814
Pyros,36,2017,BGT_RANKED_WILD,MAGE,1015,592
Raptor Hatchling,36,2017,BGT_RANKED_WILD,HUNTER,236,130
Mana Treant,36,2017,BGT_RANKED_STANDARD,PRIEST,258,171
Arfus,36,2017,BGT_RANKED_WILD,HUNTER,379,231
Moat Lurker,36,2017,BGT_RANKED_STANDARD,PRIEST,144,89
Arfus,36,2017,BGT_RANKED_WILD,SHAMAN,104,60
Frozen Champion,36,2017,BGT_RANKED_STANDARD,PRIEST,640,406
Possessed Villager,36,2017,BGT_RANKED_STANDARD,PRIEST,136,103
Harvest Golem,37,2017,BGT_RANKED_STANDARD,ROGUE,131,59
Feugen,37,2017,BGT_RANKED_WILD,WARLOCK,131,82
Piloted Shredder,37,2017,BGT_RANKED_WILD,HUNTER,1501,870
Boom Bot,37,2017,BGT_RANKED_WILD,PRIEST,2496,1750
Shifting Shade,37,2017,BGT_RANKED_WILD,PRIEST,6552,4303
Kindly Grandmother,37,2017,BGT_RANKED_WILD,HUNTER,1341,711
Weasel Tunneler,37,2017,BGT_RANKED_STANDARD,HUNTER,109,50
Aya Blackpaw,37,2017,BGT_RANKED_WILD,ROGUE,824,561
Aya Blackpaw,37,2017,BGT_RANKED_STANDARD,PRIEST,615,412
Crystalline Oracle,37,2017,BGT_RANKED_WILD,PRIEST,9916,6406
Frozen Champion,37,2017,BGT_RANKED_WILD,MAGE,343,193
Mad Scientist,38,2017,BGT_RANKED_WILD,PRIEST,290,203
Stalagg,38,2017,BGT_RANKED_WILD,HUNTER,197,118
Undercity Huckster,38,2017,BGT_RANKED_STANDARD,PRIEST,191,128
Mistress of Mixtures,38,2017,BGT_RANKED_STANDARD,ROGUE,5832,3090
Tortollan Shellraiser,38,2017,BGT_RANKED_STANDARD,ROGUE,111,61
Arrogant Crusader,38,2017,BGT_RANKED_STANDARD,PALADIN,311,195
"Deathwing, Dragonlord",38,2017,BGT_RANKED_STANDARD,WARRIOR,201,152
Frozen Champion,38,2017,BGT_RANKED_STANDARD,PALADIN,108,64
Loot Hoarder,39,2017,BGT_RANKED_WILD,HUNTER,567,316
Cairne Bloodhoof,39,2017,BGT_RANKED_WILD,PRIEST,1380,986
Bloodmage Thalnos,39,2017,BGT_RANKED_STANDARD,PALADIN,207,118
Mad Scientist,39,2017,BGT_RANKED_WILD,HUNTER,2353,1407
Undercity Huckster,39,2017,BGT_RANKED_WILD,ROGUE,1750,951
Runic Egg,39,2017,BGT_RANKED_STANDARD,PRIEST,144,76
Devilsaur Egg,39,2017,BGT_RANKED_STANDARD,WARRIOR,148,81
Devilsaur Egg,39,2017,BGT_RANKED_WILD,PRIEST,138,97
Shimmering Tempest,39,2017,BGT_RANKED_STANDARD,MAGE,591,290
Shifting Shade,48,2017,BGT_RANKED_STANDARD,PRIEST,15763,10620
Kindly Grandmother,48,2017,BGT_RANKED_STANDARD,HUNTER,2124,986
Bone Drake,48,2017,BGT_RANKED_STANDARD,PRIEST,3450,2455
Master Chest,48,2017,BGT_RANKED_STANDARD,WARRIOR,1248,678
Unstable Ghoul,48,2017,BGT_RANKED_WILD,HUNTER,114,59
Devilsaur Egg,48,2017,BGT_RANKED_WILD,HUNTER,370,187
Cairne Bloodhoof,49,2017,BGT_RANKED_WILD,WARLOCK,125,79
Infested Tauren,49,2017,BGT_RANKED_STANDARD,HUNTER,289,145
White Eyes,49,2017,BGT_RANKED_STANDARD,SHAMAN,942,612
Volatile Elemental,49,2017,BGT_RANKED_WILD,PRIEST,508,290
Direhorn Hatchling,49,2017,BGT_RANKED_STANDARD,WARRIOR,32175,21369
Bone Drake,49,2017,BGT_RANKED_WILD,PRIEST,716,466
Bone Drake,49,2017,BGT_RANKED_STANDARD,WARRIOR,797,564
Frozen Champion,49,2017,BGT_RANKED_WILD,MAGE,342,195
Infested Tauren,49,2017,BGT_RANKED_STANDARD,SHAMAN,103,62
Drygulch Jailor,49,2017,BGT_RANKED_STANDARD,PALADIN,119,62
Bloodmage Thalnos,50,2017,BGT_RANKED_WILD,WARLOCK,458,277
Mechanical Yeti,50,2017,BGT_RANKED_WILD,PRIEST,124,93
Infested Tauren,50,2017,BGT_RANKED_STANDARD,HUNTER,153,73
Shifting Shade,50,2017,BGT_RANKED_STANDARD,PRIEST,9487,5862
Tortollan Shellraiser,50,2017,BGT_RANKED_STANDARD,PRIEST,17948,11629
Raptor Hatchling,50,2017,BGT_RANKED_STANDARD,HUNTER,212,86
Plated Beetle,50,2017,BGT_RANKED_STANDARD,PRIEST,6656,4141
Boom Bot,50,2017,BGT_RANKED_WILD,ROGUE,132,58
Arfus,50,2017,BGT_RANKED_STANDARD,HUNTER,231,124
Kathrena Winterwisp,50,2017,BGT_RANKED_WILD,HUNTER,116,74
Piloted Shredder,51,2017,BGT_RANKED_WILD,HUNTER,714,399
Volatile Elemental,51,2017,BGT_RANKED_WILD,PRIEST,369,241
Mistress of Mixtures,51,2017,BGT_RANKED_WILD,ROGUE,1370,817
Direhorn Hatchling,51,2017,BGT_RANKED_STANDARD,WARRIOR,15150,9385
Shallow Gravedigger,51,2017,BGT_RANKED_STANDARD,ROGUE,206,87
Grizzled Guardian,51,2017,BGT_RANKED_WILD,DRUID,619,281
Plated Beetle,51,2017,BGT_RANKED_STANDARD,WARRIOR,5578,3230
Plated Beetle,51,2017,BGT_RANKED_STANDARD,SHAMAN,118,46
Frozen Champion,51,2017,BGT_RANKED_WILD,MAGE,109,63
Cairne Bloodhoof,51,2017,BGT_RANKED_WILD,WARLOCK,115,65
Sylvanas Windrunner,52,2017,BGT_RANKED_WILD,PRIEST,2091,1522
Deathlord,52,2017,BGT_RANKED_WILD,WARRIOR,1324,813
Piloted Shredder,52,2017,BGT_RANKED_WILD,MAGE,346,210
Infested Tauren,52,2017,BGT_RANKED_STANDARD,PALADIN,442,232
Infested Tauren,52,2017,BGT_RANKED_WILD,WARRIOR,137,81
Tortollan Shellraiser,52,2017,BGT_RANKED_WILD,PRIEST,3236,2108
Mistress of Mixtures,52,2017,BGT_RANKED_WILD,PRIEST,981,604
Skelemancer,52,2017,BGT_RANKED_STANDARD,PALADIN,585,310
Shallow Gravedigger,52,2017,BGT_RANKED_STANDARD,PRIEST,1047,644
Carnivorous Cube,52,2017,BGT_RANKED_STANDARD,PALADIN,209,109
Voidlord,52,2017,BGT_RANKED_WILD,WARLOCK,15155,10205
Harvest Golem,52,2017,BGT_RANKED_STANDARD,PRIEST,263,151
Huge Toad,52,2017,BGT_RANKED_WILD,PRIEST,118,64
Hoarding Dragon,52,2017,BGT_RANKED_STANDARD,PRIEST,283,187
Bloodmage Thalnos,1,2018,BGT_RANKED_STANDARD,SHAMAN,153,91
Zombie Chow,1,2018,BGT_RANKED_WILD,PRIEST,207,129
Deathlord,1,2018,BGT_RANKED_WILD,WARLOCK,485,325
Hadronox,1,2018,BGT_RANKED_WILD,DRUID,191,124
Voidlord,1,2018,BGT_RANKED_WILD,WARLOCK,15243,10199
Gilded Gargoyle,1,2018,BGT_RANKED_STANDARD,PRIEST,2104,1300
Cairne Bloodhoof,1,2018,BGT_RANKED_STANDARD,HUNTER,121,61
Sludge Belcher,2,2018,BGT_RANKED_WILD,ROGUE,8167,5859
Obsidian Statue,2,2018,BGT_RANKED_WILD,WARLOCK,253,155
Carnivorous Cube,2,2018,BGT_RANKED_STANDARD,WARLOCK,18121,10950
"Rin, the First Disciple",2,2018,BGT_RANKED_WILD,WARLOCK,1807,1246
Voidlord,2,2018,BGT_RANKED_STANDARD,WARLOCK,262564,183418
Cairne Bloodhoof,2,2018,BGT_RANKED_STANDARD,ROGUE,295,159
Weasel Tunneler,2,2018,BGT_RANKED_WILD,PRIEST,604,337
Cursed Disciple,2,2018,BGT_RANKED_WILD,PRIEST,113,71
Loot Hoarder,3,2018,BGT_RANKED_STANDARD,WARRIOR,581,317
Sylvanas Windrunner,3,2018,BGT_RANKED_WILD,SHAMAN,347,213
Deathlord,3,2018,BGT_RANKED_WILD,WARLOCK,741,463
Infested Tauren,3,2018,BGT_RANKED_STANDARD,ROGUE,477,246
Twilight Summoner,3,2018,BGT_RANKED_STANDARD,PRIEST,282,158
Carnivorous Cube,3,2018,BGT_RANKED_STANDARD,ROGUE,614,351
Kobold Illusionist,3,2018,BGT_RANKED_STANDARD,ROGUE,837,404
Infested Wolf,3,2018,BGT_RANKED_STANDARD,HUNTER,254,109
Plated Beetle,3,2018,BGT_RANKED_WILD,WARRIOR,513,317
"Deathwing, Dragonlord",3,2018,BGT_RANKED_STANDARD,PRIEST,398,297
Loot Hoarder,4,2018,BGT_RANKED_STANDARD,PRIEST,7151,4105
Tortollan Shellraiser,4,2018,BGT_RANKED_WILD,PRIEST,3193,2068
Mistress of Mixtures,4,2018,BGT_RANKED_WILD,PRIEST,951,605
Skelemancer,4,2018,BGT_RANKED_STANDARD,PALADIN,398,209
Obsidian Statue,4,2018,BGT_RANKED_STANDARD,PRIEST,8136,6034
Mistress of Mixtures,4,2018,BGT_RANKED_STANDARD,WARRIOR,182,95
Hoarding Dragon,4,2018,BGT_RANKED_STANDARD,PRIEST,194,123
Carnivorous Cube,4,2018,BGT_RANKED_WILD,HUNTER,125,69
Sylvanas Windrunner,5,2018,BGT_RANKED_WILD,PALADIN,310,192
Deathlord,5,2018,BGT_RANKED_WILD,ROGUE,7233,5214
Feugen,5,2018,BGT_RANKED_WILD,PRIEST,238,177
Tirion Fordring,47,2017,BGT_RANKED_STANDARD,PALADIN,2539,1772
Zombie Chow,47,2017,BGT_RANKED_WILD,PRIEST,605,401
Master Chest,47,2017,BGT_RANKED_STANDARD,PRIEST,1118,641
Bloodmage Thalnos,47,2017,BGT_RANKED_STANDARD,WARRIOR,344,221
Sludge Belcher,47,2017,BGT_RANKED_WILD,SHAMAN,988,600
Explosive Sheep,47,2017,BGT_RANKED_WILD,PRIEST,345,214
Piloted Sky Golem,47,2017,BGT_RANKED_WILD,PRIEST,150,101
Sylvanas Windrunner,48,2017,BGT_RANKED_WILD,MAGE,949,660
Sludge Belcher,48,2017,BGT_RANKED_WILD,WARLOCK,1911,1198
Infested Tauren,48,2017,BGT_RANKED_WILD,ROGUE,338,203
Crystalline Oracle,48,2017,BGT_RANKED_STANDARD,PRIEST,18935,12522
Raptor Hatchling,48,2017,BGT_RANKED_STANDARD,HUNTER,313,118
Mistress of Mixtures,48,2017,BGT_RANKED_WILD,MAGE,574,331
Boom Bot,48,2017,BGT_RANKED_WILD,ROGUE,203,105
Bloodmage Thalnos,49,2017,BGT_RANKED_STANDARD,ROGUE,2174,1178
Sludge Belcher,49,2017,BGT_RANKED_WILD,ROGUE,10388,7546
Arfus,49,2017,BGT_RANKED_WILD,PRIEST,425,277
Sylvanas Windrunner,49,2017,BGT_RANKED_WILD,DRUID,188,105
Grizzled Guardian,49,2017,BGT_RANKED_WILD,DRUID,485,256
Infested Tauren,49,2017,BGT_RANKED_STANDARD,WARLOCK,307,195
Plated Beetle,49,2017,BGT_RANKED_WILD,PRIEST,247,155
Loot Hoarder,50,2017,BGT_RANKED_STANDARD,ROGUE,1465,744
Direhorn Hatchling,50,2017,BGT_RANKED_STANDARD,WARRIOR,22093,14269
Carnivorous Cube,50,2017,BGT_RANKED_STANDARD,HUNTER,222,111
Bone Drake,50,2017,BGT_RANKED_STANDARD,WARRIOR,563,393
Cairne Bloodhoof,51,2017,BGT_RANKED_STANDARD,ROGUE,389,219
Sylvanas Windrunner,51,2017,BGT_RANKED_WILD,DRUID,122,64
Sludge Belcher,51,2017,BGT_RANKED_WILD,ROGUE,8310,5972
Piloted Shredder,51,2017,BGT_RANKED_WILD,WARLOCK,421,244
Bone Baron,51,2017,BGT_RANKED_STANDARD,ROGUE,188,73
Carnivorous Cube,51,2017,BGT_RANKED_STANDARD,WARLOCK,19667,11840
Shimmering Tempest,51,2017,BGT_RANKED_WILD,MAGE,166,102
Arfus,51,2017,BGT_RANKED_WILD,PRIEST,290,198
Sylvanas Windrunner,52,2017,BGT_RANKED_WILD,HUNTER,462,284
Infested Tauren,52,2017,BGT_RANKED_STANDARD,ROGUE,512,265
"Deathwing, Dragonlord",52,2017,BGT_RANKED_STANDARD,PRIEST,422,311
White Eyes,52,2017,BGT_RANKED_WILD,SHAMAN,263,160
Obsidian Statue,52,2017,BGT_RANKED_STANDARD,PRIEST,10382,7491
Carnivorous Cube,52,2017,BGT_RANKED_STANDARD,ROGUE,669,360
Mistress of Mixtures,52,2017,BGT_RANKED_STANDARD,MAGE,113,54
Sylvanas Windrunner,1,2018,BGT_RANKED_WILD,WARRIOR,928,647
"Sherazin, Corpse Flower",1,2018,BGT_RANKED_STANDARD,ROGUE,321,168
Silver Vanguard,1,2018,BGT_RANKED_STANDARD,DRUID,454,220
Plated Beetle,1,2018,BGT_RANKED_STANDARD,DRUID,974,487
Greedy Sprite,1,2018,BGT_RANKED_WILD,DRUID,424,183
"Rin, the First Disciple",1,2018,BGT_RANKED_STANDARD,PRIEST,252,177
Stalagg,1,2018,BGT_RANKED_WILD,PRIEST,354,254
Dancing Swords,1,2018,BGT_RANKED_WILD,PRIEST,162,89
Pyros,1,2018,BGT_RANKED_WILD,MAGE,170,104
Violet Wurm,1,2018,BGT_RANKED_STANDARD,HUNTER,138,67
Boom Bot,2,2018,BGT_RANKED_WILD,PRIEST,627,394
Chillmaw,2,2018,BGT_RANKED_WILD,PRIEST,179,117
Shifting Shade,2,2018,BGT_RANKED_WILD,PRIEST,2590,1691
Pyros,2,2018,BGT_RANKED_WILD,MAGE,391,267
Plated Beetle,2,2018,BGT_RANKED_STANDARD,WARLOCK,75314,47907
Voidlord,2,2018,BGT_RANKED_WILD,PRIEST,261,197
Piloted Shredder,2,2018,BGT_RANKED_WILD,WARRIOR,199,111
Sneed's Old Shredder,2,2018,BGT_RANKED_WILD,ROGUE,116,67
Dreadsteed,2,2018,BGT_RANKED_WILD,WARLOCK,130,70
Carnivorous Cube,2,2018,BGT_RANKED_WILD,PRIEST,405,269
Plated Beetle,2,2018,BGT_RANKED_WILD,PRIEST,950,615
Shaky Zipgunner,2,2018,BGT_RANKED_STANDARD,HUNTER,144,61
Sylvanas Windrunner,3,2018,BGT_RANKED_WILD,WARLOCK,4148,2719
Unstable Ghoul,3,2018,BGT_RANKED_WILD,PRIEST,350,208
Mistress of Mixtures,3,2018,BGT_RANKED_WILD,HUNTER,157,73
Mistress of Mixtures,3,2018,BGT_RANKED_STANDARD,PALADIN,1457,695
Carnivorous Cube,3,2018,BGT_RANKED_WILD,WARLOCK,3816,2234
Master Chest,3,2018,BGT_RANKED_STANDARD,PRIEST,106,62
Loot Hoarder,4,2018,BGT_RANKED_STANDARD,HUNTER,328,129
Cairne Bloodhoof,4,2018,BGT_RANKED_STANDARD,PRIEST,1566,1091
Bloodmage Thalnos,4,2018,BGT_RANKED_STANDARD,PRIEST,3454,2007
Sludge Belcher,4,2018,BGT_RANKED_WILD,PRIEST,3226,2097
Unstable Ghoul,4,2018,BGT_RANKED_WILD,ROGUE,197,118
Webspinner,4,2018,BGT_RANKED_WILD,HUNTER,173,69
Devilsaur Egg,4,2018,BGT_RANKED_STANDARD,PRIEST,515,302
Direhorn Hatchling,4,2018,BGT_RANKED_WILD,WARRIOR,2505,1501
Carnivorous Cube,4,2018,BGT_RANKED_STANDARD,PALADIN,162,86
Mad Scientist,4,2018,BGT_RANKED_WILD,ROGUE,283,145
White Eyes,4,2018,BGT_RANKED_WILD,SHAMAN,347,192
Abomination,4,2018,BGT_RANKED_STANDARD,PRIEST,242,135
Plated Beetle,4,2018,BGT_RANKED_STANDARD,MAGE,115,70
Loot Hoarder,5,2018,BGT_RANKED_STANDARD,PALADIN,5891,3189
Loot Hoarder,5,2018,BGT_RANKED_WILD,WARRIOR,165,123
Mad Scientist,5,2018,BGT_RANKED_WILD,HUNTER,436,223
Runic Egg,5,2018,BGT_RANKED_STANDARD,PRIEST,136,77
Shimmering Tempest,5,2018,BGT_RANKED_STANDARD,MAGE,336,169
Plated Beetle,5,2018,BGT_RANKED_STANDARD,HUNTER,419,197
Plated Beetle,5,2018,BGT_RANKED_WILD,ROGUE,855,490
Infested Wolf,5,2018,BGT_RANKED_WILD,HUNTER,108,50
Selfless Hero,5,2018,BGT_RANKED_STANDARD,PALADIN,111,48
Rat Pack,5,2018,BGT_RANKED_STANDARD,HUNTER,120,54
Silver Vanguard,5,2018,BGT_RANKED_WILD,ROGUE,193,83
Master Chest,5,2018,BGT_RANKED_STANDARD,WARLOCK,284,191
Bloodmage Thalnos,5,2018,BGT_RANKED_STANDARD,MAGE,280,172
Infested Tauren,5,2018,BGT_RANKED_WILD,DRUID,112,56
Abominable Bowman,5,2018,BGT_RANKED_STANDARD,HUNTER,138,67
Loot Hoarder,6,2018,BGT_RANKED_STANDARD,HUNTER,108,40
Piloted Shredder,6,2018,BGT_RANKED_WILD,PALADIN,143,86
"Deathwing, Dragonlord",6,2018,BGT_RANKED_STANDARD,PRIEST,160,110
Mistress of Mixtures,6,2018,BGT_RANKED_WILD,PRIEST,240,149
Obsidian Statue,6,2018,BGT_RANKED_STANDARD,PRIEST,2900,2052
Shallow Gravedigger,6,2018,BGT_RANKED_STANDARD,PRIEST,308,166
Sludge Belcher,39,2017,BGT_RANKED_WILD,DRUID,611,354
Boom Bot,39,2017,BGT_RANKED_WILD,PRIEST,2210,1523
Fiery Bat,39,2017,BGT_RANKED_WILD,HUNTER,451,235
Unstable Ghoul,39,2017,BGT_RANKED_WILD,ROGUE,649,423
Infested Tauren,40,2017,BGT_RANKED_WILD,PRIEST,857,531
Cairne Bloodhoof,40,2017,BGT_RANKED_STANDARD,ROGUE,542,323
Abomination,40,2017,BGT_RANKED_STANDARD,ROGUE,121,55
Mad Scientist,40,2017,BGT_RANKED_WILD,MAGE,942,574
Fiery Bat,40,2017,BGT_RANKED_STANDARD,HUNTER,890,468
Infested Tauren,40,2017,BGT_RANKED_STANDARD,WARLOCK,168,97
Aya Blackpaw,40,2017,BGT_RANKED_STANDARD,PRIEST,193,116
Shimmering Tempest,40,2017,BGT_RANKED_WILD,MAGE,339,168
Skelemancer,40,2017,BGT_RANKED_WILD,PRIEST,100,61
Mountainfire Armor,40,2017,BGT_RANKED_STANDARD,PRIEST,148,86
Bone Baron,40,2017,BGT_RANKED_STANDARD,ROGUE,865,435
Arfus,40,2017,BGT_RANKED_WILD,PRIEST,618,401
Arfus,40,2017,BGT_RANKED_STANDARD,WARRIOR,321,209
Loot Hoarder,41,2017,BGT_RANKED_WILD,HUNTER,436,222
Bloodmage Thalnos,41,2017,BGT_RANKED_STANDARD,MAGE,281,135
Savannah Highmane,41,2017,BGT_RANKED_WILD,HUNTER,1207,735
Sylvanas Windrunner,41,2017,BGT_RANKED_WILD,PALADIN,616,379
Mad Scientist,41,2017,BGT_RANKED_WILD,HUNTER,1211,713
Voidcaller,41,2017,BGT_RANKED_WILD,WARLOCK,1548,977
Selfless Hero,41,2017,BGT_RANKED_STANDARD,PALADIN,178,102
Runic Egg,41,2017,BGT_RANKED_STANDARD,PRIEST,135,81
Piloted Shredder,41,2017,BGT_RANKED_WILD,DRUID,122,54
Undercity Huckster,41,2017,BGT_RANKED_STANDARD,PRIEST,101,74
Devilsaur Egg,41,2017,BGT_RANKED_WILD,PRIEST,115,67
Abomination,42,2017,BGT_RANKED_WILD,PRIEST,271,173
Bloodmage Thalnos,42,2017,BGT_RANKED_STANDARD,WARRIOR,601,377
Sylvanas Windrunner,42,2017,BGT_RANKED_WILD,WARLOCK,1218,776
Unstable Ghoul,42,2017,BGT_RANKED_WILD,PRIEST,504,304
Kindly Grandmother,42,2017,BGT_RANKED_STANDARD,PRIEST,162,135
Mistress of Mixtures,42,2017,BGT_RANKED_STANDARD,PALADIN,451,254
Mistress of Mixtures,42,2017,BGT_RANKED_WILD,WARRIOR,102,63
Shimmering Tempest,42,2017,BGT_RANKED_WILD,PRIEST,102,62
Sylvanas Windrunner,43,2017,BGT_RANKED_WILD,MAGE,697,491
Mad Scientist,43,2017,BGT_RANKED_WILD,PRIEST,151,106
Piloted Shredder,43,2017,BGT_RANKED_WILD,DRUID,121,67
Twilight Summoner,43,2017,BGT_RANKED_STANDARD,WARRIOR,105,66
Raptor Hatchling,43,2017,BGT_RANKED_STANDARD,HUNTER,314,132
Shallow Gravedigger,43,2017,BGT_RANKED_WILD,PRIEST,949,582
Unstable Ghoul,43,2017,BGT_RANKED_WILD,PRIEST,463,291
"Deathwing, Dragonlord",43,2017,BGT_RANKED_WILD,PRIEST,121,87
Devilsaur Egg,43,2017,BGT_RANKED_STANDARD,WARLOCK,125,54
Loot Hoarder,44,2017,BGT_RANKED_STANDARD,ROGUE,1135,606
Kindly Grandmother,44,2017,BGT_RANKED_WILD,HUNTER,859,443
Aya Blackpaw,44,2017,BGT_RANKED_WILD,ROGUE,573,388
Crystalline Oracle,44,2017,BGT_RANKED_WILD,PRIEST,4901,3278
Mistress of Mixtures,44,2017,BGT_RANKED_STANDARD,PRIEST,3685,2359
White Eyes,44,2017,BGT_RANKED_STANDARD,SHAMAN,658,402
Raptor Hatchling,44,2017,BGT_RANKED_WILD,HUNTER,186,94
Sylvanas Windrunner,45,2017,BGT_RANKED_WILD,MAGE,824,572
Infested Tauren,45,2017,BGT_RANKED_STANDARD,PRIEST,1693,1083
Infested Tauren,45,2017,BGT_RANKED_WILD,ROGUE,331,200
Kindly Grandmother,45,2017,BGT_RANKED_STANDARD,HUNTER,2258,1112
Aya Blackpaw,45,2017,BGT_RANKED_STANDARD,ROGUE,2495,1655
