player_class,card_name,dbfid,times_played,wins
ROGUE,Carrion Grub,38985,152,77
PRIEST,Timber Wolf,606,152,95
ROGUE,Gladiator's Longbow,311,152,68
PRIEST,"Hogger, Doom of Elwynn",38944,152,66
WARLOCK,Mirage Caller,41155,152,71
MAGE,Ravasaur Runt,41137,152,58
WARLOCK,Dragonling Mechanic,523,152,34
MAGE,Alarm-o-Bot,1658,152,66
ROGUE,Illidan Stormrage,556,152,62
ROGUE,Fandral Staghelm,38318,152,67
PALADIN,"Mukla, Tyrant of the Vale",38468,152,69
SHAMAN,Jade Golem,42105,152,80
MAGE,Corpse Raiser,42909,152,62
MAGE,Temporus,46544,152,78
HUNTER,Tol'vir Stoneshaper,41241,152,52
DRUID,Coldlight Seer,453,152,55
ROGUE,Scarlet Crusader,642,152,48
MAGE,Bane of Doom,23,151,81
ROGUE,Thunder Lizard,41257,151,53
WARLOCK,Silver Vanguard,45287,151,62
ROGUE,"Bolvar, Fireblood",45392,151,63
PRIEST,Stranglethorn Tiger,68,151,51
MAGE,Ancient Mage,915,151,49
ROGUE,Elixir of Shadows,45756,151,89
PRIEST,Backstreet Leper,40492,151,53
DRUID,Drakonid Operative,40378,150,66
PRIEST,Frost Elemental,512,150,48
MAGE,Verdant Longneck,40971,150,80
WARLOCK,Eternal Servitude,42597,150,82
PRIEST,The Beast,962,150,65
HUNTER,Vryghoul,42714,150,52
PRIEST,Gather Your Party,46058,149,64
WARLOCK,Psionic Probe,45979,149,60
DRUID,Kobold Apprentice,45929,149,46
HUNTER,Nightmare,217,149,101
ROGUE,Fallen Sun Cleric,42777,149,38
ROGUE,Red Mana Wyrm,40281,149,62
PALADIN,Corpse Raiser,42909,149,62
PALADIN,Necrotic Geist,45307,148,67
HUNTER,Spider,38735,148,82
PALADIN,Onyxia,363,148,55
ROGUE,Young Priestess,1634,148,49
WARLOCK,Priest of the Feast,39442,148,68
MAGE,Ethereal Peddler,39700,148,93
MAGE,Cat Trick,39160,148,62
PALADIN,Snowflipper Penguin,42338,148,60
MAGE,Whelp,1912,148,79
PRIEST,Ogre Magi,995,147,54
WARLOCK,Aya Blackpaw,40596,147,67
WARLOCK,Blizzard,457,147,52
WARRIOR,Nesting Roc,41305,147,59
ROGUE,Timber Wolf,606,147,61
HUNTER,Dream,808,147,90
ROGUE,Frozen Crusher,41253,147,73
ROGUE,Trogg Beastrager,40684,147,64
HUNTER,Mad Bomber,762,147,29
PRIEST,Menagerie Magician,39269,147,91
PALADIN,Tolin's Goblet,43178,147,64
WARLOCK,"Hogger, Doom of Elwynn",38944,146,58
WARLOCK,Charged Devilsaur,41286,146,73
DRUID,Murloc Raider,191,146,39
ROGUE,Howlfiend,42642,146,26
PRIEST,Journey Below,38393,146,75
ROGUE,Nesting Roc,41305,146,53
DRUID,Hyldnir Frostrider,45377,146,56
ROGUE,Ultimate Infestation,42759,146,68
ROGUE,Crazed Alchemist,801,145,41
ROGUE,Devolve,40694,145,65
DRUID,Demolisher,979,145,47
MAGE,Freezing Trap,519,145,63
ROGUE,Arrogant Crusader,42462,145,72
ROGUE,Silverback Patriarch,67,145,39
MAGE,Voodoo Hexxer,42762,145,77
HUNTER,Alexstrasza,581,145,52
DRUID,Shroom Brewer,45784,145,50
ROGUE,Backstreet Leper,40492,145,51
SHAMAN,Wondrous Wand,45726,144,87
PALADIN,Happy Ghoul,42783,144,41
MAGE,Hallucination,42011,144,78
WARLOCK,Tentacle of N'Zoth,38532,144,47
WARLOCK,Thoughtsteal,30,143,55
WARLOCK,"Hemet, Jungle Hunter",41885,143,75
PRIEST,Verdant Longneck,40971,143,54
DRUID,The Third Seal,46037,143,65
MAGE,Cabal Shadow Priest,272,143,66
PRIEST,Gravelsnout Knight,43528,143,55
DRUID,Burgly Bully,40954,143,72
PRIEST,Feeding Time,41874,143,75
PRIEST,Benevolent Djinn,46258,143,102
SHAMAN,Onyxia,363,143,64
SHAMAN,Wretched Tiller,42398,143,42
MAGE,Earthen Scales,41081,142,67
MAGE,Boisterous Bard,43523,142,30
DRUID,King's Ransom,46588,142,77
MAGE,Fallen Sun Cleric,42777,142,54
DRUID,Scaled Nightmare,38832,142,56
MAGE,Windfury Harpy,567,141,40
WARLOCK,Polymorph,77,141,61
PRIEST,Razorpetal Volley,41207,141,74
PALADIN,Sergeant Sally,41118,141,58
PALADIN,King Mukla,1693,141,62
SHAMAN,Doppelgangster,42146,141,73
PRIEST,"Mukla, Tyrant of the Vale",38468,141,68
SHAMAN,Wild Pyromancer,1014,141,54
PALADIN,Molten Giant,1372,141,18
SHAMAN,Imp Master,926,141,53
PRIEST,Arcanosmith,39491,140,45
PALADIN,Skeram Cultist,39118,140,63
HUNTER,Don Han'Cho,40703,140,61
WARRIOR,Razorpetal,41206,140,68
WARRIOR,Voodoo Doctor,132,140,18
WARLOCK,Potion of Madness,40373,140,62
ROGUE,Unstable Evolution,46303,140,75
ROGUE,Lay on Hands,594,140,64
WARLOCK,Vilespine Slayer,41217,140,67
SHAMAN,Gravelsnout Knight,43528,140,49
MAGE,Professor Putricide,42563,140,72
ROGUE,Baron Geddon,336,140,48
PRIEST,Bane of Doom,23,140,67
WARRIOR,Grand Archivist,46032,139,58
DRUID,Tol'vir Stoneshaper,41241,139,61
WARLOCK,Midnight Drake,38957,139,54
WARLOCK,Servant of Kalimos,41410,139,52
SHAMAN,Skeram Cultist,39118,139,51
SHAMAN,Golden Kobold,45727,139,74
PRIEST,Far Sight,818,139,87
WARRIOR,Arcane Tyrant,43483,139,63
WARLOCK,Volcanic Potion,40297,139,55
MAGE,Flare,896,139,74
HUNTER,Zealous Initiate,38541,139,44
PRIEST,Imp Master,926,139,38
WARLOCK,Dragonfire Potion,40938,139,44
HUNTER,Deadscale Knight,42663,139,48
WARLOCK,Holy Fire,1365,139,63
PRIEST,Baine Bloodhoof,318,138,70
PALADIN,Fight Promoter,40617,138,69
PALADIN,Vryghoul,42714,138,44
WARLOCK,Raptor Hatchling,41357,138,68
ROGUE,Gentle Megasaur,41265,138,71
WARRIOR,Earthen Ring Farseer,1651,138,20
WARLOCK,Deck of Wonders,43424,138,55
ROGUE,Kor'kron Elite,28,138,82
MAGE,Spiteful Smith,61,138,61
ROGUE,Lesser Heal,479,138,21
PRIEST,Doomerang,42801,137,30
ROGUE,Grimestreet Enforcer,40469,137,69
ROGUE,Golden Kobold,45727,137,54
MAGE,Sunborne Val'kyr,42440,137,59
PRIEST,Shellshifter,40973,137,69
SHAMAN,Corpse Raiser,42909,137,59
MAGE,Purify,39468,137,66
ROGUE,Forlorn Stalker,38875,136,61
MAGE,Hobart Grapplehammer,40482,136,72
ROGUE,Master Chest,45999,136,60
SHAMAN,Crazed Alchemist,801,136,45
MAGE,Usher of Souls,38898,136,72
WARLOCK,Tol'vir Stoneshaper,41241,136,63
WARLOCK,Explosive Runes,43407,136,59
WARLOCK,Raging Worgen,1155,135,56
MAGE,Pint-Sized Summoner,37,135,35
DRUID,Grub,43524,135,53
PRIEST,Stampede,41360,135,70
HUNTER,"Deathwing, Dragonlord",38943,135,62
HUNTER,Moroes,39453,135,37
WARRIOR,Shrieking Shroom,46118,135,32
HUNTER,Ancient of Blossoms,40744,135,33
SHAMAN,Tolin's Goblet,43178,135,47
WARLOCK,Jade Spirit,40527,135,50
ROGUE,Wondrous Wand,45726,135,69
ROGUE,I Know a Guy,40839,135,67
HUNTER,Lorewalker Cho,1135,135,52
WARRIOR,Truesilver Champion,847,135,44
ROGUE,Direhorn Hatchling,41890,135,76
PRIEST,Crushing Hand,43322,135,82
MAGE,Jeweled Macaw,41353,135,62
DRUID,Jade Golem,42108,134,75
WARRIOR,Fireball,315,134,99
PRIEST,Infested Wolf,38734,134,82
HUNTER,Emerald Drake,489,134,68
PRIEST,Sudden Betrayal,45529,134,62
PRIEST,Rat Pack,40428,134,80
SHAMAN,Rock Elemental,41113,134,71
HUNTER,Murloc Warleader,1063,134,61
WARRIOR,Val'anyr,46263,134,53
MAGE,Tortollan Primalist,41264,134,37
SHAMAN,Bright-Eyed Scout,41096,134,49
MAGE,Eviscerate,904,134,91
PALADIN,Pyros,41162,134,64
PALADIN,Darkscale Healer,582,134,30
WARRIOR,Big Game Hunter,1657,134,42
PRIEST,Possessed Villager,38774,134,68
ROGUE,Wrathion,40603,133,43
PRIEST,Woecleaver,46077,133,83
WARRIOR,Twig of the World Tree,46107,133,61
PRIEST,Wolf,46446,133,72
ROGUE,Ebon Dragonsmith,43465,133,45
PRIEST,Arcane Shot,877,133,85
WARRIOR,Rummaging Kobold,46088,133,35
WARRIOR,Leper Gnome,658,133,45
WARLOCK,Emerald Reaver,41309,133,65
WARRIOR,Sea Giant,211,133,31
ROGUE,Small-Time Recruits,40634,132,64
ROGUE,Drywhisker Armorer,46031,132,62
PRIEST,Darkness Candle,46467,132,55
ROGUE,Nightbane Templar,39477,132,57
DRUID,Jungle Panther,921,132,44
ROGUE,Excess Mana,1725,132,52
WARRIOR,Book Wyrm,39210,132,45
WARLOCK,Swamp King Dred,41366,132,81
HUNTER,Plant,41067,132,73
ROGUE,Diamond Spellstone,46308,132,54
WARLOCK,Onyxia,363,131,61
DRUID,Worthless Imp,1723,131,65
PRIEST,Nightblade,670,131,52
MAGE,Tundra Rhino,699,131,65
WARLOCK,Direhorn Hatchling,41890,131,63
ROGUE,Jade Golem,42103,131,65
MAGE,Lord Jaraxxus,777,131,58
MAGE,"Grumble, Worldshaker",45995,131,81
MAGE,Steady Shot,229,131,55
PRIEST,Air Elemental,41152,131,57
PRIEST,N'Zoth's First Mate,38914,131,68
PRIEST,Lightning Bolt,505,131,90
ROGUE,Tomb Lurker,42781,131,46
DRUID,Stormwind Knight,622,131,24
WARLOCK,Sergeant Sally,41118,131,41
SHAMAN,Runic Egg,39433,131,44
WARRIOR,Worgen Infiltrator,994,131,28
PRIEST,Street Trickster,40213,130,56
WARLOCK,Sindragosa,43506,130,75
ROGUE,"Deathwing, Dragonlord",38943,130,49
WARLOCK,Holy Smite,279,130,57
MAGE,Devolve,40694,130,66
MAGE,Execute,785,130,60
MAGE,King Krush,1144,130,81
MAGE,Sharp Fork,39821,130,71
PALADIN,Zealous Initiate,38541,130,36
SHAMAN,Menagerie Magician,39269,130,45
HUNTER,Hired Gun,40911,130,31
MAGE,Geosculptor Yip,46442,130,87
PRIEST,Dispatch Kodo,41126,130,90
ROGUE,Cloaked Huntress,39492,130,57
WARLOCK,"Genzo, the Shark",40607,130,60
ROGUE,Finders Keepers,40423,129,70
PRIEST,Flesheating Ghoul,397,129,37
WARRIOR,Fire Plume Phoenix,41260,129,46
ROGUE,Terrorscale Stalker,41304,129,57
MAGE,Primalfin Lookout,41478,129,47
SHAMAN,Doppelgangster,42213,129,66
ROGUE,Jade Lightning,40455,129,70
PRIEST,Faceless Summoner,38725,129,83
MAGE,Shadowreaper Anduin,43408,129,56
WARLOCK,Spirit Lash,42992,129,61
SHAMAN,Violet Teacher,1029,129,59
WARLOCK,Leatherclad Hogleader,40613,129,66
SHAMAN,Mana Addict,12,128,51
SHAMAN,Polluted Hoarder,38961,128,62
ROGUE,Dragoncaller Alanna,46499,128,33
WARRIOR,Dark Iron Dwarf,348,128,29
WARRIOR,Perdition's Blade,391,128,40
SHAMAN,Malygos,436,127,57
WARLOCK,Shadow Word: Death,1363,127,62
SHAMAN,Sunfury Protector,891,127,36
MAGE,Armor Up!,725,127,31
ROGUE,Ancient of Lore,920,127,49
PRIEST,Mana Addict,12,127,43
HUNTER,Kobold Monk,46079,127,55
ROGUE,Far Sight,818,127,64
PRIEST,Healing Rain,46067,126,66
PRIEST,Water Elemental,46458,126,53
WARRIOR,Wretched Tiller,42398,126,37
HUNTER,Tauren Warrior,45,126,31
ROGUE,Tol'vir Warden,41354,126,57
HUNTER,"Medivh, the Guardian",39841,126,58
ROGUE,Lightning Storm,629,126,58
HUNTER,Mogu'shan Warden,700,126,28
MAGE,Cornered Sentry,41406,126,47
WARLOCK,Sorcerer's Apprentice,614,125,68
WARRIOR,Onyxia,363,125,47
MAGE,Cult Master,811,125,36
ROGUE,Lightning Bolt,505,125,70
DRUID,Mind Spike,1622,125,69
MAGE,Flame Imp,1090,125,59
ROGUE,Lava Burst,864,125,76
WARLOCK,Arcane Missiles,564,125,50
WARLOCK,Shadow Word: Pain,1367,125,56
SHAMAN,Netherspite Historian,39554,125,47
ROGUE,Maelstrom Portal,39712,125,66
WARLOCK,Don Han'Cho,40703,125,47
WARLOCK,"Kalimos, Primal Lord",41331,125,66
ROGUE,Hot Spring Guardian,41479,125,59
MAGE,Shiv,573,125,79
PALADIN,Arcane Tyrant,43483,125,58
WARRIOR,The Voraxx,41913,124,61
WARLOCK,Zealous Initiate,38541,124,37
ROGUE,Emerald Drake,489,124,70
DRUID,"Hogger, Doom of Elwynn",38944,124,54
SHAMAN,Daring Reporter,40741,124,54
MAGE,Sewer Crawler,43345,124,36
SHAMAN,Silverback Patriarch,67,124,40
PRIEST,Felguard,517,124,44
WARLOCK,Hydrologist,41139,124,53
WARLOCK,Jeweled Macaw,41353,124,65
PRIEST,Heroic Strike,1007,124,82
ROGUE,Professor Putricide,42563,124,56
WARRIOR,Ozruk,41294,124,55
WARLOCK,Emperor Cobra,1098,123,40
WARLOCK,Frozen Clone,42754,123,65
ROGUE,Grizzled Guardian,45835,123,49
PALADIN,Grand Archivist,46032,123,47
WARLOCK,Grimestreet Smuggler,40743,123,42
MAGE,Toothy Chest,43489,123,32
ROGUE,Corpse Widow,42822,123,68
SHAMAN,Leper Gnome,658,123,34
MAGE,Embrace Darkness,45308,123,57
SHAMAN,Bloodsail Raider,999,123,45
MAGE,Corpsetaker,46102,122,32
WARLOCK,Lesser Ruby Spellstone,43414,122,49
WARLOCK,Sewer Crawler,43345,122,36
PRIEST,Stone Sentinel,41116,122,64
MAGE,Pterrordax Hatchling,41076,122,52
MAGE,Unleash the Hounds,1243,122,61
WARRIOR,Swamp King Dred,41366,122,65
MAGE,Alleycat,40426,122,54
WARRIOR,Rockpool Hunter,41245,122,50
MAGE,Mirage Caller,41155,122,68
WARRIOR,Pyros,41164,122,68
ROGUE,Ornery Direhorn,41404,122,64
PRIEST,Jinyu Waterspeaker,40285,121,75
WARLOCK,Shifting Shade,39034,121,59
WARRIOR,Sunkeeper Tarim,41145,121,59
WARLOCK,Millhouse Manastorm,855,121,39
WARRIOR,Gadgetzan Auctioneer,932,121,47
MAGE,Hooked Reaver,43133,121,58
PRIEST,Greater Amethyst Spellstone,43276,121,48
WARLOCK,Raven Familiar,45269,121,44
MAGE,Cenarius,36,121,66
SHAMAN,Murloc Scout,1078,121,56
MAGE,Wisp,179,120,27
WARRIOR,Lyra the Sunshard,42046,120,58
ROGUE,Slam,1074,120,60
DRUID,The Fourth Seal,46035,120,58
WARLOCK,Frost Nova,587,120,54
MAGE,Twilight Darkmender,38429,120,80
SHAMAN,Flesheating Ghoul,397,120,36
ROGUE,Iron Hide,41401,120,71
WARLOCK,Flamestrike,1004,120,53
ROGUE,Strongshell Scavenger,43022,120,51
MAGE,Dread Corsair,878,120,53
MAGE,Demonfire,1142,120,43
WARRIOR,Lorewalker Cho,1135,120,37
DRUID,Necrotic Geist,45307,120,30
ROGUE,Armorsmith,596,119,59
DRUID,Druid of the Claw,1681,119,72
ROGUE,Dream,808,119,68
PALADIN,Magma Rager,1653,119,23
SHAMAN,,,119,67
ROGUE,Infest,38329,119,49
SHAMAN,Voidwalker,48,119,59
WARRIOR,Prince Valanar,45342,119,59
WARRIOR,King's Ransom,46588,119,76
PRIEST,Krul the Unshackled,40537,119,57
WARLOCK,Forbidden Shaping,38434,119,49
WARLOCK,Primalfin Totem,41105,119,55
PRIEST,Ancestral Spirit,404,119,84
ROGUE,Mana Addict,12,119,41
MAGE,Arcanosmith,39491,119,34
PALADIN,Gruul,526,119,48
PRIEST,Drain Life,919,119,57
ROGUE,Stampede,41360,119,45
WARRIOR,Friendly Bartender,40914,119,23
MAGE,Sated Threshadon,41138,119,49
HUNTER,King's Ransom,46588,118,59
PRIEST,Murloc Raider,191,118,34
ROGUE,Vinecleaver,41859,118,60
WARLOCK,The Beast,962,118,42
ROGUE,Lightfused Stegodon,41945,118,59
ROGUE,Tolin's Goblet,43178,118,48
ROGUE,Ysera Awakens,301,118,69
WARLOCK,Build-A-Beast,43183,118,39
WARLOCK,Shadow Essence,42804,117,46
ROGUE,Execute,785,117,50
PRIEST,INFERNO!,1178,117,62
MAGE,Venomancer,42446,117,39
WARLOCK,Arcane Intellect,555,117,46
HUNTER,Master Swordsmith,351,117,30
ROGUE,Sated Threshadon,41138,117,46
WARRIOR,Polluted Hoarder,38961,117,37
DRUID,Obsidian Statue,42598,117,34
WARLOCK,Priestess of Elune,424,117,35
ROGUE,Virmen Sensei,40641,117,55
WARLOCK,Silver Hand Knight,69,117,37
PALADIN,Pyros,41164,117,53
ROGUE,Thrallmar Farseer,765,117,46
PALADIN,Void Ripper,46461,117,51
WARLOCK,Pterrordax Hatchling,41076,116,45
WARRIOR,Nat Pagle,1147,116,39
WARLOCK,"Mukla, Tyrant of the Vale",38468,116,52
PRIEST,"Genzo, the Shark",40607,116,40
ROGUE,Divine Favor,679,116,56
ROGUE,Lesser Emerald Spellstone,43363,116,63
ROGUE,Deathwing,834,116,26
PRIEST,Tomb Lurker,42781,116,52
ROGUE,Piranha Launcher,40683,116,50
WARRIOR,Grimscale Oracle,510,116,26
ROGUE,Evolve,38266,116,58
ROGUE,Laughing Sister,340,116,57
PRIEST,Anomalus,38463,116,34
WARLOCK,Nozdormu,411,116,61
PALADIN,"Y'Shaarj, Rage Unbound",38312,116,49
ROGUE,Cruel Taskmaster,285,115,61
ROGUE,Mana Tide Totem,513,115,63
WARLOCK,Air Elemental,41152,115,48
SHAMAN,Nat Pagle,1147,115,41
PRIEST,Bloodbloom,41872,115,51
HUNTER,Rockpool Hunter,41245,115,49
MAGE,Aldor Peacekeeper,1167,115,53
PRIEST,Kabal Trafficker,40940,115,72
WARLOCK,Lightwell,797,115,50
HUNTER,Boisterous Bard,43523,115,35
PRIEST,"Nat, the Darkfisher",39046,115,47
PALADIN,Phantom Freebooter,42327,115,33
WARRIOR,Cursed Disciple,45594,115,38
MAGE,Drain Soul,42658,115,54
ROGUE,Grimy Gadgeteer,40568,115,65
MAGE,Noble Sacrifice,584,115,56
MAGE,Savannah Highmane,1261,115,59
PRIEST,Divine Strength,38749,115,72
SHAMAN,Earthen Ring Farseer,1651,115,29
ROGUE,Glacial Mysteries,42760,115,38
ROGUE,Cornered Sentry,41406,115,45
SHAMAN,Zoobot,39839,114,36
WARRIOR,Ravasaur Runt,41137,114,51
WARRIOR,Primordial Glyph,41496,114,67
WARRIOR,Shallow Gravedigger,42785,114,35
ROGUE,Fire Elemental,189,114,60
PRIEST,Lightfused Stegodon,41945,114,61
MAGE,Slam,1074,114,54
SHAMAN,"Medivh, the Guardian",39841,114,49
ROGUE,Gravelsnout Knight,43528,114,30
PALADIN,Defias Cleaner,40745,114,38
ROGUE,Earth Shock,767,114,47
DRUID,Doppelgangster,40953,114,45
PRIEST,Wisp,179,114,42
WARRIOR,Servant of Kalimos,41410,114,43
PALADIN,Baine Bloodhoof,318,114,57
PRIEST,Blessing of Might,70,114,75
HUNTER,Gurubashi Berserker,768,114,27
DRUID,The Beast,962,114,44
WARLOCK,Madam Goya,41841,113,42
WARLOCK,Cabalist's Tome,38418,113,56
WARLOCK,Adaptation,41944,113,57
PALADIN,Illidan Stormrage,556,113,40
WARLOCK,Frost Lich Jaina,43419,113,66
ROGUE,Mad Bomber,762,113,35
WARRIOR,Silver Hand Recruit,1652,113,34
SHAMAN,Scaled Nightmare,38832,113,47
ROGUE,Mountainfire Armor,42698,113,63
MAGE,Headcrack,708,113,53
MAGE,Ravaging Ghoul,38530,113,53
ROGUE,Earth Elemental,1141,113,41
WARLOCK,Lotus Agents,40742,113,44
WARRIOR,Kobold Apprentice,45929,113,23
WARLOCK,Mind Control,8,113,74
WARLOCK,Rummaging Kobold,46088,113,39
ROGUE,Boisterous Bard,43523,113,52
PALADIN,Imp Master,926,113,38
DRUID,"Mukla, Tyrant of the Vale",38468,113,57
WARLOCK,Obsidian Shard,41213,113,52
SHAMAN,Voidlord,46056,113,50
WARLOCK,Mirror Entity,195,112,58
MAGE,Drywhisker Armorer,46031,112,35
MAGE,Streetwise Investigator,40928,112,60
PRIEST,Sharp Fork,39821,112,70
WARLOCK,Mana Wyrm,405,112,49
WARRIOR,Master Swordsmith,351,112,31
MAGE,Eggnapper,41249,112,47
SHAMAN,"Y'Shaarj, Rage Unbound",38312,112,57
HUNTER,Gadgetzan Auctioneer,932,112,54
WARLOCK,The Storm Guardian,41842,112,58
DRUID,Ultrasaur,41315,112,42
ROGUE,Tidal Surge,41521,112,45
PRIEST,Night Howler,42445,112,38
WARLOCK,Snowflipper Penguin,42338,112,38
PRIEST,Lakkari Felhound,41873,112,27
DRUID,Jade Golem,42109,112,59
MAGE,Bearshark,42711,112,43
DRUID,Skeleton,43052,112,55
PALADIN,Deathaxe Punisher,43029,111,43
WARLOCK,Sated Threshadon,41138,111,48
WARLOCK,Inner Fire,376,111,57
MAGE,Chittering Tunneler,41875,111,56
MAGE,Mana Tide Totem,513,111,49
SHAMAN,Blood Imp,469,111,50
WARRIOR,Kingsbane,47035,111,39
ROGUE,Jade Claws,40529,111,57
ROGUE,"Y'Shaarj, Rage Unbound",38312,111,50
MAGE,Snowflipper Penguin,42338,111,37
WARLOCK,Hyldnir Frostrider,45377,111,45
PRIEST,"Finja, the Flying Star",40803,111,54
PRIEST,Shatter,38407,111,51
MAGE,Mana Wraith,715,111,31
SHAMAN,Mad Bomber,762,111,27
WARLOCK,Holy Nova,841,111,54
WARLOCK,Mass Dispel,1366,110,49
ROGUE,Forked Lightning,299,110,48
WARLOCK,Ice Block,192,110,41
WARRIOR,Clutchmother Zavas,41876,110,52
PRIEST,Sabretooth Stalker,41415,110,46
DRUID,Kobold Librarian,43122,110,43
ROGUE,Dead Man's Hand,42766,110,45
DRUID,Angry Chicken,1688,110,32
ROGUE,Reinforce,472,110,22
HUNTER,Mastiff,39004,110,48
MAGE,Emperor Cobra,1098,110,39
PALADIN,Sewer Crawler,43345,110,23
PRIEST,Raging Worgen,1155,110,28
ROGUE,Menagerie Warden,39696,110,50
MAGE,Green Ooze,43484,110,67
ROGUE,The Beast,962,110,32
WARLOCK,Kabal Songstealer,40929,110,49
DRUID,Pterrordax Hatchling,41076,110,26
ROGUE,Houndmaster,1003,110,57
WARLOCK,Primalfin Champion,41866,110,50
PALADIN,Emperor Cobra,1098,109,28
WARLOCK,Cabal Shadow Priest,272,109,50
WARLOCK,Divine Spirit,1361,109,50
PRIEST,Hammer of Wrath,250,109,70
WARLOCK,Prophet Velen,9,109,53
DRUID,Pint-Sized Summoner,37,109,45
MAGE,Lesser Diamond Spellstone,46307,109,55
WARLOCK,Raza the Chained,40323,109,55
ROGUE,Bloodhoof Brave,38738,109,60
MAGE,Scavenging Hyena,1281,109,57
WARLOCK,Iron Hide,41401,109,49
WARLOCK,Steam Surger,41154,109,64
MAGE,Houndmaster,1003,109,38
ROGUE,Tyrantus,41954,109,56
MAGE,Mimic Pod,41212,109,54
SHAMAN,Direhorn Matriarch,41889,108,41
PRIEST,Silver Hand Knight,69,108,32
PALADIN,Doomcaller,38795,108,44
ROGUE,Primalfin Lookout,41478,108,37
ROGUE,Heroic Strike,1007,108,53
ROGUE,Inner Rage,22,108,51
DRUID,Tortollan Primalist,41264,108,33
MAGE,Corpse Widow,42822,108,61
SHAMAN,Shallow Gravedigger,42785,108,35
WARLOCK,Arcane Explosion,447,108,47
MAGE,Dread Infernal,1019,108,59
HUNTER,Flesheating Ghoul,397,108,37
DRUID,White Eyes,40486,108,46
WARLOCK,Nightblade,670,108,25
MAGE,Blood Imp,469,108,47
WARLOCK,Ice Barrier,621,108,37
SHAMAN,Shroom Brewer,45784,107,34
HUNTER,Twilight Geomancer,38864,107,30
PRIEST,Young Dragonhawk,641,107,36
HUNTER,Nat Pagle,1147,107,37
ROGUE,Raging Worgen,1155,107,41
ROGUE,Malkorok,38739,107,63
ROGUE,Frost Shock,971,107,44
HUNTER,Tentacle of N'Zoth,38532,107,15
PALADIN,Frost Elemental,512,107,26
PRIEST,Tol'vir Warden,41354,107,61
WARRIOR,Scarlet Crusader,642,107,25
MAGE,Tar Lord,41881,107,49
ROGUE,Alley Armorsmith,40574,107,59
ROGUE,Smuggler's Crate,40679,107,37
WARRIOR,Shadowblade,45338,107,37
WARRIOR,"Sherazin, Corpse Flower",41218,106,55
PALADIN,King's Ransom,46588,106,50
SHAMAN,Deathspeaker,42394,106,35
MAGE,Dinomancy,41362,106,42
WARLOCK,Necrotic Geist,45307,106,32
WARLOCK,Cornered Sentry,41406,106,38
ROGUE,Blood Knight,755,106,42
PRIEST,Cruel Dinomancer,41869,106,50
ROGUE,Dinosize,41130,106,60
PRIEST,Jade Chieftain,40422,106,54
MAGE,Iron Hide,41401,106,51
WARRIOR,Igneous Elemental,41926,106,30
ROGUE,Hobart Grapplehammer,40482,106,50
DRUID,Sunborne Val'kyr,42440,105,36
WARLOCK,Breath of Sindragosa,43502,105,47
ROGUE,Giant Mastodon,41242,105,27
WARLOCK,Razorpetal Lasher,41208,105,42
ROGUE,Windspeaker,178,105,59
ROGUE,Volcano,41159,105,29
ROGUE,Hogger,640,105,34
ROGUE,Tar Lord,41881,104,52
MAGE,Mark of the Lotus,40397,104,50
ROGUE,Ironforge Portal,39747,104,52
SHAMAN,Tirion Fordring,890,104,45
WARLOCK,Scaled Nightmare,38832,104,48
PRIEST,Lord Jaraxxus,777,104,47
WARLOCK,Devour Mind,42566,104,49
PRIEST,Explosive Shot,394,104,51
ROGUE,Stormcrack,38724,104,41
PRIEST,Toothy Chest,43489,104,25
SHAMAN,Necrotic Geist,45307,104,38
WARLOCK,Leyline Manipulator,46541,104,52
MAGE,Armorsmith,596,104,45
PRIEST,Twig of the World Tree,46107,104,60
DRUID,Prince Valanar,45342,104,35
MAGE,Priestess of Elune,424,104,24
WARLOCK,Lost in the Jungle,41912,104,46
ROGUE,Brass Knuckles,40438,104,55
MAGE,Ironforge Rifleman,339,103,29
DRUID,"Nat, the Darkfisher",39046,103,34
SHAMAN,Stone Elemental,41329,103,38
MAGE,Getaway Kodo,40587,103,32
WARLOCK,Stormwatcher,41327,103,51
DRUID,Fireball,315,103,68
WARLOCK,Razorpetal Volley,41207,103,49
WARLOCK,Ghastly Conjurer,42718,103,34
WARRIOR,Sunfury Protector,891,103,17
ROGUE,Master Oakheart,46449,103,42
WARLOCK,Crackling Razormaw,41358,103,54
WARRIOR,Sneaky Devil,43493,103,23
WARLOCK,Cone of Cold,430,103,50
PRIEST,Giant Anaconda,41262,103,52
ROGUE,"Thrall, Deathseer",42987,103,46
MAGE,Menagerie Magician,39269,102,57
PRIEST,Angry Chicken,1688,102,47
WARLOCK,Shadow Madness,220,102,47
WARLOCK,Gadgetzan Socialite,40949,102,27
MAGE,Spiked Hogrider,40700,102,48
WARRIOR,Crazed Alchemist,801,102,28
PALADIN,Lightwarden,1655,102,45
WARRIOR,"Hogger, Doom of Elwynn",38944,102,39
ROGUE,To My Side!,45546,102,31
WARRIOR,"Kalimos, Primal Lord",41331,102,55
DRUID,The Final Seal,46034,102,50
ROGUE,"Azari, the Devourer",46033,102,54
ROGUE,Princess Huhuran,38910,102,44
ROGUE,Greater Diamond Spellstone,46306,102,47
ROGUE,"Finja, the Flying Star",40803,101,34
PRIEST,Lynessa Sunsorrow,45539,101,41
ROGUE,Feral Spirit,238,101,45
WARLOCK,Blood of The Ancient One,38567,101,53
WARLOCK,Archbishop Benedictus,42633,101,44
WARRIOR,Sword of Justice,643,101,26
