player_class,card_name,dbfid,times_played,wins
SHAMAN,Spirit Claws,39694,672,259
PALADIN,Light's Sorrow,42735,671,226
SHAMAN,Hydrologist,41139,670,258
PRIEST,Purifier's Maul,45780,669,412
PALADIN,Silvermoon Guardian,34,668,219
ROGUE,Felfire Potion,40517,667,301
PRIEST,Nat Pagle,1147,667,297
DRUID,Devilsaur Egg,41259,666,273
MAGE,Defender of Argus,763,666,251
ROGUE,Siphon Life,43181,665,202
PALADIN,Mogu'shan Warden,700,664,244
DRUID,Harvest Golem,778,661,188
WARLOCK,Rockpool Hunter,41245,661,292
MAGE,Fen Creeper,602,659,249
SHAMAN,The Darkness,46454,659,238
PRIEST,Enchanted Raven,39350,658,359
SHAMAN,Death and Decay,46194,656,332
ROGUE,Kidnapper,287,656,261
ROGUE,Jade Idol,40372,654,245
PALADIN,Silver Hand Knight,69,654,205
DRUID,Stoneskin Basilisk,43474,653,247
ROGUE,Plague Lord,43182,652,297
HUNTER,Sated Threshadon,41138,652,240
HUNTER,Bloodsail Corsair,997,651,263
WARLOCK,Worthless Imp,1723,651,187
WARRIOR,Grimestreet Pawnbroker,40569,650,216
HUNTER,Elder Longneck,41086,649,252
ROGUE,Ice Barrier,621,649,258
PRIEST,Brawl,75,649,212
DRUID,Soggoth the Slitherer,39119,649,298
WARLOCK,Steady Shot,229,648,215
ROGUE,Darkshire Councilman,38452,648,267
ROGUE,Green Jelly,43485,647,179
HUNTER,Ravenous Pterrordax,41191,647,288
PRIEST,Dragonhatcher,46557,647,312
PALADIN,Nightbane Templar,39477,647,257
SHAMAN,Twilight Elder,38868,645,218
DRUID,Defias Cleaner,40745,645,350
PRIEST,Fen Creeper,602,645,258
ROGUE,Small-Time Buccaneer,40608,644,226
PRIEST,Vilefin Inquisitor,38227,644,244
MAGE,The Fourth Seal,46035,644,351
ROGUE,Bloodfury Potion,40393,644,291
SHAMAN,Sunwalker,759,643,250
ROGUE,Frozen Clone,42754,643,271
ROGUE,Forbidden Flame,38413,642,254
SHAMAN,Stormwind Champion,753,642,212
ROGUE,King Mukla,1693,641,286
MAGE,The Black Knight,1656,641,277
ROGUE,Meteor,41878,641,233
MAGE,Curious Glimmerroot,41177,641,290
PRIEST,Sleep with the Fishes,41414,641,305
PALADIN,Twilight Geomancer,38864,640,270
SHAMAN,Stubborn Gastropod,41318,639,210
PRIEST,Tol'vir Stoneshaper,41241,639,277
MAGE,Malygos,436,639,307
ROGUE,Doomed Apprentice,42756,638,307
PRIEST,Mana Bind,41158,638,322
WARRIOR,Warsong Commander,1009,638,100
PRIEST,Silver Vanguard,45287,637,281
DRUID,Stegodon,41324,637,233
ROGUE,Mass Dispel,1366,637,346
PALADIN,Squirming Tentacle,39003,637,272
ROGUE,Deck of Wonders,43424,637,217
ROGUE,Sunwalker,759,636,209
HUNTER,Cursed Disciple,45594,635,279
ROGUE,Shadow Word: Pain,1367,635,312
SHAMAN,Anti-Magic Shell,45387,635,393
MAGE,Southsea Squidface,38825,633,259
PRIEST,Booty Bay Bodyguard,1140,631,192
SHAMAN,Cryostasis,42676,631,195
ROGUE,Nightblade,670,631,180
PALADIN,Arfus,45366,631,270
PRIEST,Volcano,41159,630,229
MAGE,Excess Mana,1725,629,248
WARRIOR,Fen Creeper,602,628,238
PALADIN,Don Han'Cho,40703,627,301
DRUID,Sea Giant,211,627,261
ROGUE,Mirror Entity,195,626,254
WARLOCK,Cursed Disciple,45594,625,241
WARLOCK,Boisterous Bard,43523,624,221
WARLOCK,Murloc Raider,191,624,134
MAGE,"Rin, the First Disciple",46040,623,283
PRIEST,Arcane Missiles,564,622,335
SHAMAN,Frostwolf Grunt,41,621,116
ROGUE,Soulfire,974,620,316
PRIEST,Jeweled Macaw,41353,620,325
ROGUE,Greater Arcane Missiles,40411,620,268
WARRIOR,Stormwind Champion,753,619,157
HUNTER,Shimmering Courser,46892,619,195
ROGUE,Blood Imp,469,619,224
WARLOCK,Shallow Gravedigger,42785,618,244
WARLOCK,Faerie Dragon,609,618,225
SHAMAN,Jade Golem,42102,618,328
ROGUE,Flame Imp,1090,618,259
HUNTER,Clutchmother Zavas,41876,617,234
MAGE,Backstab,180,615,309
ROGUE,Abyssal Enforcer,40541,614,260
SHAMAN,The Tidal Hand,39154,614,150
ROGUE,Water Elemental,395,613,262
PALADIN,Bloodfen Raptor,216,613,196
WARRIOR,Death Revenant,42392,612,170
PRIEST,Druid of the Swarm,42651,612,367
WARRIOR,River Crocolisk,1369,612,100
DRUID,Boisterous Bard,43523,611,257
ROGUE,Vaporize,286,611,243
PRIEST,Leper Gnome,658,610,212
HUNTER,The Beast,962,610,222
HUNTER,Infested Tauren,38784,609,231
SHAMAN,Mountain Giant,993,608,244
MAGE,Razorfen Hunter,257,608,203
PRIEST,Deadly Poison,459,607,261
ROGUE,Spellbender,366,607,281
SHAMAN,Primalfin,41523,607,384
ROGUE,Abomination,440,607,190
ROGUE,Volcanic Potion,40297,606,194
ROGUE,Hooked Reaver,43133,606,213
MAGE,Shrieking Shroom,46118,606,208
DRUID,Trogg Gloomeater,45837,606,180
MAGE,Stoneskin Basilisk,43474,606,211
DRUID,Pantry Spider,39207,605,263
HUNTER,Ornery Direhorn,41404,605,227
PALADIN,Bananas,1694,605,325
DRUID,Booty Bay Bodyguard,1140,604,209
ROGUE,Doom Pact,42587,604,141
WARLOCK,Boulderfist Ogre,1686,603,156
PRIEST,Ancient of Blossoms,40744,603,225
PRIEST,Cyclopian Horror,39041,603,201
SHAMAN,Un'Goro Pack,41491,603,291
DRUID,Celestial Dreamer,40404,603,260
WARLOCK,Gnomish Inventor,308,602,174
WARLOCK,Bone Drake,42439,602,281
ROGUE,Twilight Geomancer,38864,601,183
WARLOCK,"Y'Shaarj, Rage Unbound",38312,600,240
ROGUE,Corrosive Sludge,43469,600,249
ROGUE,Stormwind Knight,622,600,139
ROGUE,Dark Iron Dwarf,348,600,217
ROGUE,Shifting Shade,39034,599,278
HUNTER,Chittering Tunneler,41875,599,241
DRUID,Stormwind Champion,753,597,235
PRIEST,Mire Keeper,38718,597,301
PRIEST,Champion's Maul,45779,597,365
ROGUE,Tortollan Shellraiser,41180,596,273
SHAMAN,Prince Taldaram,45341,596,274
SHAMAN,Frostmourne,43012,595,350
ROGUE,Archmage Antonidas,1080,594,300
HUNTER,Verdant Longneck,40971,594,219
ROGUE,Volatile Elemental,41524,594,182
ROGUE,Mind Blast,545,593,362
ROGUE,Holy Fire,1365,592,306
MAGE,Bog Creeper,38534,592,240
PRIEST,Bright-Eyed Scout,41096,592,293
WARRIOR,Silver Vanguard,45287,592,260
PRIEST,Abyssal Enforcer,40541,591,309
DRUID,Magma Rager,1653,590,225
ROGUE,Arcanologist,41153,590,245
WARRIOR,"Yogg-Saron, Hope's End",38505,589,236
ROGUE,Voidlord,46056,589,180
PALADIN,Tauren Warrior,45,589,222
ROGUE,Polymorph,77,588,196
WARRIOR,Faceless Manipulator,531,588,216
SHAMAN,The Second Seal,46038,588,262
SHAMAN,Vilefin Inquisitor,38227,588,245
ROGUE,Defile,42471,588,192
PALADIN,Nesting Roc,41305,587,246
MAGE,Lesser Amethyst Spellstone,43272,586,269
WARLOCK,Reinforce,472,586,171
ROGUE,Ghastly Conjurer,42718,585,216
PRIEST,Igneous Elemental,41926,585,244
WARRIOR,Squirming Tentacle,39003,585,242
MAGE,Bluegill Warrior,739,584,184
MAGE,Kazakus Potion,41577,583,266
ROGUE,Daring Reporter,40741,583,208
PRIEST,Hired Gun,40911,582,224
ROGUE,Frost Nova,587,581,164
PRIEST,Val'anyr,46263,581,358
WARRIOR,Brass Knuckles,40438,581,193
PALADIN,Arcane Anomaly,39215,581,217
ROGUE,Arcane Explosion,447,580,187
MAGE,Dragonslayer,43486,580,250
PRIEST,Gruul,526,579,276
SHAMAN,Psych-o-Tron,38526,579,217
ROGUE,Cult Sorcerer,38900,579,257
DRUID,Raid Leader,1401,578,180
MAGE,Reckless Rocketeer,445,577,226
ROGUE,Forbidden Shaping,38434,577,254
PRIEST,Fire Elemental,189,576,364
HUNTER,The Curator,39225,576,203
DRUID,Kobold Geomancer,672,575,124
ROGUE,Kabal Songstealer,40929,575,312
HUNTER,Mind Control Tech,734,574,176
HUNTER,Goldshire Footman,922,574,154
PRIEST,Lost in the Jungle,41912,574,252
WARRIOR,Ironbeak Owl,290,574,199
PALADIN,Questing Adventurer,791,573,231
ROGUE,Dragonslayer,43486,573,238
PRIEST,The Tidal Hand,39154,573,291
PRIEST,"Ragnaros, Lightlord",38758,573,272
MAGE,Crazed Worshipper,38958,572,266
PRIEST,Arcane Anomaly,39215,572,223
DRUID,Wild Pyromancer,1014,571,246
ROGUE,Corruption,982,570,149
ROGUE,Obsidian Statue,42598,570,214
PALADIN,Wretched Tiller,42398,568,215
MAGE,Earthen Ring Farseer,1651,568,213
MAGE,Cavern Shinyfinder,43237,568,319
HUNTER,"Mukla, Tyrant of the Vale",38468,567,206
SHAMAN,Furbolg Mossbinder,43517,567,230
SHAMAN,Lesser Sapphire Spellstone,43331,567,246
PRIEST,Murloc Warleader,1063,567,330
MAGE,Worthless Imp,1723,567,230
ROGUE,Grimestreet Smuggler,40743,566,243
DRUID,Ancient of Lore,920,565,224
WARLOCK,Questing Adventurer,791,564,211
WARLOCK,Grimscale Oracle,510,563,188
PRIEST,Mayor Noggenfogger,40955,563,251
ROGUE,Cone of Cold,430,563,176
ROGUE,Harvest Golem,778,562,160
ROGUE,Grand Archivist,46032,561,238
ROGUE,Spiteful Smith,61,560,197
MAGE,Potion of Madness,40373,560,288
PRIEST,Fungalmancer,45265,560,268
WARLOCK,Murloc Warleader,1063,559,246
ROGUE,Pint-Size Potion,40936,559,263
MAGE,Elven Archer,389,559,142
PRIEST,Murloc Tidehunter,976,559,169
ROGUE,Shadowreaper Anduin,43408,558,294
PALADIN,Plant,41067,556,286
ROGUE,Blizzard,457,555,167
MAGE,Voidform,45397,555,273
ROGUE,Faceless Summoner,38725,555,256
PRIEST,Zarog's Crown,43180,554,311
ROGUE,Potion of Madness,40373,554,291
SHAMAN,Infested Tauren,38784,553,199
ROGUE,Greater Healing Potion,40375,553,169
PRIEST,Crypt Lord,43025,553,373
WARRIOR,Malkorok,38739,553,236
PRIEST,Bearshark,42711,552,327
MAGE,Infested Tauren,38784,552,226
MAGE,Frozen Crusher,41253,551,251
MAGE,Kobold Apprentice,45929,551,171
DRUID,Bloodfen Raptor,216,550,133
ROGUE,Medivh's Valet,39767,550,237
WARLOCK,Leper Gnome,658,550,196
PRIEST,Blessed Maul,45778,549,310
PALADIN,Book Wyrm,39210,549,242
WARRIOR,Ancient of Blossoms,40744,548,238
ROGUE,Cult Apothecary,38888,548,149
MAGE,Frostwolf Warlord,496,548,196
WARRIOR,Bluegill Warrior,739,546,118
WARRIOR,Stormwind Knight,622,546,73
ROGUE,Master of Disguise,887,545,224
SHAMAN,Obliterate,43120,545,264
MAGE,Elven Minstrel,45531,545,272
SHAMAN,Thunder Lizard,41257,544,193
PRIEST,Power of the Wild,503,543,398
ROGUE,Drakonid Operative,40378,543,254
PRIEST,Fandral Staghelm,38318,543,227
PRIEST,Pyros,41166,543,264
PALADIN,Ancient Brewmaster,186,542,263
PRIEST,Daring Reporter,40741,542,212
ROGUE,Kabal Trafficker,40940,542,227
WARRIOR,Carnivorous Cube,45195,542,252
PRIEST,Feral Gibberer,45547,542,236
PALADIN,Zoobot,39839,540,246
SHAMAN,Leeroy Jenkins,559,540,295
ROGUE,"Nat, the Darkfisher",39046,538,282
WARRIOR,Wrathion,40603,538,235
ROGUE,Possessed Villager,38774,538,188
ROGUE,Dragon Soul,45528,537,286
ROGUE,Cursed Disciple,45594,536,176
MAGE,Wild Pyromancer,1014,536,203
WARRIOR,Hobart Grapplehammer,40482,536,216
WARLOCK,Felhunter,46274,535,310
WARRIOR,Mind Control Tech,734,535,165
MAGE,Darkscale Healer,582,533,177
MAGE,The Final Seal,46034,533,301
HUNTER,Deathspeaker,42394,531,256
MAGE,Soggoth the Slitherer,39119,531,259
PALADIN,Dragonslayer,43486,531,191
ROGUE,Malchezaar's Imp,39740,530,191
MAGE,Silence,1189,530,294
MAGE,Shroom Brewer,45784,530,204
SHAMAN,Defender of Argus,763,529,198
ROGUE,Silver Hand Recruit,1652,528,271
MAGE,Gadgetzan Auctioneer,932,528,213
ROGUE,Shadow Sensei,40695,527,196
WARLOCK,Scarlet Crusader,642,526,201
DRUID,Vryghoul,42714,526,205
ROGUE,Shieldbearer,866,525,196
ROGUE,Forbidden Ritual,38454,525,184
PRIEST,Volcanic Potion,40297,525,197
WARRIOR,Bloodfen Raptor,216,525,95
PALADIN,C'Thun,38857,524,263
HUNTER,Shallow Gravedigger,42785,524,171
ROGUE,Lorewalker Cho,1135,523,245
ROGUE,Frost Lich Jaina,43419,523,229
ROGUE,Shadowform,1368,522,248
PALADIN,Razorfen Hunter,257,522,158
PALADIN,Grook Fu Master,40951,522,234
WARLOCK,Arcane Giant,39426,522,272
WARRIOR,Booty Bay Bodyguard,1140,522,146
SHAMAN,Sewer Crawler,43345,521,196
ROGUE,Servant of Yogg-Saron,38414,521,184
ROGUE,Simulacrum,43193,521,213
PRIEST,Gentle Megasaur,41265,520,302
MAGE,Youthful Brewmaster,415,520,224
DRUID,Dragonslayer,43486,520,229
ROGUE,Priest of the Feast,39442,519,233
DRUID,Goldshire Footman,922,519,111
PRIEST,Mind Shatter,1623,519,233
MAGE,Preparation,1158,518,303
ROGUE,Mind Control,8,518,282
ROGUE,Summoning Portal,969,516,216
PRIEST,Deck of Wonders,43424,516,208
PRIEST,Armorsmith,596,516,294
ROGUE,Raven Familiar,45269,516,201
DRUID,Fungalmancer,45265,514,239
ROGUE,Jade Golem,42099,514,216
WARRIOR,Mogu'shan Warden,700,514,208
PRIEST,Redemption,140,514,265
ROGUE,Gilded Gargoyle,46495,513,252
WARRIOR,Blood Warriors,38848,513,219
MAGE,Argent Squire,757,512,194
ROGUE,Spreading Madness,38456,512,160
ROGUE,Felguard,517,510,157
ROGUE,Manic Soulcaster,40935,510,236
ROGUE,Deadscale Knight,42663,510,227
ROGUE,Eternal Servitude,42597,509,237
MAGE,Emerald Drake,489,509,260
MAGE,Violet Wurm,43526,509,180
WARRIOR,Dragonhatcher,46557,508,193
SHAMAN,Wolfrider,289,506,101
MAGE,Violet Teacher,1029,505,196
SHAMAN,Booty Bay Bodyguard,1140,504,100
MAGE,Shadow Word: Pain,1367,504,256
SHAMAN,Lightwarden,1655,504,206
WARRIOR,Zola the Gorgon,46403,503,269
MAGE,Silver Hand Recruit,1652,503,231
MAGE,Laughing Sister,340,503,233
MAGE,Hogger,640,503,228
MAGE,Twin Emperor Vek'lor,38488,501,214
PRIEST,Houndmaster,1003,501,310
ROGUE,Lesser Amethyst Spellstone,43272,501,176
SHAMAN,Windshear Stormcaller,46440,500,161
DRUID,Darkscale Healer,582,499,98
MAGE,Lyra the Sunshard,42046,499,268
ROGUE,Worgen Infiltrator,994,498,155
WARLOCK,Argent Commander,281,498,210
PRIEST,Master Oakheart,46449,498,221
ROGUE,Binding Heal,41170,498,255
HUNTER,Bilefin Tidehunter,38538,496,185
DRUID,Young Dragonhawk,641,496,189
ROGUE,Ravenous Pterrordax,41191,496,198
ROGUE,Mountain Giant,993,496,233
PALADIN,Volatile Elemental,41524,495,197
DRUID,Silverback Patriarch,67,495,67
MAGE,Spiritsinger Umbra,41289,495,244
ROGUE,Demonfire,1142,493,158
SHAMAN,Stonetusk Boar,648,493,91
PRIEST,Tundra Rhino,699,492,293
ROGUE,Leyline Manipulator,46541,491,218
SHAMAN,Southsea Captain,680,490,203
PALADIN,Sated Threshadon,41138,490,151
WARRIOR,Reckless Rocketeer,445,489,178
HUNTER,Primordial Drake,41929,489,149
WARLOCK,Street Trickster,40213,488,191
ROGUE,Feeding Time,41874,488,153
PALADIN,Nat Pagle,1147,488,219
ROGUE,Wild Pyromancer,1014,487,171
DRUID,Netherspite Historian,39554,486,218
MAGE,Fal'dorei Strider,43228,486,278
ROGUE,Worthless Imp,1723,485,135
PRIEST,Corpse Raiser,42909,484,225
DRUID,Slime,38921,484,237
WARLOCK,Bloodworm,45329,482,172
ROGUE,Corrupting Mist,41871,481,122
SHAMAN,Ozruk,41294,480,190
PRIEST,Giant Wasp,41328,479,202
SHAMAN,The Curator,39225,479,170
ROGUE,Kara Kazham!,39197,479,148
ROGUE,Lotus Assassin,40441,479,204
ROGUE,Holy Nova,841,478,242
SHAMAN,Grim Necromancer,42438,478,185
ROGUE,Divine Spirit,1361,478,235
ROGUE,Shadow Essence,42804,477,240
PRIEST,Razorpetal,41206,477,228
PALADIN,Giant Mastodon,41242,477,184
PRIEST,Nesting Roc,41305,477,243
WARLOCK,Amani Berserker,790,475,157
ROGUE,Void Terror,1221,475,179
PRIEST,Sonya Shadowdancer,45263,475,191
ROGUE,Circle of Healing,1362,474,258
ROGUE,Unwilling Sacrifice,42391,473,151
MAGE,Wrathion,40603,472,226
PALADIN,Leper Gnome,658,472,173
PRIEST,"Kalimos, Primal Lord",41331,472,253
ROGUE,Lightwell,797,471,198
SHAMAN,Ysera,1186,471,198
DRUID,Jade Golem,42106,470,238
PALADIN,Friendly Bartender,40914,470,177
HUNTER,Netherspite Historian,39554,470,190
ROGUE,Power Word: Tentacles,38426,469,235
MAGE,Tauren Warrior,45,469,157
ROGUE,Kirin Tor Mage,748,469,186
WARLOCK,Wretched Tiller,42398,468,178
ROGUE,Devour Mind,42566,468,198
SHAMAN,Trogg Gloomeater,45837,467,141
PRIEST,Spellbender,366,466,248
SHAMAN,Hungry Ettin,46082,466,140
MAGE,Argent Commander,281,466,190
ROGUE,Spirit Lash,42992,465,187
ROGUE,Devilsaur Egg,41259,464,178
ROGUE,INFERNO!,1178,464,107
HUNTER,Bright-Eyed Scout,41096,464,209
MAGE,Stegodon,41324,464,177
SHAMAN,Voodoo Doctor,132,463,75
PALADIN,Violet Wurm,43526,463,171
ROGUE,Psychic Scream,43112,463,168
PRIEST,Scroll of Wonder,46545,463,222
MAGE,Dream,808,463,239
SHAMAN,Acherus Veteran,42773,462,191
ROGUE,Pyros,41164,460,195
ROGUE,Dragonling Mechanic,523,460,90
PRIEST,Spawn of N'Zoth,38797,460,188
DRUID,Questing Adventurer,791,459,171
ROGUE,Kabal Lackey,40299,459,178
SHAMAN,Tainted Zealot,46103,459,176
ROGUE,Clutchmother Zavas,41876,459,177
ROGUE,Flamestrike,1004,458,160
ROGUE,Unlicensed Apothecary,40598,457,173
DRUID,Giant Wasp,41328,457,158
HUNTER,Stormpike Commando,413,456,77
HUNTER,"Yogg-Saron, Hope's End",38505,456,138
ROGUE,Stoneskin Basilisk,43474,456,146
PALADIN,Weasel Tunneler,40549,456,136
WARLOCK,Meat Wagon,43051,455,174
MAGE,Aya Blackpaw,40596,455,180
SHAMAN,Ironbeak Owl,290,455,153
HUNTER,Grizzled Guardian,45835,454,147
HUNTER,Guild Recruiter,46069,454,205
MAGE,Despicable Dreadlord,42743,454,232
DRUID,Razorfen Hunter,257,454,134
PRIEST,Baron Geddon,336,454,214
ROGUE,Sanguine Reveler,45321,453,150
MAGE,Zarog's Crown,43180,453,243
DRUID,"Finja, the Flying Star",40803,452,193
ROGUE,Violet Wurm,43526,452,127
ROGUE,The First Seal,46039,451,161
HUNTER,Lightfused Stegodon,41945,450,168
PRIEST,Big Game Hunter,1657,450,211
MAGE,Volcanosaur,41120,449,158
MAGE,Moroes,39453,449,194
MAGE,"Azari, the Devourer",46033,448,220
HUNTER,Avian Watcher,39489,448,182
WARLOCK,Cult Apothecary,38888,448,161
PRIEST,Fallen Sun Cleric,42777,448,192
PRIEST,Tauren Warrior,45,448,142
HUNTER,Ironforge Rifleman,339,448,65
WARLOCK,Tinkmaster Overspark,570,447,187
PALADIN,Rummaging Kobold,46088,447,195
ROGUE,Molten Reflection,41690,447,213
WARRIOR,Elven Archer,389,446,75
ROGUE,Shadowflame,147,446,153
MAGE,Leper Gnome,658,446,170
MAGE,Book Wyrm,39210,446,215
DRUID,Un'Goro Pack,41491,446,193
PRIEST,Guild Recruiter,46069,446,174
ROGUE,Demented Frostcaller,38412,446,161
PRIEST,Primalfin Totem,41105,445,243
PRIEST,Astral Tiger,43304,445,245
MAGE,Fungal Enchanter,46087,445,126
ROGUE,Crystalweaver,40391,445,192
ROGUE,Stormwind Champion,753,445,148
ROGUE,Twisting Nether,859,445,91
PRIEST,Bilefin Tidehunter,38538,444,161
ROGUE,Primordial Drake,41929,443,134
PRIEST,Scavenging Hyena,1281,443,236
SHAMAN,Lone Champion,43473,442,143
MAGE,Mogu'shan Warden,700,442,126
PRIEST,Wondrous Wand,45726,441,223
ROGUE,Dragonfire Potion,40938,441,127
ROGUE,Mirage Caller,41155,440,217
HUNTER,Big Bad Wolf,39161,440,279
WARLOCK,Ogre Magi,995,440,72
WARLOCK,Prince Valanar,45342,440,186
WARRIOR,Prince Malchezaar,39840,439,141
ROGUE,Darkshire Alchemist,38764,439,219
WARLOCK,Coldlight Seer,453,439,175
WARRIOR,Skeram Cultist,39118,438,152
MAGE,Wild Growth,1124,438,183
SHAMAN,Ironfur Grizzly,1182,438,119
PRIEST,Golden Kobold,45727,437,176
ROGUE,Twilight Drake,1037,437,172
PRIEST,Grommash Hellscream,338,437,273
MAGE,Pint-Size Potion,40936,437,200
ROGUE,Dread Infernal,1019,436,161
MAGE,King's Ransom,46588,436,224
WARLOCK,Hoarding Dragon,43507,435,167
PRIEST,Squirming Tentacle,39003,435,171
MAGE,Radiant Elemental,41176,434,251
ROGUE,Acolyte of Agony,42596,434,223
DRUID,Psych-o-Tron,38526,434,150
SHAMAN,The Third Seal,46037,433,192
HUNTER,Beckoner of Evil,38859,433,151
PALADIN,Elven Archer,389,432,127
DRUID,Frostwolf Warlord,496,432,167
HUNTER,Bone Drake,42439,432,138
MAGE,Siphon Soul,1100,431,210
ROGUE,Bloodbloom,41872,430,171
PRIEST,Alley Armorsmith,40574,430,256
HUNTER,Shroom Brewer,45784,429,145
MAGE,Dragonfire Potion,40938,429,181
MAGE,Frozen Champion,46019,429,220
MAGE,Harvest Golem,778,429,146
WARLOCK,Dagger Mastery,730,428,120
WARLOCK,Primalfin Lookout,41478,427,174
ROGUE,Ice Walker,42716,426,160
ROGUE,Twilight Flamecaller,38409,426,158
MAGE,Naga Corsair,40889,425,203
MAGE,Hired Gun,40911,425,166
PRIEST,Raid Leader,1401,424,128
MAGE,Cult Apothecary,38888,424,121
ROGUE,Coldwraith,42836,423,180
WARRIOR,"Medivh, the Guardian",39841,423,170
PRIEST,King's Ransom,46588,423,220
MAGE,Feral Gibberer,45547,422,136
DRUID,Wolfrider,289,422,138
ROGUE,Onyx Bishop,39374,422,215
ROGUE,King Togwaggle,46589,422,195
WARLOCK,Big Game Hunter,1657,420,220
ROGUE,Stormpike Commando,413,420,76
WARLOCK,Fireball,315,420,245
PRIEST,Leeching Poison,42665,420,126
WARLOCK,Imp Master,926,420,125
SHAMAN,Silver Vanguard,45287,420,172
ROGUE,Steam Surger,41154,419,185
ROGUE,Duskbreaker,45899,419,171
PRIEST,Amani Berserker,790,418,134
WARRIOR,Green Jelly,43485,418,86
PRIEST,Kindly Grandmother,39481,418,254
ROGUE,Frostwolf Grunt,41,417,103
PALADIN,Moroes,39453,417,147
ROGUE,Jade Golem,42100,417,201
PRIEST,Pompous Thespian,39476,417,163
PALADIN,Darion Mograine,45621,416,261
PRIEST,Drywhisker Armorer,46031,416,212
WARLOCK,King's Ransom,46588,416,261
PALADIN,Bloodsail Corsair,997,416,171
ROGUE,Pit Lord,783,415,167
MAGE,Gnomeferatu,42670,415,185
MAGE,Jade Blossom,40523,415,174
PRIEST,Innervate,254,414,225
MAGE,Shieldbearer,866,414,116
PRIEST,Freezing Potion,40324,414,150
SHAMAN,Goldshire Footman,922,413,109
PRIEST,Blood of The Ancient One,38567,413,231
MAGE,Army of the Dead,42586,413,134
WARRIOR,Bananas,1694,413,175
ROGUE,Dire Wolf Alpha,985,412,142
PRIEST,Murmuring Elemental,46432,412,230
SHAMAN,Bog Creeper,38534,411,147
PRIEST,Shadow Bolt,914,411,219
ROGUE,Shadow Madness,220,411,187
ROGUE,Silverware Golem,39380,411,157
HUNTER,Arcane Giant,39426,410,179
HUNTER,Argent Commander,281,410,173
PALADIN,Shallow Gravedigger,42785,410,133
MAGE,Southsea Deckhand,724,410,181
ROGUE,Boulderfist Ogre,1686,410,106
SHAMAN,Bloodfen Raptor,216,409,115
HUNTER,Meat Wagon,43051,409,155
MAGE,Swipe,64,408,228
HUNTER,Giant Anaconda,41262,408,156
MAGE,Illidan Stormrage,556,407,195
WARRIOR,Silverback Patriarch,67,407,142
SHAMAN,Sleepy Dragon,43494,406,123
MAGE,Ironwood Golem,43284,405,132
PRIEST,Greedy Sprite,45945,405,204
WARLOCK,Volatile Elemental,41524,405,133
SHAMAN,Skeleton,43052,404,162
ROGUE,Lightspawn,886,404,206
ROGUE,Usher of Souls,38898,404,158
HUNTER,Spawn of N'Zoth,38797,404,151
ROGUE,Sindragosa,43506,403,179
MAGE,Shadow Ascendant,42574,403,168
MAGE,Bilefin Tidehunter,38538,403,117
SHAMAN,Jade Golem,42103,403,215
ROGUE,Ironforge Rifleman,339,402,83
PRIEST,Thing from Below,38267,402,210
WARRIOR,Mountain Giant,993,401,168
ROGUE,Twilight Acolyte,46460,401,179
WARRIOR,Weasel Tunneler,40549,401,138
PALADIN,Deathlord Nazgrim,45618,401,254
PRIEST,Tyrantus,41954,401,209
DRUID,Twilight Drake,1037,400,172
ROGUE,Sleepy Dragon,43494,400,110
WARLOCK,Violet Wurm,43526,399,136
ROGUE,Lord Jaraxxus,777,398,101
ROGUE,Righteous Protector,42467,398,195
WARRIOR,Argent Commander,281,398,137
ROGUE,Unstable Evolution,45904,397,224
SHAMAN,Pyros,41164,397,188
DRUID,Sneaky Devil,43493,397,147
HUNTER,Eggnapper,41249,396,150
WARLOCK,Zarog's Crown,43180,396,232
SHAMAN,C'Thun,38857,395,175
PALADIN,Millhouse Manastorm,855,395,159
WARRIOR,Spiteful Smith,61,394,97
SHAMAN,Stormwatcher,41327,394,146
DRUID,Force of Nature,493,394,115
MAGE,Greater Healing Potion,40375,394,168
ROGUE,Prince Malchezaar,39840,394,113
ROGUE,Wickerflame Burnbristle,40636,394,179
WARLOCK,Drakkari Enchanter,45309,394,138
HUNTER,Prince Malchezaar,39840,394,136
ROGUE,Psych-o-Tron,38526,393,117
MAGE,Golden Kobold,45727,392,161
MAGE,Deathwing,834,392,94
MAGE,Nat Pagle,1147,392,159
WARLOCK,Voidform,45397,391,207
MAGE,Ysera Awakens,301,391,206
PRIEST,Blessing of Wisdom,1373,391,221
ROGUE,Purify,39468,390,183
ROGUE,Alexstrasza,581,390,204
HUNTER,Frostwolf Warlord,496,390,138
HUNTER,Stormwind Champion,753,390,136
HUNTER,Grotesque Dragonhawk,38533,390,137
DRUID,Zarog's Crown,43180,390,231
PRIEST,Friendly Bartender,40914,390,131
MAGE,Nightmare,217,390,229
DRUID,Wisps of the Old Gods,38655,390,174
WARRIOR,Faceless Shambler,38569,389,191
WARLOCK,Kobold Apprentice,45929,388,147
WARLOCK,Stormwind Knight,622,388,62
SHAMAN,Spirit Wolf,533,387,167
DRUID,Pilfered Power,40401,387,151
WARLOCK,Deathwing,834,386,119
ROGUE,Hydrologist,41139,386,167
PALADIN,Cursed Disciple,45594,386,164
ROGUE,Wisp,179,386,198
PRIEST,Frozen Clone,42754,386,177
DRUID,Fallen Sun Cleric,42777,385,144
SHAMAN,Primalfin Champion,41866,384,119
MAGE,Wondrous Wand,45726,384,220
PALADIN,Inquisitor Whitemane,45620,384,240
MAGE,Twilight Acolyte,46460,384,167
