"games_played_with_card_in_deck","rank_category","card_name"
4157,"Rank15","Dark Iron Dwarf"
1309,"GrindTo10","Stormcrack"
5981,"GrindTo10","Bright-Eyed Scout"
2354,"Rank10","Hemet, Jungle Hunter"
976,"GrindTo10","Skeram Cultist"
9132,"GrindToLegend","Primalfin Lookout"
1122,"GrindToLegend","Tar Lurker"
2511,"GrindToLegend","Blood To Ichor"
1147,"GrindToLegend","Trogg Beastrager"
10531,"Rank5","Cult Master"
2502,"GrindToLegend","Crazed Alchemist"
1201,"Rank10","Twilight Darkmender"
104,"Legend","Clutchmother Zavas"
405,"Rank10","Gurubashi Berserker"
22022,"GrindTo5","Captain Greenskin"
222855,"Rank15","Eviscerate"
21098,"GrindTo15","Evolving Spores"
85948,"Rank10","Counterfeit Coin"
714522,"GrindTo5","Primordial Drake"
17777,"GrindTo15","Xaril, Poisoned Mind"
70501,"other","Rockpool Hunter"
674380,"GrindToLegend","Stonehill Defender"
48878,"Legend","Arcanite Reaper"
135238,"Rank10","Jade Idol"
25411,"GrindTo15","Pint-Size Potion"
63006,"GrindTo15","Shellshifter"
30194,"Rank10","Tol'vir Stoneshaper"
6410,"GrindTo10","Small-Time Recruits"
10241,"GrindTo15","Thistle Tea"
48261,"GrindTo15","Kazakus"
5159,"other","Bloodbloom"
19650,"Rank15","Shadow Bolt"
9242,"GrindTo10","Bloodbloom"
8492,"Rank15","Holy Fire"
23775,"Rank5","Wickerflame Burnbristle"
3853,"GrindTo10","Cruel Dinomancer"
4728,"Rank15","Hammer of Wrath"
8980,"Rank5","Flame Imp"
5821,"Rank10","Abyssal Enforcer"
4252,"GrindTo5","Holy Fire"
6463,"GrindTo10","Shaky Zipgunner"
11731,"Rank5","Shadow Word: Horror"
2281,"Rank10","Drain Life"
2430,"GrindTo5","Hammer of Wrath"
388,"Rank15","Blade Flurry"
285,"Rank5","Tinkmaster Overspark"
141,"Legend","Lotus Agents"
815,"GrindTo5","Amani Berserker"
1301,"Rank15","Totemic Might"
228,"Rank5","Midnight Drake"
716,"Rank10","Red Mana Wyrm"
11748,"GrindToLegend","Injured Blademaster"
358,"GrindToLegend","Onyx Bishop"
136,"GrindTo15","Windfury Harpy"
388,"Legend","Doomcaller"
772,"Rank10","King Krush"
282,"Rank5","Smuggler's Crate"
831,"GrindTo5","Backstreet Leper"
137,"GrindTo15","Savagery"
397,"Legend","Master of Evolution"
478,"Legend","Bane of Doom"
193,"Rank10","Stormwatcher"
93013,"GrindTo15","Primalfin Lookout"
250416,"GrindToLegend","Golakka Crawler"
752430,"GrindTo5","Fireball"
269991,"GrindTo15","Bloodhoof Brave"
86866,"GrindTo15","Eggnapper"
234167,"GrindTo15","Netherspite Historian"
285324,"Rank15","Swashburglar"
109728,"Rank10","Kindly Grandmother"
6549,"GrindTo15","Leper Gnome"
265282,"GrindTo5","Pyroblast"
128130,"GrindTo15","Volcano"
9557,"other","Stone Sentinel"
484191,"GrindTo10","Spikeridged Steed"
79290,"Rank15","Fandral Staghelm"
32276,"GrindTo15","Steam Surger"
157646,"GrindTo10","Kabal Lackey"
6663,"other","Earth Elemental"
13578,"Rank15","Grommash Hellscream"
18520,"GrindTo15","Tar Lurker"
199183,"Rank5","Evolve"
7544,"other","Corrupting Mist"
18021,"GrindTo10","Genzo, the Shark"
1787,"other","King Mosh"
160304,"Rank5","Counterspell"
64193,"Rank5","Blessing of Kings"
3510,"Rank15","Lakkari Sacrifice"
11090,"Rank15","Adaptation"
5432,"other","Pterrordax Hatchling"
4438,"GrindTo5","Feral Spirit"
5515,"Rank10","Twin Emperor Vek'lor"
10179,"Rank10","Cat Trick"
41501,"Rank5","Divine Favor"
13537,"GrindTo5","Grommash Hellscream"
1368,"Rank15","Spawn of N'Zoth"
5025,"GrindTo10","Defias Ringleader"
10079,"Rank15","Prince Malchezaar"
3452,"Rank15","Arcane Anomaly"
126866,"Rank5","Bilefin Tidehunter"
1042,"GrindTo5","Prince Malchezaar"
31766,"Rank5","Spirit Echo"
10621,"Rank5","Water Elemental"
840,"Rank10","Rampage"
2036,"Rank10","Divine Strength"
2482,"Rank10","Cruel Dinomancer"
49296,"Legend","Dread Corsair"
1729,"other","Protect the King!"
2341,"Rank5","Deadly Poison"
1942,"GrindTo5","Arcane Anomaly"
7621,"GrindToLegend","Open the Waygate"
1095,"Rank15","Freezing Potion"
1642,"GrindToLegend","Abyssal Enforcer"
425,"Legend","Lava Burst"
363,"GrindTo5","Stegodon"
524,"Rank5","Amani Berserker"
241,"Rank5","Eternal Sentinel"
1438,"Legend","Jade Swarmer"
123,"GrindToLegend","King Krush"
228,"Legend","Trogg Beastrager"
22470,"GrindTo15","Small-Time Buccaneer"
91369,"Rank15","Frost Nova"
637191,"GrindTo15","Alleycat"
63913,"GrindTo15","Darkshire Councilman"
297820,"GrindTo15","The Curator"
357434,"GrindTo15","Rockpool Hunter"
108177,"other","Shadowstep"
93961,"GrindTo10","Sherazin, Corpse Flower"
270917,"GrindTo15","Elise the Trailblazer"
89443,"GrindTo10","Archmage Antonidas"
55574,"GrindTo15","Undercity Huckster"
250673,"GrindToLegend","Acolyte of Pain"
85485,"Legend","Mana Wyrm"
149881,"GrindToLegend","Feral Rage"
310681,"GrindToLegend","Primalfin Totem"
4882,"other","Dispatch Kodo"
10245,"Legend","Servant of Kalimos"
173285,"GrindTo10","Yogg-Saron, Hope's End"
72511,"Rank5","Meteor"
11659,"GrindTo10","Evolving Spores"
175810,"GrindToLegend","Nourish"
3733,"other","Spirit Claws"
126115,"Rank10","Kirin Tor Mage"
9609,"other","Stegodon"
49887,"GrindTo10","Soulfire"
122814,"Rank10","Living Mana"
2953,"GrindTo10","On the Hunt"
50375,"GrindTo10","Kazakus"
59387,"Rank5","Polymorph"
10773,"other","Starving Buzzard"
12153,"other","Feral Spirit"
4336,"Rank15","Jungle Panther"
3776,"Rank10","Doomcaller"
3102,"GrindTo15","Sacrificial Pact"
7169,"GrindToLegend","Mirror Image"
1860,"GrindTo15","Deadly Fork"
3051,"other","Moat Lurker"
26464,"GrindTo10","Pint-Size Potion"
17745,"GrindTo15","Lightfused Stegodon"
5756,"other","Oasis Snapjaw"
35066,"GrindTo10","Moonglade Portal"
5341,"Rank15","Mind Blast"
1210,"GrindTo15","Frost Shock"
6233,"other","Cult Sorcerer"
4439,"Rank10","Lotus Agents"
16703,"Rank5","Infested Wolf"
1662,"GrindTo5","Forbidden Flame"
708,"Rank15","Princess Huhuran"
196,"GrindTo5","Nozdormu"
2749,"Rank15","A Light in the Darkness"
706,"Rank5","Ironbark Protector"
670,"Rank10","Iron Hide"
661,"Rank15","Force of Nature"
392,"other","Faceless Behemoth"
229,"other","Nat, the Darkfisher"
135,"Rank10","Darkscale Healer"
166,"GrindToLegend","Friendly Bartender"
304149,"GrindTo15","Kor'kron Elite"
50791,"other","Mortal Strike"
49586,"Legend","N'Zoth's First Mate"
29562,"Rank15","Spellbender"
32087,"other","Fire Plume's Heart"
348438,"GrindTo15","Spikeridged Steed"
3824,"GrindTo5","Obsidian Shard"
152181,"other","Firelands Portal"
38074,"GrindTo5","Spellbender"
24881,"other","Jinyu Waterspeaker"
461938,"GrindToLegend","Arcanologist"
340061,"GrindToLegend","Flametongue Totem"
10404,"GrindTo15","Genzo, the Shark"
181016,"Rank10","Shadow Word: Death"
224781,"GrindToLegend","Vilefin Inquisitor"
108349,"Rank5","Equality"
9523,"GrindTo15","Primalfin Champion"
145409,"Rank5","Wild Pyromancer"
63858,"Legend","Enchanted Raven"
27780,"GrindTo15","Dinomancy"
109115,"Rank10","Dirty Rat"
10720,"Rank5","Menagerie Warden"
11614,"other","Harrison Jones"
1942,"GrindTo15","Forlorn Stalker"
3353,"other","Ogre Magi"
1994,"GrindTo15","Chittering Tunneler"
6670,"Rank5","Tol'vir Warden"
6166,"Rank10","Sea Giant"
959,"GrindToLegend","Shadowflame"
4263,"GrindTo5","Bloodbloom"
4987,"Legend","Auchenai Soulpriest"
1490,"GrindTo10","Frost Elemental"
773,"GrindTo10","Force of Nature"
106,"Rank15","Defias Cleaner"
415,"Legend","Faerie Dragon"
583,"GrindToLegend","I Know a Guy"
149,"Legend","Kabal Chemist"
25388,"Legend","Naga Corsair"
253828,"GrindTo15","Servant of Kalimos"
82986,"other","Inner Fire"
31421,"GrindTo15","Lost in the Jungle"
31908,"other","Sleep with the Fishes"
20819,"other","Questing Adventurer"
39307,"GrindTo15","Siphon Soul"
374455,"Rank10","Fireball"
573559,"GrindTo10","Consecration"
207738,"Rank5","Hydrologist"
5123,"other","White Eyes"
56262,"GrindToLegend","Shield Block"
66237,"Rank15","Purify"
166999,"Rank5","Shadow Word: Death"
4219,"GrindTo5","Tar Lord"
5251,"other","Crystalweaver"
33023,"GrindTo5","Deadly Shot"
5479,"other","Snake Trap"
46271,"GrindTo10","Lightning Bolt"
6744,"other","Air Elemental"
2372,"GrindTo10","Doomhammer"
1200,"other","Blood Warriors"
13113,"Rank15","Lord Jaraxxus"
25396,"GrindTo10","Ravenous Pterrordax"
71774,"GrindToLegend","Rallying Blade"
1015,"other","Knuckles"
15429,"GrindToLegend","Auchenai Soulpriest"
2037,"other","Seadevil Stinger"
759,"GrindTo10","Young Priestess"
18139,"Rank5","Defender of Argus"
4706,"Rank15","Vaporize"
4007,"Rank10","Feral Spirit"
680,"GrindTo10","Hozen Healer"
1853,"Rank15","Frost Elemental"
564,"GrindTo10","Blood Knight"
6082,"GrindToLegend","Moonfire"
553,"GrindTo10","Ancient of Blossoms"
327,"other","Thrallmar Farseer"
167,"Rank5","Virmen Sensei"
318,"Rank10","Assassin's Blade"
406,"Legend","Lotus Assassin"
550,"Rank5","Twilight Geomancer"
133,"Rank10","Aberrant Berserker"
221,"GrindTo5","Shatter"
152,"Legend","Menagerie Magician"
131,"GrindToLegend","Giant Mastodon"
359343,"GrindTo10","Ravaging Ghoul"
6687,"other","Argent Commander"
72286,"Rank5","Leeroy Jenkins"
125180,"other","Ice Block"
838747,"GrindTo10","Ice Block"
232645,"Rank5","Power Word: Shield"
428712,"GrindTo15","Kabal Talonpriest"
91004,"GrindTo15","Timber Wolf"
3725,"other","Selfless Hero"
252527,"GrindTo5","Jade Idol"
256301,"GrindTo5","Flamestrike"
129385,"Rank5","The Curator"
191273,"Rank15","Jade Idol"
391381,"Rank10","Arcanologist"
11422,"GrindTo10","Mana Geode"
37785,"Rank15","Infested Tauren"
9971,"other","Forbidden Healing"
120967,"GrindToLegend","Gluttonous Ooze"
24087,"Rank10","Burgly Bully"
27256,"other","Volcanosaur"
95560,"Rank10","Dire Wolf Alpha"
142965,"Rank5","Murloc Tidecaller"
111608,"Rank5","Kabal Crystal Runner"
2112,"other","Mad Bomber"
1264,"Rank15","Stormwatcher"
597,"other","Kidnapper"
2254,"other","Fen Creeper"
83504,"Rank5","Alleycat"
13771,"GrindTo10","Sea Giant"
3437,"other","Secretkeeper"
2538,"other","Prophet Velen"
18885,"Rank15","Grimestreet Enforcer"
2598,"GrindTo5","Inkmaster Solia"
1779,"GrindTo15","Piranha Launcher"
20628,"Rank5","Pyros"
2361,"GrindTo10","Sword of Justice"
3376,"other","Silver Hand Knight"
2233,"other","Evolved Kobold"
5711,"GrindTo10","Abomination"
866,"GrindTo10","Daring Reporter"
2598,"Rank5","Mass Dispel"
42474,"Rank5","Volcano"
844,"Rank15","Demented Frostcaller"
1650,"Rank5","Onyx Bishop"
478,"Rank5","Betrayal"
2568,"GrindTo10","Commanding Shout"
1210,"GrindToLegend","Avian Watcher"
1840,"Rank5","Lightfused Stegodon"
1659,"Rank10","Feeding Time"
2229,"Rank10","I Know a Guy"
4677,"Legend","Mistress of Mixtures"
584,"GrindTo5","Red Mana Wyrm"
211,"Rank10","Forked Lightning"
358,"Rank10","Young Dragonhawk"
709,"GrindTo15","Core Hound"
274,"GrindTo15","Duskboar"
231,"GrindTo5","Stormwatcher"
26588,"Legend","Leeroy Jenkins"
7548,"GrindToLegend","Ethereal Arcanist"
176786,"GrindTo15","Tol'vir Stoneshaper"
78032,"other","Holy Nova"
5129,"GrindTo10","Unite the Murlocs"
584668,"GrindTo10","Preparation"
198863,"Rank5","Swashburglar"
76692,"GrindTo10","Cold Blood"
312653,"GrindTo15","Jade Idol"
158288,"GrindTo5","Jeweled Macaw"
68478,"GrindTo15","Infested Tauren"
251765,"GrindTo10","Sleep with the Fishes"
22618,"other","Lotus Agents"
286906,"Rank15","Animal Companion"
274904,"Rank15","Hydrologist"
129919,"Rank10","Pyroblast"
199777,"GrindTo5","Animal Companion"
59293,"other","Kirin Tor Mage"
248520,"GrindTo5","Eater of Secrets"
85434,"Rank15","Silence"
26555,"Legend","Elise the Trailblazer"
38887,"Legend","The Curator"
150501,"GrindTo5","Hallucination"
236862,"GrindTo10","Inner Fire"
84945,"Rank5","Crackling Razormaw"
28621,"Rank15","Smuggler's Run"
6961,"Legend","Pyros"
15564,"other","Doomcaller"
16640,"GrindTo10","Seadevil Stinger"
42384,"GrindTo15","Grimestreet Enforcer"
6660,"GrindTo15","Red Mana Wyrm"
8784,"Rank15","Spiritsinger Umbra"
11831,"GrindTo10","Snake Trap"
1937,"Rank15","Fight Promoter"
1086,"Rank5","Jungle Panther"
39376,"Legend","Murloc Tidecaller"
236,"Legend","Lightfused Stegodon"
2126,"GrindTo10","Public Defender"
4578,"GrindTo15","Stormwatcher"
528,"other","King Mukla"
9078,"Rank15","DOOM!"
6178,"Rank15","Felfire Potion"
5493,"Rank15","Sprint"
10790,"GrindTo10","Wolfrider"
2243,"other","Iron Hide"
193,"GrindTo10","Twisted Worgen"
11925,"GrindToLegend","Genzo, the Shark"
2867,"GrindTo10","Crystalweaver"
7244,"Rank15","Mark of the Wild"
5752,"Rank10","Master of Evolution"
3655,"Rank15","Twilight Geomancer"
1276,"other","Nat Pagle"
4878,"GrindToLegend","Mind Control Tech"
1620,"Rank5","Mind Blast"
10790,"Legend","Alleycat"
423,"GrindTo5","Auctionmaster Beardo"
661,"GrindToLegend","Corrupting Mist"
218,"GrindToLegend","Cenarius"
216,"Legend","Onyx Bishop"
689,"Legend","Lost in the Jungle"
120,"GrindToLegend","Cornered Sentry"
365241,"GrindTo10","Bloodsail Cultist"
191717,"GrindToLegend","Bittertide Hydra"
311282,"GrindTo15","Gentle Megasaur"
411161,"GrindTo10","Eaglehorn Bow"
390788,"GrindToLegend","Innervate"
187422,"GrindTo15","Stampeding Kodo"
251679,"GrindTo5","Kirin Tor Mage"
12287,"GrindTo10","Ancestral Spirit"
167594,"Rank5","Earthen Scales"
20959,"GrindToLegend","Ancient Watcher"
102564,"Legend","Preparation"
7404,"GrindTo5","Mind Control Tech"
909,"GrindTo5","Zoobot"
68222,"GrindTo10","Rallying Blade"
11436,"Legend","Sherazin, Corpse Flower"
21456,"Rank5","Mind Control"
35105,"Rank5","Ysera"
2699,"Rank10","Shadow Madness"
9103,"GrindTo10","Faceless Manipulator"
11866,"Legend","Cold Blood"
1703,"GrindTo15","Misdirection"
12538,"GrindTo10","Twilight Elder"
7438,"other","Cruel Dinomancer"
13802,"Rank15","Call of the Wild"
7732,"other","Twin Emperor Vek'lor"
3133,"other","Polluted Hoarder"
2296,"Rank10","Small-Time Recruits"
5100,"GrindTo15","Bladed Cultist"
7015,"GrindTo10","Violet Illusionist"
1379,"GrindToLegend","Keeper of the Grove"
2166,"GrindTo10","Kara Kazham!"
1676,"Rank10","Shaky Zipgunner"
1681,"GrindTo15","Street Trickster"
2023,"Rank10","Kobold Geomancer"
2211,"Rank15","Zoobot"
7556,"GrindTo5","Call of the Wild"
14860,"GrindToLegend","Mistress of Mixtures"
140,"Rank10","Shifter Zerus"
1697,"GrindToLegend","Bloodbloom"
16984,"Legend","Bloodhoof Brave"
1281,"Rank5","Baron Geddon"
862,"GrindTo5","Cenarius"
216,"GrindTo5","Krul the Unshackled"
123,"GrindTo10","Pint-Sized Summoner"
232,"other","Cho'gall"
1266,"Legend","Eggnapper"
530,"GrindTo10","Luckydo Buccaneer"
581,"GrindToLegend","Mind Vision"
200,"Legend","Feeding Time"
709,"Rank5","Primal Fusion"
663,"Rank5","Freezing Potion"
109,"Legend","Leper Gnome"
384,"Legend","Forbidden Ritual"
315,"Rank5","Sen'jin Shieldmasta"
111,"Rank15","Worgen Greaser"
126,"Legend","Elven Archer"
372667,"Rank15","Southsea Deckhand"
383753,"GrindTo15","Bloodmage Thalnos"
211340,"other","Arcane Intellect"
435642,"GrindTo15","Consecration"
68176,"GrindTo15","Malchezaar's Imp"
24816,"other","Ethereal Arcanist"
119739,"Rank15","Armorsmith"
132959,"GrindToLegend","Ice Barrier"
108117,"Rank5","Execute"
185729,"Rank15","Mark of the Lotus"
275143,"GrindTo5","Nourish"
64907,"GrindTo15","Lightning Bolt"
53381,"GrindTo15","Flare"
2939,"Legend","Kabal Songstealer"
53164,"other","Knife Juggler"
18784,"Legend","Stampeding Kodo"
467396,"GrindTo5","Primalfin Totem"
24325,"Rank15","Devilsaur Egg"
40688,"Legend","Potion of Madness"
48514,"GrindTo10","Pantry Spider"
7495,"Rank15","Lightspawn"
152612,"Rank5","Savage Roar"
8801,"other","Grimestreet Informant"
24317,"Rank15","Raptor Hatchling"
20527,"GrindToLegend","Faceless Shambler"
781,"other","Shadow Rager"
1505,"other","Wicked Witchdoctor"
2222,"GrindTo15","Blood Knight"
983,"GrindTo10","Polluted Hoarder"
1511,"GrindTo10","Mark of Nature"
8242,"Rank5","Ancient of War"
1921,"GrindTo5","Dispatch Kodo"
353,"GrindTo10","Protect the King!"
653,"Rank10","Cleave"
697,"Rank15","Eternal Sentinel"
614,"Rank5","Giant Mastodon"
3114,"Rank15","Sen'jin Shieldmasta"
1240,"Rank10","Hobart Grapplehammer"
1026,"GrindTo5","Thistle Tea"
1062,"Rank5","Moroes"
182657,"GrindTo15","Polymorph"
99215,"GrindTo15","Shimmering Tempest"
25755,"GrindTo10","Silverware Golem"
172903,"other","Houndmaster"
149215,"Rank15","Inner Fire"
10326,"GrindTo15","Abomination"
57490,"other","Mark of Y'Shaarj"
50991,"other","Alexstrasza"
98327,"Legend","Ice Block"
104852,"GrindToLegend","Naga Corsair"
71056,"Rank10","Grimscale Chum"
337138,"GrindTo5","Jade Spirit"
362864,"GrindTo10","Equality"
18645,"GrindTo15","Shadow Strike"
355977,"GrindTo10","Wild Pyromancer"
70322,"GrindTo10","Wickerflame Burnbristle"
17059,"Legend","Ragnaros, Lightlord"
11219,"GrindTo10","Avian Watcher"
7657,"GrindTo15","Guardian of Kings"
7034,"other","Raza the Chained"
51926,"Rank5","Holy Nova"
51674,"Rank10","Hot Spring Guardian"
23320,"Legend","Armorsmith"
13142,"other","Holy Smite"
13050,"Rank15","Arcane Missiles"
38684,"GrindTo5","Burgly Bully"
2657,"Rank10","Blessing of Wisdom"
65331,"Rank10","SI:7 Agent"
28924,"GrindTo5","Binding Heal"
3271,"GrindTo10","Corruption"
7534,"Rank15","Gorehowl"
5148,"Rank15","Swamp King Dred"
7043,"Rank15","Snake Trap"
843,"GrindTo15","Master of Disguise"
1535,"GrindTo10","Totemic Might"
20654,"GrindTo10","Shadow Word: Horror"
5202,"Rank10","Hammer of Twilight"
2712,"Rank15","Blood Warriors"
8188,"GrindTo10","Stampede"
8201,"Rank15","Seadevil Stinger"
463,"GrindToLegend","Menagerie Magician"
5982,"GrindToLegend","Thoughtsteal"
5165,"GrindTo5","Blowgill Sniper"
475,"Rank15","Light's Justice"
880,"GrindToLegend","Tar Lord"
3241,"GrindTo5","Arcane Missiles"
960,"Rank10","Grimestreet Protector"
271,"GrindTo15","Ravenholdt Assassin"
781,"Rank15","Forked Lightning"
10961,"Legend","Kill Command"
248,"GrindTo10","Ancient Harbinger"
1420,"GrindToLegend","Abusive Sergeant"
1144,"Rank10","Tortollan Primalist"
512,"Rank5","Addled Grizzly"
174,"GrindToLegend","Holy Light"
289,"Legend","Mana Geode"
60985,"other","N'Zoth's First Mate"
66182,"other","Arcanite Reaper"
611089,"GrindTo15","Northshire Cleric"
117033,"Rank10","Kor'kron Elite"
115872,"Rank5","Heroic Strike"
77758,"other","Murloc Warleader"
42013,"GrindTo10","Ornery Direhorn"
24524,"other","Ravenous Pterrordax"
167491,"Rank15","Stonetusk Boar"
400959,"GrindTo15","Devolve"
285131,"GrindTo5","Power of the Wild"
144705,"GrindTo15","Humongous Razorleaf"
320337,"GrindTo15","Flamestrike"
101456,"GrindTo10","Questing Adventurer"
246978,"Rank15","Jeweled Macaw"
167993,"GrindToLegend","Medivh, the Guardian"
3355,"GrindTo10","Blood Warriors"
7270,"other","Bane of Doom"
12550,"GrindTo10","Arcane Missiles"
299367,"GrindTo10","Drakonid Operative"
217931,"Rank15","Doppelgangster"
32264,"Rank5","Silence"
6607,"GrindTo15","Cult Apothecary"
31342,"Rank15","Explosive Trap"
7961,"GrindTo10","Swamp King Dred"
5099,"GrindTo10","Lava Burst"
2226,"other","Cryomancer"
710,"Rank10","Addled Grizzly"
5875,"GrindTo10","Far Sight"
1259,"Rank5","Mark of the Wild"
786,"GrindTo15","Weasel Tunneler"
7178,"GrindTo15","Ironfur Grizzly"
3349,"GrindTo10","Starving Buzzard"
5107,"Rank5","Smuggler's Run"
2587,"Rank5","Renounce Darkness"
1073,"Rank15","Avenging Wrath"
238,"GrindTo15","Grotesque Dragonhawk"
1130,"Rank10","Thistle Tea"
221,"GrindTo10","Silvermoon Guardian"
1610,"Rank5","Shadow Strike"
2148,"Rank5","Spiritsinger Umbra"
1245,"Rank5","Malkorok"
52200,"Legend","Jade Idol"
4507,"GrindToLegend","Cat Trick"
887,"GrindTo5","Avenging Wrath"
1354,"GrindTo5","Doomhammer"
1137,"GrindToLegend","Violet Illusionist"
19140,"GrindTo5","Lightwarden"
1067,"GrindToLegend","Twin Emperor Vek'lor"
433,"GrindTo5","Stolen Goods"
211,"Rank10","Pterrordax Hatchling"
300,"Legend","Grimestreet Enforcer"
432,"GrindTo10","Misdirection"
1067,"Rank5","Shadow Sensei"
178,"GrindTo5","Young Priestess"
135,"GrindTo15","Darkspeaker"
11854,"GrindTo10","Small-Time Buccaneer"
69509,"Rank10","Leeroy Jenkins"
256757,"GrindTo10","Bittertide Hydra"
92107,"other","Flamestrike"
158121,"other","Alleycat"
257085,"Rank5","Jade Lightning"
246648,"Rank5","Gadgetzan Auctioneer"
8017,"GrindTo15","Clutchmother Zavas"
14670,"GrindTo15","Y'Shaarj, Rage Unbound"
40614,"GrindToLegend","Book Wyrm"
11722,"GrindTo5","Flame Imp"
116197,"Rank10","Bloodsail Raider"
108219,"GrindToLegend","Stampeding Kodo"
115228,"Legend","Fireball"
35107,"Rank15","Cabal Shadow Priest"
234412,"Rank5","Swipe"
253866,"Rank10","Power Word: Shield"
31632,"Rank15","Wickerflame Burnbristle"
58783,"other","Murloc Tidecaller"
1028,"GrindTo5","Claw"
54333,"Legend","Primalfin Totem"
29584,"Rank15","Flame Imp"
16052,"GrindTo5","Shadow Word: Horror"
12780,"GrindTo10","Mind Vision"
8467,"other","Lightfused Stegodon"
2465,"other","Frost Shock"
21205,"Rank15","Stubborn Gastropod"
45207,"Rank5","Spellbreaker"
76088,"Rank5","Divine Spirit"
21051,"Rank10","Infested Tauren"
3987,"GrindTo10","Stand Against Darkness"
3086,"other","Stormcrack"
4747,"Rank5","Darkshire Librarian"
308,"Rank15","Fel Orc Soulfiend"
2847,"GrindTo15","Darkscale Healer"
4224,"Rank10","Onyx Bishop"
55927,"Legend","Nourish"
3127,"Rank15","Starfire"
5842,"Rank10","Grimestreet Enforcer"
1050,"other","Illidan Stormrage"
905,"GrindTo15","Krul the Unshackled"
1485,"Rank5","Soggoth the Slitherer"
458,"GrindTo5","Smuggler's Crate"
4179,"Rank15","Smuggler's Crate"
1479,"GrindToLegend","C'Thun"
960,"other","Eye for an Eye"
460,"GrindTo10","Spiked Hogrider"
268,"GrindTo5","Finders Keepers"
954,"Rank5","Kara Kazham!"
346,"Rank15","Tinkmaster Overspark"
