"player_class","card_name","times_played","wins"
"PALADIN","Justicar Trueheart",349,176
"ROGUE","Seadevil Stinger",348,129
"WARLOCK","Mindgames",348,153
"WARLOCK","Flash Heal",348,178
"PRIEST","Shield Block",347,199
"HUNTER","Dagger Mastery",347,145
"DRUID","Onyxia",346,198
"DRUID","Bananas",345,194
"WARRIOR","Protect the King!",345,89
"ROGUE","Kidnapper",345,146
"ROGUE","Wildwalker",344,180
"ROGUE","Netherspite Historian",344,156
"MAGE","Drain Life",344,178
"PRIEST","Malchezaar's Imp",344,195
"HUNTER","Don Han'Cho",344,121
"PRIEST","Rhonin",343,203
"PRIEST","Flame Imp",342,191
"ROGUE","Healing Touch",341,134
"DRUID","Mind Spike",341,182
"WARRIOR","Mukla, Tyrant of the Vale",341,161
"SHAMAN","Netherspite Historian",341,161
"SHAMAN","Frost Shock",340,161
"PRIEST","The Beast",340,179
"ROGUE","Sen'jin Shieldmasta",340,132
"DRUID","Refreshment Vendor",339,130
"HUNTER","Second-Rate Bruiser",339,132
"SHAMAN","Onyxia",339,156
"WARLOCK","Shifting Shade",339,178
"PRIEST","Wobbling Runts",337,178
"WARLOCK","Arcane Blast",337,173
"ROGUE","Grommash Hellscream",337,214
"WARLOCK","Sergeant Sally",336,157
"ROGUE","Pyroblast",335,203
"MAGE","Secretkeeper",335,140
"MAGE","Ysera Awakens",335,230
"PRIEST","Cursed!",335,147
"PRIEST","Equality",334,109
"ROGUE","Cho'gall",333,121
"MAGE","Laughing Sister",332,231
"ROGUE","Jungle Moonkin",332,161
"WARLOCK","Holy Nova",331,166
"PALADIN","Southsea Captain",331,133
"WARRIOR","Nat, the Darkfisher",330,142
"WARRIOR","Hogger, Doom of Elwynn",330,141
"PRIEST","Shaku, the Collector",330,211
"WARRIOR","Y'Shaarj, Rage Unbound",330,148
"PRIEST","Fierce Monkey",329,170
"ROGUE","Cenarius",329,169
"ROGUE","Brawl",328,73
"SHAMAN","Bloodsail Corsair",328,163
"ROGUE","Cursed Blade",328,142
"WARLOCK","Spellbender",328,180
"WARLOCK","Cabal Shadow Priest",327,208
"MAGE","Mind Blast",327,229
"PALADIN","Shieldbearer",326,109
"DRUID","Menagerie Magician",326,173
"WARLOCK","Dragon's Breath",326,175
"ROGUE","Twisting Nether",326,82
"WARRIOR","Anub'arak",325,139
"ROGUE","Gorehowl",325,191
"WARLOCK","Resurrect",325,150
"SHAMAN","Youthful Brewmaster",324,158
"SHAMAN","Healing Totem",324,197
"WARRIOR","Faceless Manipulator",323,137
"WARLOCK","Animated Armor",322,148
"PRIEST","Animal Companion",322,214
"WARLOCK","Manic Soulcaster",322,182
"ROGUE","Abomination",322,77
"WARRIOR","Rampage",321,123
"WARLOCK","Priest of the Feast",320,167
"WARRIOR","Gruul",320,151
"WARLOCK","Violet Illusionist",319,130
"ROGUE","Wisps of the Old Gods",319,180
"MAGE","Emerald Drake",319,230
"WARLOCK","Bananas",319,154
"WARRIOR","Moroes",318,127
"PRIEST","Flame Juggler",318,124
"ROGUE","Totemic Call",318,95
"WARRIOR","Wickerflame Burnbristle",318,143
"SHAMAN","Elise Starseeker",317,132
"WARLOCK","Shattered Sun Cleric",317,124
"WARLOCK","Wilfred Fizzlebang",315,168
"WARRIOR","Ragnaros, Lightlord",315,146
"ROGUE","Fool's Bane",315,111
"WARRIOR","Eydis Darkbane",314,137
"PRIEST","Jade Blossom",313,121
"PRIEST","Moat Lurker",312,136
"PRIEST","Dread Infernal",312,186
"MAGE","DOOM!",310,172
"PRIEST","Kabal Trafficker",310,173
"PRIEST","Doomguard",310,211
"DRUID","Arch-Thief Rafaam",309,179
"MAGE","Temple Enforcer",309,189
"ROGUE","Succubus",309,99
"MAGE","Nightmare",309,223
"WARRIOR","Edwin VanCleef",308,129
"HUNTER","Worgen Infiltrator",307,126
"WARRIOR","Kazakus",307,156
"ROGUE","Bolster",307,112
"MAGE","Twin Emperor Vek'lor",307,158
"MAGE","Dream",307,190
"ROGUE","INFERNO!",306,117
"SHAMAN","Bananas",306,186
"WARLOCK","Blackwing Technician",305,161
"SHAMAN","Disciple of C'Thun",305,121
"WARLOCK","Shadow Madness",304,153
"ROGUE","Stolen Goods",304,113
"WARRIOR","Cursed!",304,151
"PRIEST","Patches the Pirate",304,146
"MAGE","Weasel Tunneler",304,170
"DRUID","Medivh, the Guardian",304,166
"DRUID","Weasel Tunneler",304,160
"WARLOCK","Kabal Songstealer",303,186
"PALADIN","Eye for an Eye",303,121
"ROGUE","Inkmaster Solia",303,103
"PALADIN","Wolfrider",303,120
"PRIEST","Fearsome Doomguard",303,174
"MAGE","Faceless Manipulator",303,143
"DRUID","Spellbreaker",302,139
"WARRIOR","King Krush",302,162
"ROGUE","Anomalus",302,71
"PALADIN","Faceless Manipulator",300,153
"PRIEST","Twilight Geomancer",300,121
"PRIEST","Krul the Unshackled",300,175
"ROGUE","Bloodsail Corsair",300,143
"PRIEST","Y'Shaarj, Rage Unbound",300,161
"DRUID","Jade Golem",299,174
"DRUID","Cursed!",299,158
"WARRIOR","Nozdormu",299,135
"ROGUE","Luckydo Buccaneer",298,139
"PALADIN","Wrathion",298,138
"WARLOCK","Ironbeak Owl",296,137
"WARLOCK","Gormok the Impaler",296,149
"DRUID","Jungle Moonkin",295,157
"WARRIOR","Blood Warriors",295,133
"WARLOCK","Bog Creeper",294,151
"WARLOCK","Onyx Bishop",294,159
"ROGUE","Ancient of Lore",294,132
"WARLOCK","Effigy",294,163
"MAGE","Shadow Word: Horror",293,138
"MAGE","Excess Mana",293,109
"WARRIOR","Bolf Ramshield",293,127
"DRUID","Bilefin Tidehunter",293,109
"ROGUE","Genzo, the Shark",292,142
"PALADIN","Lorewalker Cho",292,119
"WARLOCK","Nefarian",291,187
"WARRIOR","Sunwalker",291,93
"PRIEST","Tiny Knight of Evil",290,182
"PRIEST","Savannah Highmane",290,224
"ROGUE","DOOM!",290,113
"MAGE","Power Word: Tentacles",289,175
"PRIEST","Counterfeit Coin",289,130
"ROGUE","Lord Jaraxxus",289,97
"WARLOCK","Lightwell",287,164
"MAGE","Cho'gall",287,161
"ROGUE","Dark Bargain",286,80
"WARRIOR","Illidan Stormrage",286,121
"PALADIN","Silver Hand Recruit",286,118
"DRUID","Kobold Geomancer",285,134
"DRUID","Big Game Hunter",285,159
"WARLOCK","Kabal Talonpriest",285,165
"WARLOCK","Rhonin",285,160
"WARRIOR","Fjola Lightbane",285,132
"WARLOCK","Golden Monkey",285,104
"PRIEST","Big Game Hunter",284,135
"WARLOCK","Greater Arcane Missiles",284,136
"WARLOCK","Dagger Mastery",284,82
"ROGUE","Sacrificial Pact",284,172
"WARRIOR","Al'Akir the Windlord",284,158
"DRUID","Gnomish Inventor",284,131
"WARRIOR","Eadric the Pure",283,128
"WARRIOR","King Mukla",283,132
"WARLOCK","DOOM!",282,127
"DRUID","Forbidden Ancient",281,130
"PRIEST","Arch-Thief Rafaam",281,149
"WARRIOR","Auctionmaster Beardo",280,112
"WARLOCK","Abomination",280,130
"PRIEST","Smuggler's Run",278,175
"ROGUE","Wilfred Fizzlebang",278,83
"ROGUE","Volcanic Lumberer",278,140
"ROGUE","Moat Lurker",277,96
"SHAMAN","Moat Lurker",277,126
"WARLOCK","Arch-Thief Rafaam",277,157
"WARRIOR","Bog Creeper",275,106
"WARRIOR","Icehowl",275,130
"ROGUE","Youthful Brewmaster",275,101
"PRIEST","Void Terror",275,159
"WARLOCK","The Black Knight",275,163
"ROGUE","Faerie Dragon",275,111
"ROGUE","Sunfury Protector",274,106
"SHAMAN","Arcane Missiles",274,168
"MAGE","Soulfire",274,139
"DRUID","Book Wyrm",274,131
"WARRIOR","Gormok the Impaler",273,126
"MAGE","Shadowfiend",273,149
"WARLOCK","Power Word: Glory",273,136
"PRIEST","Wickerflame Burnbristle",273,133
"PRIEST","Jade Shuriken",273,162
"PRIEST","Fandral Staghelm",273,116
"PALADIN","Scarlet Crusader",273,89
"MAGE","Arch-Thief Rafaam",272,157
"WARRIOR","Big Game Hunter",271,136
"PRIEST","Street Trickster",271,141
"PRIEST","Void Crusher",270,131
"PALADIN","Corrupted Seer",270,80
"ROGUE","Polluted Hoarder",270,111
"PRIEST","Pit Lord",268,166
"WARLOCK","Arcane Intellect",267,130
"PRIEST","Spawn of N'Zoth",267,140
"WARLOCK","Ice Lance",267,119
"WARRIOR","Confessor Paletress",266,127
"PRIEST","Drain Life",266,126
"PRIEST","Undercity Huckster",265,150
"SHAMAN","Bog Creeper",265,116
"SHAMAN","Wolfrider",264,120
"PALADIN","Elven Archer",264,109
"PRIEST","Sacrificial Pact",264,219
"WARRIOR","Millhouse Manastorm",263,103
"WARRIOR","Huge Toad",263,110
"WARLOCK","Silence",262,123
"HUNTER","Dreadscale",262,99
"ROGUE","Nefarian",261,119
"ROGUE","Darkshire Librarian",261,89
"WARLOCK","Pyroblast",260,214
"MAGE","Sunwalker",260,129
"WARLOCK","Mind Control",260,166
"DRUID","Faceless Shambler",260,148
"ROGUE","Virmen Sensei",259,131
"HUNTER","Avian Watcher",259,94
"WARLOCK","Twilight Geomancer",259,130
"WARRIOR","The Mistcaller",258,121
"WARRIOR","Xaril, Poisoned Mind",258,116
"WARRIOR","Cenarius",257,126
"SHAMAN","Prince Malchezaar",255,91
"WARRIOR","Shaku, the Collector",254,107
"ROGUE","Life Tap",254,105
"DRUID","Jade Golem",254,168
"PRIEST","Baron Geddon",253,131
"SHAMAN","Street Trickster",253,117
"MAGE","Lightspawn",252,139
"ROGUE","Elise Starseeker",252,92
"ROGUE","Weasel Tunneler",251,92
"PRIEST","Grimestreet Outfitter",250,158
"WARRIOR","Hungry Dragon",250,103
"WARRIOR","Malygos",248,110
"PRIEST","Dire Wolf Alpha",247,156
"ROGUE","Poisoned Blade",247,108
"PALADIN","Stonetusk Boar",247,90
"WARRIOR","Knuckles",246,107
"PALADIN","Gnomish Inventor",245,121
"PRIEST","Quick Shot",245,150
"WARRIOR","The Boogeymonster",245,115
"HUNTER","Leper Gnome",244,100
"PALADIN","Deathwing",244,96
"MAGE","Eater of Secrets",243,115
"DRUID","Leeroy Jenkins",243,138
"PRIEST","Elemental Destruction",243,111
"ROGUE","Blood Warriors",243,107
"WARRIOR","Nat Pagle",243,87
"WARRIOR","Amani Berserker",243,84
"WARLOCK","Finja, the Flying Star",242,116
"ROGUE","Knight of the Wild",242,106
"PALADIN","Chromaggus",242,124
"WARRIOR","Defender of Argus",242,97
"WARLOCK","Prophet Velen",242,135
"WARLOCK","Cho'gall",242,128
"ROGUE","Menagerie Warden",242,121
"WARRIOR","Medivh, the Guardian",242,116
"WARLOCK","Grimscale Oracle",242,94
"MAGE","Justicar Trueheart",241,136
"WARRIOR","Raza the Chained",241,115
"DRUID","Justicar Trueheart",241,123
"WARRIOR","White Eyes",240,140
"ROGUE","Twilight Drake",240,128
"WARLOCK","Spawn of N'Zoth",239,113
"WARRIOR","Mayor Noggenfogger",239,74
"ROGUE","Cult Apothecary",238,82
"PRIEST","Unlicensed Apothecary",238,127
"PRIEST","Solemn Vigil",238,115
"HUNTER","Ironfur Grizzly",238,85
"SHAMAN","Knife Juggler",238,97
"PRIEST","Beneath the Grounds",237,144
"WARLOCK","Mass Dispel",236,121
"WARLOCK","Servant of Yogg-Saron",236,91
"PRIEST","Al'Akir the Windlord",235,172
"WARRIOR","Blackwater Pirate",235,91
"ROGUE","Excess Mana",234,75
"PRIEST","Herald Volazj",234,132
"WARRIOR","The Beast",234,112
"SHAMAN","Ancestral Healing",234,81
"PALADIN","Sergeant Sally",233,69
"PRIEST","Brawl",233,96
"ROGUE","Blade Flurry",233,76
"WARLOCK","Pint-Size Potion",232,134
"WARLOCK","Soul Tap",231,113
"WARLOCK","Twilight Flamecaller",230,119
"HUNTER","Patches the Pirate",230,84
"WARLOCK","Seadevil Stinger",230,79
"PALADIN","Nightmare",229,161
"WARRIOR","Cursed Blade",229,112
"HUNTER","Jungle Panther",229,86
"PALADIN","C'Thun",229,129
"DRUID","Alarm-o-Bot",229,111
"PRIEST","Kun the Forgotten King",228,131
"PALADIN","Murloc Tinyfin",228,71
"HUNTER","Zoobot",228,99
"PRIEST","Spreading Madness",227,76
"PRIEST","Coldarra Drake",227,168
"PRIEST","DOOM!",226,109
"DRUID","Stampeding Kodo",226,112
"WARRIOR","Dire Wolf Alpha",226,112
"PALADIN","Ysera Awakens",226,165
"PALADIN","Drakonid Crusher",225,113
"DRUID","Tomb Spider",225,94
"PRIEST","Finders Keepers",225,141
"DRUID","Elise Starseeker",225,88
"ROGUE","Dark Iron Dwarf",223,113
"WARRIOR","Scaled Nightmare",223,98
"PALADIN","Map to the Golden Monkey",223,90
"MAGE","Cursed!",223,106
"PRIEST","Journey Below",223,123
"ROGUE","Book Wyrm",223,113
"PALADIN","Stormwind Knight",223,99
"PRIEST","Ravaging Ghoul",222,126
"WARRIOR","Aviana",222,98
"WARLOCK","Coldlight Seer",222,90
"PALADIN","Ironbeak Owl",221,95
"WARRIOR","Rhonin",221,107
"WARRIOR","Kun the Forgotten King",221,114
"PRIEST","Tentacle of N'Zoth",221,82
"MAGE","Gnomish Inventor",220,89
"WARLOCK","Huge Toad",220,79
"WARRIOR","Axe Flinger",220,90
"MAGE","Cult Apothecary",220,97
"MAGE","Kara Kazham!",219,115
"SHAMAN","Searing Totem",219,118
"ROGUE","Violet Illusionist",219,122
"MAGE","Succubus",219,81
"WARLOCK","Flamewaker",219,115
"WARRIOR","Sergeant Sally",218,86
"WARRIOR","Madam Goya",218,88
"WARRIOR","Raging Worgen",218,76
"PRIEST","Wrathguard",218,116
"WARLOCK","Drakonid Operative",217,119
"ROGUE","Embrace the Shadow",217,72
"PRIEST","Earth Shock",217,113
"WARRIOR","Refreshment Vendor",216,84
"ROGUE","Krul the Unshackled",216,67
"ROGUE","Kun the Forgotten King",216,96
"PALADIN","Dream",216,146
"PRIEST","Grimestreet Enforcer",215,141
"PALADIN","Laughing Sister",215,121
"PRIEST","Curse of Rafaam",215,124
"WARLOCK","Frostwolf Warlord",215,116
"WARRIOR","Rend Blackhand",215,103
"WARLOCK","Spellslinger",214,79
"SHAMAN","Blackwing Technician",214,100
"DRUID","Prince Malchezaar",214,86
"MAGE","Power Overwhelming",214,122
"PRIEST","Reinforce",214,103
"WARLOCK","Temple Enforcer",213,120
"WARRIOR","Orgrimmar Aspirant",213,86
"PRIEST","Sorcerer's Apprentice",213,120
"PRIEST","Xaril, Poisoned Mind",213,119
"DRUID","Worthless Imp",213,100
"PRIEST","Mana Wyrm",213,124
"HUNTER","Harrison Jones",213,96
"WARLOCK","Chromaggus",212,118
"WARLOCK","Shadowfiend",211,106
"PRIEST","Demonfire",210,90
"PALADIN","Murloc Raider",210,61
"ROGUE","Cursed!",210,102
"PALADIN","Emerald Drake",209,138
"ROGUE","Daring Reporter",209,60
"PRIEST","Tinkmaster Overspark",208,87
"WARLOCK","Arcane Explosion",208,111
"PALADIN","Prince Malchezaar",207,81
"WARRIOR","Weasel Tunneler",207,77
"WARRIOR","Dreadscale",206,70
"SHAMAN","Jade Golem",206,112
"HUNTER","Yogg-Saron, Hope's End",206,77
"WARLOCK","Power Word: Tentacles",206,111
"WARLOCK","The Curator",206,103
"PRIEST","Kill Command",206,121
"MAGE","Holy Champion",205,113
"PRIEST","Animated Armor",204,93
"PRIEST","Zoobot",202,107
"PRIEST","Zealous Initiate",201,79
"PRIEST","Sergeant Sally",201,86
"HUNTER","Dirty Rat",200,75
"PALADIN","The Silver Hand",200,112
"PRIEST","Bloodhoof Brave",200,131
"DRUID","Ancient of Blossoms",200,83
"DRUID","Knife Juggler",199,80
"MAGE","Wyrmrest Agent",198,86
"WARLOCK","Malygos",198,124
"PRIEST","Servant of Yogg-Saron",198,80
"MAGE","Baron Geddon",198,111
"SHAMAN","Yogg-Saron, Hope's End",198,89
"DRUID","Earthen Ring Farseer",198,79
"SHAMAN","Faerie Dragon",198,77
"PRIEST","Call of the Wild",198,144
"PRIEST","Eater of Secrets",197,74
"ROGUE","Aviana",197,73
"WARLOCK","Convert",197,101
"PRIEST","Frost Giant",196,112
"SHAMAN","Gnomish Inventor",196,82
"SHAMAN","Justicar Trueheart",196,106
"PRIEST","Naturalize",195,98
"ROGUE","Worgen Infiltrator",195,82
"MAGE","Confuse",195,88
"ROGUE","Ancient Shieldbearer",195,87
"MAGE","Curse of Rafaam",195,114
"DRUID","Questing Adventurer",194,100
"PRIEST","Burgle",194,104
"SHAMAN","Murloc Raider",194,75
"PALADIN","Hogger",194,78
"HUNTER","Arcane Giant",194,79
"PALADIN","Tank Up!",193,134
"WARRIOR","Doppelgangster",193,56
"SHAMAN","Beckoner of Evil",193,74
"DRUID","Blackwing Technician",193,88
"PRIEST","Argent Squire",192,99
"HUNTER","Doppelgangster",192,69
"WARRIOR","Prophet Velen",192,79
"SHAMAN","Harvest Golem",192,82
"DRUID","Evolved Kobold",192,107
"MAGE","Spreading Madness",192,56
"PRIEST","Lava Shock",192,103
"PRIEST","Lotus Agents",191,113
"PRIEST","Anomalus",190,78
"PRIEST","Eydis Darkbane",190,88
"HUNTER","Refreshment Vendor",190,64
"WARLOCK","Mana Wyrm",190,87
"SHAMAN","Arcane Giant",190,89
"WARLOCK","Summoning Portal",190,91
"WARRIOR","Princess Huhuran",190,78
"MAGE","Mountain Giant",189,105
"DRUID","Jade Golem",189,120
"HUNTER","Burgly Bully",189,81
"MAGE","Crazed Worshipper",189,81
"PRIEST","Runic Egg",187,76
"SHAMAN","Dust Devil",186,73
"HUNTER","Ball of Spiders",186,69
"WARLOCK","Doomcaller",186,109
"MAGE","Amani Berserker",186,78
"MAGE","Totemic Call",185,66
"SHAMAN","Tinkmaster Overspark",185,84
"PRIEST","Stormcrack",185,106
"PRIEST","Bloodsail Raider",184,112
"PRIEST","Kara Kazham!",184,82
"MAGE","Divine Spirit",184,104
"PRIEST","Shiv",184,96
"PRIEST","Dagger Mastery",184,76
"SHAMAN","Southsea Captain",183,96
"ROGUE","Repentance",183,103
"ROGUE","Reinforce",183,54
"WARLOCK","Wolfrider",182,81
"WARRIOR","Jeweled Scarab",182,71
"PALADIN","Youthful Brewmaster",182,86
"ROGUE","Captain Greenskin",182,85
"PRIEST","Leper Gnome",181,72
"ROGUE","Grand Crusader",181,85
"MAGE","Wild Pyromancer",181,77
"WARRIOR","Fandral Staghelm",181,69
"PRIEST","Ancestral Spirit",180,101
"PRIEST","Mad Bomber",180,79
"MAGE","Spawn of Shadows",180,88
"WARRIOR","Harvest Golem",179,81
"WARRIOR","Twilight Geomancer",179,60
"PALADIN","Friendly Bartender",179,57
"WARLOCK","Mind Blast",179,135
"PALADIN","Twin Emperor Vek'lor",178,99
"WARRIOR","Acidmaw",178,76
"ROGUE","Abusive Sergeant",178,81
"PRIEST","Spellslinger",178,80
"HUNTER","Harvest Golem",178,79
"PRIEST","Injured Kvaldir",178,79
"PALADIN","Scaled Nightmare",177,90
"ROGUE","Gnomish Inventor",176,58
"PRIEST","Dark Arakkoa",175,74
"WARLOCK","Imp Master",175,66
"ROGUE","Selfless Hero",175,94
"MAGE","Sir Finley Mrrgglton",175,63
"PRIEST","The Black Knight",175,86
"HUNTER","Young Dragonhawk",174,70
"PRIEST","Forbidden Ritual",174,87
"ROGUE","Kazakus Potion",174,87
"DRUID","Harvest Golem",174,75
"ROGUE","Hammer of Wrath",173,95
"SHAMAN","Shattered Sun Cleric",173,88
"ROGUE","Blessing of Might",173,110
"HUNTER","Piranha Launcher",172,82
"ROGUE","Roaring Torch",171,85
"DRUID","Ironbeak Owl",171,75
"PRIEST","Ironbeak Owl",171,65
"WARLOCK","Sorcerer's Apprentice",171,71
"SHAMAN","Jade Golem",171,100
"HUNTER","Coldlight Oracle",171,53
"PRIEST","Ancestral Knowledge",170,82
"SHAMAN","Alexstrasza",170,90
"WARRIOR","Hallazeal the Ascended",170,68
"WARLOCK","Lightspawn",170,86
"MAGE","Abomination",170,66
"PRIEST","Stormwind Knight",170,65
"MAGE","Demonfire",169,74
"PRIEST","Cult Sorcerer",169,89
"WARRIOR","Abomination",169,52
"ROGUE","Ysera",169,88
"WARLOCK","Divine Spirit",168,102
"WARLOCK","Mad Bomber",168,81
"WARLOCK","Anomalus",168,63
"PALADIN","Moroes",167,70
"WARRIOR","Aya Blackpaw",167,64
"PRIEST","Lorewalker Cho",167,70
"DRUID","Hogger",166,77
"SHAMAN","Refreshment Vendor",166,72
"ROGUE","Blessing of Wisdom",166,100
"ROGUE","Wolfrider",166,62
"SHAMAN","Twilight Elder",165,66
"WARLOCK","Infernal",165,108
"WARRIOR","Herald Volazj",165,86
"SHAMAN","Frostwolf Warlord",164,73
"SHAMAN","Moroes",164,74
"PRIEST","Ancestral Healing",164,102
"ROGUE","The Skeleton Knight",164,74
"PRIEST","Blood To Ichor",164,98
"ROGUE","Seal of Champions",164,108
"ROGUE","Eye for an Eye",164,74
"PRIEST","Worthless Imp",164,60
"DRUID","The Black Knight",163,83
"PRIEST","Forked Lightning",163,88
"SHAMAN","Totemic Slam",163,119
"DRUID","Arcane Anomaly",163,65
"DRUID","Jade Golem",163,92
"WARRIOR","Anomalus",163,71
"ROGUE","Redemption",163,97
"MAGE","Sharp Fork",163,104
"PRIEST","Earth Elemental",162,109
"SHAMAN","Dread Corsair",162,65
"PRIEST","Fist of Jaraxxus",162,73
"PALADIN","Deathwing, Dragonlord",161,81
"WARLOCK","Molten Giant",161,69
"DRUID","Worgen Infiltrator",161,64
"DRUID","Knight of the Wild",160,48
"WARLOCK","Roaring Torch",160,96
"HUNTER","Netherspite Historian",160,61
"DRUID","Abomination",160,59
"WARRIOR","Kazakus Potion",160,77
"PRIEST","DIE, INSECT!",160,89
"PRIEST","Eaglehorn Bow",160,120
"SHAMAN","Madam Goya",160,79
"MAGE","Lesser Heal",160,72
"MAGE","Inner Fire",160,80
"HUNTER","Ironbeak Owl",160,60
"PRIEST","Twilight Flamecaller",159,72
"HUNTER","Brave Archer",158,57
"PALADIN","Djinni of Zephyrs",158,76
"SHAMAN","Mukla's Champion",158,79
"MAGE","Herald Volazj",158,101
"DRUID","Wrathion",157,78
"WARLOCK","Coldarra Drake",157,80
"SHAMAN","Deathwing",157,43
"PRIEST","Freezing Trap",156,109
"DRUID","Skeram Cultist",156,65
"HUNTER","Menagerie Magician",155,76
"PALADIN","Baron Geddon",155,71
"PRIEST","Aviana",155,82
"HUNTER","Blackwing Corruptor",155,70
"PRIEST","Explosive Trap",154,98
"ROGUE","Consecration",154,95
"ROGUE","Noble Sacrifice",154,89
"WARRIOR","Argent Squire",154,62
"ROGUE","Anubisath Sentinel",153,69
"ROGUE","Blessing of Kings",153,102
"DRUID","King Mukla",153,71
"DRUID","Psych-o-Tron",153,65
"MAGE","Usher of Souls",153,87
"WARRIOR","Archmage Antonidas",152,75
"PRIEST","Grimestreet Informant",152,95
"SHAMAN","Crazed Alchemist",152,74
"HUNTER","Stonetusk Boar",152,39
"DRUID","Nexus-Champion Saraad",152,74
"ROGUE","Blackwing Technician",151,78
"PALADIN","Crazed Worshipper",151,58
"MAGE","Sacrificial Pact",151,130
"ROGUE","Sword of Justice",151,81
"ROGUE","Divine Strength",151,93
"MAGE","Twilight Darkmender",151,91
"ROGUE","Truesilver Champion",151,86
"MAGE","Chromaggus",150,73
"ROGUE","Avenging Wrath",150,82
"PRIEST","Moonglade Portal",150,96
"PRIEST","Deadly Shot",149,90
"MAGE","Stampeding Kodo",149,78
"PRIEST","Mark of the Wild",149,94
"DRUID","The Skeleton Knight",149,67
"PRIEST","Power of the Wild",148,104
"PRIEST","Rockbiter Weapon",148,99
"ROGUE","Explorer's Hat",148,73
"ROGUE","Argent Protector",148,86
"WARRIOR","Cho'gall",148,60
"SHAMAN","Hired Gun",148,73
"ROGUE","Grimestreet Outfitter",148,78
"ROGUE","Humility",148,75
"WARLOCK","Holy Champion",148,77
"PRIEST","Kabal Demon",148,76
"ROGUE","The Storm Guardian",148,74
"SHAMAN","The Skeleton Knight",147,74
"WARLOCK","Eerie Statue",147,72
"MAGE","Worthless Imp",147,76
"PRIEST","Anub'arak",147,100
"ROGUE","Drakonid Crusher",147,72
"WARLOCK","Shadowform",146,81
"WARRIOR","Krul the Unshackled",146,60
"PALADIN","Crazed Alchemist",146,57
"MAGE","Hooded Acolyte",146,71
"WARRIOR","Fireball",145,88
"WARRIOR","Inkmaster Solia",144,55
"WARLOCK","Moroes",144,48
"PALADIN","Abomination",144,46
"SHAMAN","Zoobot",143,67
"ROGUE","Silvermoon Portal",143,83
"MAGE","Armor Up!",143,38
"PRIEST","Frost Shock",143,85
"ROGUE","Smuggler's Run",143,82
"ROGUE","The Tidal Hand",142,65
"MAGE","Bluegill Warrior",142,55
"PRIEST","Moroes",142,57
"WARRIOR","Psych-o-Tron",142,45
"ROGUE","Dragon Consort",142,83
"ROGUE","Holy Light",142,67
"PRIEST","Keeper of Uldaman",142,73
"HUNTER","Deathwing",142,35
"SHAMAN","Ironbeak Owl",142,59
"ROGUE","A Light in the Darkness",142,77
"PALADIN","Weasel Tunneler",142,61
"HUNTER","Bestial Wrath",141,72
"ROGUE","Competitive Spirit",141,87
"PRIEST","Mark of the Lotus",141,101
"WARLOCK","Justicar Trueheart",141,68
"MAGE","Leeroy Jenkins",141,73
"ROGUE","Solemn Vigil",141,80
"WARLOCK","Twilight Summoner",140,82
"ROGUE","Demonfuse",140,48
"ROGUE","Grimscale Chum",140,62
"PALADIN","Eater of Secrets",140,64
"PRIEST","Gang Up",140,72
"PRIEST","Windfury",140,98
"PRIEST","Hogger",139,66
"DRUID","Twilight Drake",139,79
"ROGUE","Grimestreet Enforcer",139,87
"ROGUE","Argent Lance",139,76
"WARLOCK","Skeram Cultist",139,85
"ROGUE","Rallying Blade",139,79
"SHAMAN","Fireball",139,105
"ROGUE","Hand of Protection",139,78
"DRUID","Fight Promoter",139,81
"PALADIN","Zoobot",139,59
"SHAMAN","Coliseum Manager",139,64
"DRUID","Cult Master",138,62
"WARLOCK","Midnight Drake",138,62
"PRIEST","Backstreet Leper",138,65
"SHAMAN","Sea Giant",137,70
"WARLOCK","Cult Sorcerer",137,69
"DRUID","Moroes",137,51
"WARRIOR","Skeram Cultist",136,53
"WARLOCK","Baron Geddon",136,67
"WARLOCK","Gadgetzan Socialite",136,52
"HUNTER","Bloodfen Raptor",135,43
"ROGUE","Light's Justice",135,69
"SHAMAN","Cult Master",135,68
"ROGUE","Flame Juggler",134,50
"PRIEST","Nat Pagle",134,49
"MAGE","Fist of Jaraxxus",134,60
"MAGE","Harvest Golem",134,65
"MAGE","Mad Bomber",134,52
"PALADIN","Onyxia",134,72
"ROGUE","Murloc Knight",133,68
"SHAMAN","Jungle Panther",133,65
"WARRIOR","Tentacles for Arms",133,49
"ROGUE","Varian Wrynn",133,69
"WARRIOR","Novice Engineer",133,37
"SHAMAN","Faceless Shambler",133,57
"PRIEST","Far Sight",133,69
"DRUID","Stonetusk Boar",133,64
"MAGE","Twilight Whelp",133,64
"DRUID","Gruul",132,76
"PRIEST","Friendly Bartender",132,39
"ROGUE","Keeper of Uldaman",132,68
"PRIEST","Headcrack",132,86
"WARRIOR","Youthful Brewmaster",132,67
"WARLOCK","Inner Fire",131,60
"ROGUE","Bananas",131,70
"PRIEST","Bloodsail Corsair",130,60
"MAGE","Tinkmaster Overspark",130,52
"MAGE","DIE, INSECT!",130,87
"SHAMAN","Jade Golem",130,70
"PRIEST","Ethereal Peddler",130,92
"ROGUE","Getaway Kodo",130,78
"PRIEST","Blubber Baron",130,66
"SHAMAN","Reckless Rocketeer",130,62
"PALADIN","Naga Corsair",129,50
"DRUID","Drakonid Crusher",129,86
"PRIEST","Toxic Sewer Ooze",129,58
"ROGUE","Silithid Swarmer",129,58
