predator_class,predator_name,num_patches_killed
PRIEST,Mountain Giant,6
PALADIN,Mysterious Challenger,6
ROGUE,Arcane Shot,6
DRUID,Addled Grizzly,6
WARRIOR,Ironbeak Owl,6
PRIEST,Jeweled Scarab,6
MAGE,Questing Adventurer,6
WARLOCK,Priest of the Feast,6
PRIEST,Crystal,6
PRIEST,Menagerie Magician,6
PRIEST,Voodoo Doctor,6
ROGUE,Shado-Pan Rider,6
SHAMAN,Reno Jackson,6
WARLOCK,Wisp,6
SHAMAN,Mind Control Tech,6
PRIEST,Spellbreaker,6
DRUID,Faceless Summoner,6
WARLOCK,Ancient Watcher,6
MAGE,Slime,6
WARRIOR,Totem Golem,6
SHAMAN,Refreshment Vendor,6
PRIEST,Dalaran Aspirant,6
ROGUE,Wisp,6
SHAMAN,C'Thun,6
ROGUE,Sen'jin Shieldmasta,6
WARLOCK,Drakonid Crusher,6
WARLOCK,Whirlwind,6
ROGUE,Jade Golem,6
MAGE,Razorfen Hunter,6
SHAMAN,Eternal Sentinel,6
MAGE,Jade Golem,6
PALADIN,Multi-Shot,6
PRIEST,Twilight Darkmender,6
DRUID,Fan of Knives,6
DRUID,Demonfire,6
WARRIOR,Emerald Drake,6
PALADIN,Baine Bloodhoof,6
MAGE,Lightning Storm,6
PALADIN,Twilight Elder,6
DRUID,Dire Wolf Alpha,6
WARLOCK,Loot Hoarder,6
MAGE,Murloc Tinyfin,6
PRIEST,Frog,6
PRIEST,Prince Malchezaar,6
PRIEST,Explosive Trap,6
PRIEST,Water Elemental,6
WARRIOR,Blade Flurry,6
SHAMAN,Light's Champion,6
DRUID,Flame of Azzinoth,6
WARRIOR,Violet Illusionist,6
HUNTER,Stampeding Kodo,6
MAGE,Sir Finley Mrrgglton,6
MAGE,Stormcrack,6
MAGE,Maelstrom Portal,6
MAGE,Gnomish Inventor,6
ROGUE,Argent Watchman,6
PRIEST,Enchanted Raven,6
ROGUE,Blackwing Technician,6
ROGUE,Murloc Tinyfin,6
ROGUE,Silithid Swarmer,6
WARRIOR,Knife Juggler,6
SHAMAN,Mad Bomber,6
PALADIN,Wisp,6
WARLOCK,Bloodmage Thalnos,6
PALADIN,Crazed Worshipper,6
WARLOCK,Usher of Souls,6
PRIEST,Firebloom Toxin,6
ROGUE,Public Defender,6
PRIEST,Tournament Medic,6
DRUID,Eviscerate,6
DRUID,Tournament Attendee,6
SHAMAN,Cellar Spider,6
MAGE,Mad Bomber,6
WARLOCK,Jinyu Waterspeaker,6
ROGUE,Blade of C'Thun,6
DRUID,Gnomish Inventor,6
SHAMAN,Volcanic Drake,6
PALADIN,Don Han'Cho,6
WARRIOR,Alexstrasza,6
MAGE,Cabal Shadow Priest,6
ROGUE,Twin Emperor Vek'lor,6
DRUID,Book Wyrm,6
WARRIOR,Multi-Shot,6
DRUID,Al'Akir the Windlord,6
WARRIOR,Soulfire,6
DRUID,Spirit Wolf,6
WARRIOR,Defender of Argus,6
SHAMAN,Living Roots,6
DRUID,Nefarian,6
PRIEST,Shiv,6
DRUID,Reckless Rocketeer,6
WARLOCK,Baron Geddon,6
DRUID,Doomguard,6
DRUID,Whelp,6
ROGUE,Fireblast,6
DRUID,Arcane Missiles,6
WARLOCK,Frog,6
DRUID,Fist of Jaraxxus,6
PRIEST,Bog Creeper,6
WARRIOR,Abyssal Enforcer,6
MAGE,Arcane Giant,6
DRUID,Ancient Harbinger,5
DRUID,Injured Kvaldir,5
MAGE,N'Zoth's First Mate,5
DRUID,Tunnel Trogg,5
MAGE,Unbound Elemental,5
MAGE,Sheep,5
MAGE,Shadowfiend,5
PRIEST,Pit Snake,5
WARLOCK,Tinkmaster Overspark,5
WARRIOR,Orgrimmar Aspirant,5
WARRIOR,Timepiece of Horror,5
PRIEST,Faceless Destroyer,5
MAGE,Jade Golem,5
ROGUE,Jade Golem,5
PRIEST,Polluted Hoarder,5
SHAMAN,Cruel Taskmaster,5
MAGE,Wyrmrest Agent,5
SHAMAN,Coldlight Oracle,5
MAGE,The Storm Guardian,5
SHAMAN,Pompous Thespian,5
PRIEST,Earth Shock,5
HUNTER,Faerie Dragon,5
PRIEST,Dire Wolf Alpha,5
HUNTER,Doppelgangster,5
SHAMAN,Warhorse Trainer,5
ROGUE,Huge Toad,5
SHAMAN,Dire Wolf Alpha,5
WARRIOR,Lightwarden,5
WARRIOR,Refreshment Vendor,5
DRUID,Scaled Nightmare,5
ROGUE,Keeper of the Grove,5
DRUID,Small-Time Buccaneer,5
SHAMAN,Jade Shuriken,5
MAGE,Toxic Sewer Ooze,5
WARLOCK,Lightning Storm,5
SHAMAN,Ancient Harbinger,5
ROGUE,Holy Nova,5
WARLOCK,Eater of Secrets,5
SHAMAN,Kazakus Potion,5
WARRIOR,Sergeant Sally,5
SHAMAN,Murloc Tidehunter,5
WARRIOR,Nefarian,5
PALADIN,Doomsayer,5
DRUID,Vilefin Inquisitor,5
PALADIN,Cleave,5
MAGE,Ironfur Grizzly,5
SHAMAN,Flamewaker,5
PRIEST,Coldlight Oracle,5
SHAMAN,Drakonid Operative,5
WARRIOR,Kazakus Potion,5
WARLOCK,Cairne Bloodhoof,5
DRUID,Coldarra Drake,5
ROGUE,Netherspite Historian,5
WARLOCK,Blackwing Technician,5
PRIEST,Brave Archer,5
SHAMAN,Rumbling Elemental,5
DRUID,Bolf Ramshield,5
DRUID,Stampeding Kodo,5
MAGE,C'Thun's Chosen,5
WARLOCK,Goldshire Footman,5
PALADIN,Jeweled Scarab,5
PRIEST,Kodorider,5
ROGUE,Bane of Doom,5
WARLOCK,Lance Carrier,5
DRUID,Whirlwind,5
DRUID,Holy Wrath,5
DRUID,Dark Iron Skulker,5
HUNTER,Emperor Thaurissan,5
HUNTER,Don Han'Cho,5
PALADIN,Spellbreaker,5
MAGE,Starfall,5
SHAMAN,Violet Illusionist,5
PALADIN,Guardian of Kings,5
SHAMAN,Ironfur Grizzly,5
PRIEST,Lowly Squire,5
WARLOCK,Medivh's Valet,5
PRIEST,"Deathwing, Dragonlord",5
DRUID,Wrathion,5
SHAMAN,Madam Goya,5
DRUID,Novice Engineer,5
SHAMAN,Felguard,5
PRIEST,Grimscale Chum,5
WARLOCK,The Curator,5
SHAMAN,Baron Geddon,5
DRUID,Hyena,5
SHAMAN,Lotus Illusionist,5
DRUID,Murloc Tinyfin,5
WARRIOR,Lightning Bolt,5
DRUID,Mysterious Challenger,5
DRUID,Daring Reporter,5
MAGE,Sheep,5
MAGE,Shadow Bolt,5
MAGE,Lightspawn,5
PRIEST,Amani Berserker,5
PRIEST,Voidwalker,5
DRUID,War Kodo,5
ROGUE,Twilight Elemental,5
DRUID,Grimscale Chum,5
ROGUE,Faceless Destroyer,5
PRIEST,Cleave,5
ROGUE,Sunfury Protector,5
WARRIOR,Bog Creeper,5
SHAMAN,Tinkmaster Overspark,5
DRUID,Thing from Below,5
SHAMAN,Kabal Trafficker,5
MAGE,"Yogg-Saron, Hope's End",5
SHAMAN,Tauren Warrior,5
ROGUE,Dispatch Kodo,5
DRUID,Leatherclad Hogleader,5
PRIEST,Naga Corsair,5
PRIEST,Lotus Assassin,5
ROGUE,Bloodsail Corsair,5
WARLOCK,Stormcrack,5
PRIEST,Soggoth the Slitherer,5
WARLOCK,Aya Blackpaw,5
ROGUE,Explosive Shot,5
DRUID,Naga Sea Witch,5
PALADIN,"N'Zoth, the Corruptor",5
HUNTER,Avian Watcher,5
DRUID,Lightning Bolt,5
MAGE,Fearsome Doomguard,5
DRUID,Fen Creeper,5
PALADIN,Naga Corsair,5
SHAMAN,Shattered Sun Cleric,5
PALADIN,Alexstrasza,5
MAGE,Eviscerate,5
ROGUE,Swipe,5
DRUID,Firelands Portal,5
WARRIOR,Blackwater Pirate,5
MAGE,Edwin VanCleef,5
SHAMAN,Gadgetzan Auctioneer,5
DRUID,Onyxia,5
MAGE,Kabal Trafficker,5
PALADIN,Wrathion,5
SHAMAN,Draenei Totemcarver,5
PRIEST,"N'Zoth, the Corruptor",5
SHAMAN,Ysera,5
PALADIN,C'Thun's Chosen,5
WARRIOR,"Nat, the Darkfisher",5
MAGE,Arcane Shot,5
SHAMAN,Pantry Spider,5
DRUID,Soulfire,5
MAGE,Revenge,5
DRUID,Hogger,4
DRUID,Wildwalker,4
PRIEST,Tinkmaster Overspark,4
DRUID,Red Mana Wyrm,4
ROGUE,Tournament Attendee,4
MAGE,Forked Lightning,4
SHAMAN,Faerie Dragon,4
MAGE,Inner Rage,4
WARLOCK,Teapot,4
MAGE,Wisp,4
WARRIOR,Hound,4
ROGUE,Ysera Awakens,4
MAGE,Unearthed Raptor,4
SHAMAN,Spellslinger,4
MAGE,Tanaris Hogchopper,4
WARRIOR,Jinyu Waterspeaker,4
MAGE,Argent Squire,4
PALADIN,Friendly Bartender,4
PRIEST,Coliseum Manager,4
PALADIN,Prince Malchezaar,4
ROGUE,Twilight Summoner,4
PRIEST,Heal,4
ROGUE,Baine Bloodhoof,4
ROGUE,Worgen Infiltrator,4
SHAMAN,Silverware Golem,4
SHAMAN,Defias Cleaner,4
WARLOCK,Undercity Huckster,4
DRUID,Faceless Shambler,4
WARRIOR,Axe Flinger,4
DRUID,Netherspite Historian,4
WARRIOR,Wrathion,4
ROGUE,Sunwalker,4
DRUID,Steward,4
WARRIOR,Gnomish Inventor,4
MAGE,Pyroblast,4
MAGE,Ancient of Blossoms,4
MAGE,Worgen Infiltrator,4
PRIEST,Silent Knight,4
MAGE,Flame Imp,4
PRIEST,Cult Apothecary,4
PRIEST,Unearthed Raptor,4
SHAMAN,Tundra Rhino,4
PRIEST,Friendly Bartender,4
WARLOCK,Onyx Bishop,4
WARRIOR,Laughing Sister,4
WARRIOR,The Black Knight,4
WARRIOR,Dire Wolf Alpha,4
MAGE,Master of Ceremonies,4
DRUID,Justicar Trueheart,4
WARLOCK,Gormok the Impaler,4
MAGE,Shifting Shade,4
MAGE,Evolved Kobold,4
MAGE,Searing Totem,4
PRIEST,Ethereal Conjurer,4
PRIEST,Manic Soulcaster,4
PRIEST,Stampeding Kodo,4
ROGUE,The Storm Guardian,4
SHAMAN,Knuckles,4
WARLOCK,Lord Jaraxxus,4
DRUID,Ironfur Grizzly,4
DRUID,Arch-Thief Rafaam,4
DRUID,Wilfred Fizzlebang,4
ROGUE,Luckydo Buccaneer,4
SHAMAN,Ironbeak Owl,4
SHAMAN,Demolisher,4
DRUID,Explosive Trap,4
WARLOCK,Scarlet Crusader,4
PRIEST,Fist of Jaraxxus,4
HUNTER,Harrison Jones,4
WARLOCK,Jade Golem,4
PRIEST,Frostbolt,4
WARLOCK,Candle,4
ROGUE,Frostbolt,4
DRUID,Frog,4
WARLOCK,Bog Creeper,4
ROGUE,Flame Juggler,4
DRUID,Totem Golem,4
PRIEST,Sunwalker,4
MAGE,Squire,4
PRIEST,Gruul,4
ROGUE,Frog,4
WARRIOR,Ironfur Grizzly,4
DRUID,Tomb Spider,4
WARRIOR,Elemental Destruction,4
PALADIN,Goldshire Footman,4
ROGUE,Psych-o-Tron,4
PALADIN,Faceless Destroyer,4
WARRIOR,Spellbreaker,4
WARLOCK,Jade Golem,4
MAGE,King Mukla,4
WARLOCK,Dark Iron Skulker,4
PRIEST,Shadow Bolt,4
MAGE,Silent Knight,4
SHAMAN,"Nat, the Darkfisher",4
WARLOCK,Cabal Shadow Priest,4
HUNTER,Disciple of C'Thun,4
MAGE,Krul the Unshackled,4
HUNTER,Forlorn Stalker,4
WARRIOR,Harvest Golem,4
MAGE,Hired Gun,4
DRUID,Arcane Anomaly,4
SHAMAN,Scarlet Crusader,4
SHAMAN,Revenge,4
PALADIN,Hound,4
SHAMAN,Circle of Healing,4
PALADIN,Fireblast Rank 2,4
DRUID,Hozen Healer,4
SHAMAN,Rat Pack,4
DRUID,Harvest Golem,4
WARLOCK,Fen Creeper,4
DRUID,Frost Elemental,4
DRUID,Sabertooth Tiger,4
PRIEST,Al'Akir the Windlord,4
DRUID,Kabal Trafficker,4
PRIEST,Worgen Infiltrator,4
HUNTER,Chillmaw,4
PRIEST,Wrath of Air Totem,4
MAGE,Amani Berserker,4
ROGUE,Novice Engineer,4
MAGE,Stormwind Knight,4
ROGUE,Twin Emperor Vek'nilash,4
MAGE,Frigid Snobold,4
SHAMAN,Jade Golem,4
PRIEST,Blood To Ichor,4
SHAMAN,Netherspite Historian,4
PRIEST,Flametongue Totem,4
WARRIOR,Crazed Alchemist,4
SHAMAN,Bloodsail Cultist,4
DRUID,Gadgetzan Jouster,4
WARLOCK,Damaged Golem,4
WARLOCK,Unbound Elemental,4
HUNTER,Cleave,4
WARRIOR,Doomcaller,4
PRIEST,Eydis Darkbane,4
DRUID,Forbidden Ancient,4
PRIEST,Mana Tide Totem,4
MAGE,"Shaku, the Collector",4
ROGUE,Wolfrider,4
MAGE,Rat Pack,4
SHAMAN,Sideshow Spelleater,4
MAGE,Dreadscale,4
SHAMAN,Alexstrasza's Champion,4
MAGE,Lord Jaraxxus,4
WARRIOR,Argent Protector,4
PALADIN,Leeroy Jenkins,4
PRIEST,Argent Commander,4
PALADIN,Mogu'shan Warden,4
SHAMAN,"Mukla, Tyrant of the Vale",4
PRIEST,White Eyes,4
WARLOCK,Skeram Cultist,4
PRIEST,Dragon Egg,4
MAGE,Whirlwind,4
ROGUE,Elise Starseeker,4
SHAMAN,Raging Worgen,4
SHAMAN,Fight Promoter,4
SHAMAN,"""Little Friend""",4
WARLOCK,Illidan Stormrage,4
DRUID,Refreshment Vendor,4
DRUID,Kabal Crystal Runner,4
DRUID,Secretkeeper,4
HUNTER,Backstab,4
SHAMAN,Windfury Harpy,4
MAGE,Sunfury Protector,4
DRUID,Bilefin Tidehunter,4
WARLOCK,Krul the Unshackled,4
SHAMAN,Wind-up Burglebot,4
WARRIOR,Stampeding Kodo,4
ROGUE,Sergeant Sally,4
MAGE,Bloodhoof Brave,4
WARLOCK,Alley Armorsmith,4
MAGE,Succubus,4
SHAMAN,Sunwalker,4
PALADIN,Quick Shot,4
SHAMAN,Elise Starseeker,4
MAGE,Thing from Below,4
WARLOCK,Consecration,4
DRUID,Wrath of Air Totem,4
WARRIOR,Quick Shot,4
SHAMAN,Sheep,4
WARLOCK,Wolfrider,4
WARLOCK,Jade Chieftain,4
DRUID,Leokk,4
DRUID,Earthen Ring Farseer,4
MAGE,Flame Juggler,4
PRIEST,Alleycat,4
SHAMAN,Bog Creeper,4
SHAMAN,Mukla's Champion,4
MAGE,Knife Juggler,4
MAGE,Wolfrider,4
SHAMAN,Twin Emperor Vek'lor,4
PRIEST,Young Priestess,4
SHAMAN,Coldarra Drake,4
SHAMAN,Swipe,4
WARLOCK,Weasel Tunneler,4
WARLOCK,Runic Egg,4
DRUID,Hound,4
MAGE,Ironforge Rifleman,4
PALADIN,Bloodmage Thalnos,4
PRIEST,Elven Archer,4
ROGUE,Cyclopian Horror,4
SHAMAN,Slime,4
PRIEST,Ironbeak Owl,4
PRIEST,Imp Gang Boss,4
ROGUE,Searing Totem,4
DRUID,Tinkmaster Overspark,3
DRUID,Silver Hand Knight,3
MAGE,Hozen Healer,3
DRUID,Grumbly Runt,3
MAGE,Sunwalker,3
DRUID,Gnoll,3
PRIEST,Blackwater Pirate,3
SHAMAN,Argent Commander,3
PRIEST,Arathi Weaponsmith,3
SHAMAN,Earthen Ring Farseer,3
ROGUE,Mana Wraith,3
SHAMAN,The Mistcaller,3
SHAMAN,Wickerflame Burnbristle,3
SHAMAN,King's Elekk,3
SHAMAN,Hired Gun,3
WARLOCK,Baine Bloodhoof,3
DRUID,Priestess of Elune,3
WARRIOR,Whelp,3
HUNTER,Leper Gnome,3
DRUID,Void Crusher,3
HUNTER,Stonetusk Boar,3
DRUID,Jungle Moonkin,3
MAGE,Spawn of Shadows,3
HUNTER,Baron Geddon,3
MAGE,Demolisher,3
MAGE,Tiny Knight of Evil,3
PALADIN,Nefarian,3
PRIEST,Thrallmar Farseer,3
PALADIN,Murloc Raider,3
ROGUE,Harrison Jones,3
PRIEST,Leper Gnome,3
ROGUE,Ironfur Grizzly,3
PRIEST,Demented Frostcaller,3
SHAMAN,Violet Teacher,3
SHAMAN,Ivory Knight,3
SHAMAN,Doomcaller,3
SHAMAN,Darkspeaker,3
SHAMAN,Coliseum Manager,3
WARRIOR,Hired Gun,3
SHAMAN,Rend Blackhand,3
WARRIOR,Arcane Anomaly,3
WARRIOR,Earthen Ring Farseer,3
PALADIN,Eydis Darkbane,3
DRUID,Mana Wyrm,3
PRIEST,Moroes,3
DRUID,Possessed Villager,3
PRIEST,Rumbling Elemental,3
MAGE,Ysera,3
PRIEST,Twilight Summoner,3
MAGE,Wrathguard,3
SHAMAN,Gnomish Inventor,3
PRIEST,Damaged Golem,3
SHAMAN,Priest of the Feast,3
DRUID,Bloodsail Raider,3
WARRIOR,Tirion Fordring,3
ROGUE,Hyena,3
WARRIOR,Tauren Warrior,3
ROGUE,Eater of Secrets,3
DRUID,Tauren Warrior,3
ROGUE,Pompous Thespian,3
DRUID,King Mukla,3
HUNTER,Princess Huhuran,3
DRUID,Demolisher,3
PALADIN,Tentacle of N'Zoth,3
MAGE,Argent Commander,3
PRIEST,Wolfrider,3
MAGE,Imp,3
SHAMAN,Nexus-Champion Saraad,3
PRIEST,Lightwarden,3
SHAMAN,Stranglethorn Tiger,3
ROGUE,Imp Gang Boss,3
SHAMAN,Skycap'n Kragg,3
SHAMAN,Mana Wraith,3
WARRIOR,Worgen Infiltrator,3
SHAMAN,Squirming Tentacle,3
PALADIN,Ooze,3
DRUID,Lowly Squire,3
ROGUE,Flame Lance,3
MAGE,Spawn of N'Zoth,3
WARRIOR,Holy Wrath,3
PRIEST,Scarlet Crusader,3
WARRIOR,Scaled Nightmare,3
PRIEST,Unlicensed Apothecary,3
ROGUE,Frostwolf Grunt,3
SHAMAN,Soulfire,3
DRUID,Corrupted Healbot,3
SHAMAN,Desert Camel,3
PALADIN,Mountain Giant,3
WARRIOR,Jade Golem,3
PRIEST,Stormpike Commando,3
HUNTER,Oasis Snapjaw,3
ROGUE,Pantry Spider,3
SHAMAN,Grommash Hellscream,3
WARLOCK,Ironbeak Owl,3
WARRIOR,Frostbolt,3
WARRIOR,Bilefin Tidehunter,3
MAGE,"Mukla, Tyrant of the Vale",3
WARRIOR,Fel Orc Soulfiend,3
PALADIN,Ironfur Grizzly,3
DRUID,Toxic Sewer Ooze,3
SHAMAN,Steward of Darkshire,3
DRUID,Pyroblast,3
SHAMAN,Ram Wrangler,3
HUNTER,Bloodsail Raider,3
DRUID,Murloc Tidecaller,3
PRIEST,Darnassus Aspirant,3
DRUID,Frigid Snobold,3
PRIEST,Pompous Thespian,3
MAGE,Buccaneer,3
PRIEST,Fjola Lightbane,3
SHAMAN,Astral Communion,3
SHAMAN,Dark Iron Dwarf,3
SHAMAN,Garrison Commander,3
HUNTER,Netherspite Historian,3
SHAMAN,Auctionmaster Beardo,3
MAGE,Arcane Anomaly,3
SHAMAN,Grimestreet Smuggler,3
PRIEST,Blood Imp,3
WARRIOR,Huge Toad,3
WARRIOR,Tunnel Trogg,3
MAGE,Fire Elemental,3
MAGE,Thrallmar Farseer,3
MAGE,Spellbender,3
ROGUE,Darnassus Aspirant,3
PRIEST,Cutpurse,3
ROGUE,Doomguard,3
ROGUE,Mana Tide Totem,3
DRUID,Hungry Crab,3
SHAMAN,Streetwise Investigator,3
MAGE,Eater of Secrets,3
SHAMAN,Menagerie Magician,3
PRIEST,"Xaril, Poisoned Mind",3
WARLOCK,Pompous Thespian,3
ROGUE,Coliseum Manager,3
WARRIOR,Obsidian Destroyer,3
SHAMAN,Razorfen Hunter,3
PRIEST,Dark Peddler,3
DRUID,Boar,3
PRIEST,Blood Knight,3
PRIEST,Icky Tentacle,3
ROGUE,Evolved Kobold,3
SHAMAN,Void Crusher,3
WARLOCK,Darkshire Alchemist,3
SHAMAN,Wolfrider,3
DRUID,Pit Fighter,3
MAGE,Unlicensed Apothecary,3
MAGE,Warhorse Trainer,3
SHAMAN,Gnoll,3
SHAMAN,"Shaku, the Collector",3
MAGE,Ice Rager,3
SHAMAN,Dark Arakkoa,3
WARLOCK,Squirming Tentacle,3
DRUID,Validated Doomsayer,3
SHAMAN,Eviscerate,3
WARRIOR,Alleycat,3
WARLOCK,Boar,3
PALADIN,Shieldbearer,3
DRUID,Chillwind Yeti,3
SHAMAN,Dragonling Mechanic,3
MAGE,Hammer of Wrath,3
SHAMAN,Anubisath Sentinel,3
DRUID,Holy Fire,3
MAGE,Secretkeeper,3
HUNTER,Mad Bomber,3
PALADIN,Armorsmith,3
ROGUE,Arcane Giant,3
SHAMAN,Argent Watchman,3
DRUID,Jungle Panther,3
DRUID,Malchezaar's Imp,3
MAGE,Lightning Bolt,3
PRIEST,Icehowl,3
MAGE,Shattered Sun Cleric,3
SHAMAN,Mana Geode,3
PALADIN,Skycap'n Kragg,3
SHAMAN,Gadgetzan Socialite,3
PALADIN,Garrison Commander,3
DRUID,Nightblade,3
SHAMAN,Shifting Shade,3
DRUID,Abusive Sergeant,3
SHAMAN,Silver Hand Knight,3
DRUID,Boulderfist Ogre,3
SHAMAN,Blackwing Technician,3
HUNTER,Sunfury Protector,3
WARRIOR,Flame Imp,3
MAGE,Scarlet Crusader,3
WARRIOR,Darnassus Aspirant,3
MAGE,Bog Creeper,3
WARRIOR,Cyclopian Horror,3
PALADIN,Twin Emperor Vek'lor,3
DRUID,Inner Rage,3
PRIEST,Baine Bloodhoof,3
MAGE,Malygos,3
PRIEST,Nozdormu,3
ROGUE,Obsidian Destroyer,3
PRIEST,Eadric the Pure,3
SHAMAN,Mogor's Champion,3
ROGUE,Reckless Rocketeer,3
SHAMAN,Zoobot,3
SHAMAN,Captain Greenskin,3
WARLOCK,Trogg Beastrager,3
SHAMAN,Amani Berserker,3
WARRIOR,Raging Worgen,3
WARLOCK,Blood Knight,3
DRUID,Defias Cleaner,3
WARRIOR,Toxic Sewer Ooze,3
MAGE,Pompous Thespian,3
WARRIOR,Hungry Dragon,3
PRIEST,Raging Worgen,3
DRUID,Auctionmaster Beardo,3
WARLOCK,Healing Totem,3
DRUID,Fiery Bat,3
WARLOCK,"Xaril, Poisoned Mind",3
MAGE,Enchanted Raven,3
WARRIOR,Ancient Mage,3
MAGE,Bloodsail Corsair,3
DRUID,Herald Volazj,3
MAGE,Mountain Giant,3
MAGE,Cairne Bloodhoof,3
PRIEST,Arcane Anomaly,3
PRIEST,Flame of Azzinoth,3
ROGUE,Crazed Alchemist,3
PRIEST,Revenge,3
SHAMAN,Frost Shock,3
SHAMAN,Acolyte of Pain,3
WARRIOR,Stormcrack,3
SHAMAN,Grimestreet Protector,3
DRUID,Morgl the Oracle,3
WARLOCK,Bloodhoof Brave,3
DRUID,Celestial Dreamer,3
WARLOCK,Flame of Azzinoth,3
HUNTER,Ravaging Ghoul,3
DRUID,Silent Knight,3
MAGE,Northshire Cleric,3
DRUID,Bloodsail Cultist,3
MAGE,Lord Jaraxxus,3
MAGE,Young Priestess,3
ROGUE,Shifting Shade,3
PRIEST,Coldlight Seer,3
ROGUE,Millhouse Manastorm,3
WARRIOR,Defias Ringleader,3
ROGUE,Hooded Acolyte,3
WARRIOR,Flame Lance,3
WARRIOR,Stormpike Commando,3
WARRIOR,Stormwind Knight,3
WARRIOR,"Medivh, the Guardian",3
DRUID,Clockwork Knight,3
WARRIOR,Meanstreet Marshal,3
DRUID,Spellslinger,3
DRUID,Savannah Highmane,3
DRUID,Nexus-Champion Saraad,3
MAGE,Weasel Tunneler,3
ROGUE,Kabal Songstealer,3
PALADIN,Southsea Captain,3
ROGUE,King Mukla,3
PRIEST,Abusive Sergeant,3
SHAMAN,Kidnapper,3
ROGUE,Argent Protector,3
SHAMAN,Grimy Gadgeteer,3
ROGUE,Wrathguard,3
WARRIOR,"Shaku, the Collector",3
HUNTER,River Crocolisk,3
MAGE,Jade Chieftain,3
SHAMAN,Sea Reaver,3
WARLOCK,Dragon Egg,3
SHAMAN,"N'Zoth, the Corruptor",3
DRUID,Weasel Tunneler,3
SHAMAN,Skeram Cultist,3
MAGE,Faceless Shambler,3
WARLOCK,Void Crusher,3
MAGE,Swipe,3
WARLOCK,Razorfen Hunter,3
PRIEST,Jade Golem,3
WARLOCK,Anomalus,3
PRIEST,King Mukla,3
HUNTER,Abusive Sergeant,3
PRIEST,Goldshire Footman,3
MAGE,Undercity Huckster,3
SHAMAN,Argent Protector,3
PRIEST,The Beast,3
WARLOCK,Selfless Hero,3
PRIEST,Gadgetzan Auctioneer,3
DRUID,Moat Lurker,3
ROGUE,Twilight Drake,3
HUNTER,Earthen Ring Farseer,3
SHAMAN,Darnassus Aspirant,3
ROGUE,Shield Slam,3
SHAMAN,Southsea Captain,3
SHAMAN,Dispatch Kodo,3
WARLOCK,Blood To Ichor,3
ROGUE,Spawn of N'Zoth,3
WARLOCK,Animated Armor,3
ROGUE,Wrath of Air Totem,3
WARRIOR,Greater Arcane Missiles,3
ROGUE,Fen Creeper,3
DRUID,Cabal Shadow Priest,3
DRUID,Flame Juggler,3
PRIEST,Wickerflame Burnbristle,3
PRIEST,Bloodfen Raptor,3
SHAMAN,Toxic Sewer Ooze,3
SHAMAN,Ooze,3
SHAMAN,Bolf Ramshield,3
SHAMAN,Ironbark Protector,3
DRUID,Friendly Bartender,3
WARRIOR,Patient Assassin,3
MAGE,Warsong Commander,3
DRUID,Darkspeaker,3
SHAMAN,River Crocolisk,3
WARLOCK,Gorillabot A-3,3
SHAMAN,Cult Apothecary,3
ROGUE,Succubus,3
WARRIOR,Flamewreathed Faceless,3
ROGUE,Gnomish Inventor,3
PRIEST,Hogger,3
DRUID,Knife Juggler,3
WARLOCK,Murloc Scout,3
PALADIN,Astral Communion,3
WARRIOR,Warsong Commander,3
HUNTER,Burgly Bully,3
WARRIOR,Mayor Noggenfogger,3
WARRIOR,Holy Smite,3
WARRIOR,Pompous Thespian,3
PRIEST,Powershot,3
PRIEST,Ethereal Peddler,3
SHAMAN,Arcane Explosion,3
SHAMAN,Sunfury Protector,3
WARLOCK,Defias Ringleader,3
PALADIN,Youthful Brewmaster,3
WARLOCK,Enchanted Raven,3
WARLOCK,Wickerflame Burnbristle,3
WARRIOR,Thrallmar Farseer,3
SHAMAN,Onyx Bishop,3
SHAMAN,Menagerie Warden,3
MAGE,Jade Golem,3
MAGE,Rumbling Elemental,3
ROGUE,Mana Geode,3
SHAMAN,Illidan Stormrage,3
PRIEST,Zealous Initiate,3
SHAMAN,Priestess of Elune,3
WARLOCK,"Y'Shaarj, Rage Unbound",3
ROGUE,Drakonid Operative,3
WARRIOR,Auctionmaster Beardo,3
WARRIOR,Holy Fire,3
MAGE,Medivh,3
DRUID,Hired Gun,3
SHAMAN,Inkmaster Solia,3
DRUID,Amani Berserker,3
DRUID,Luckydo Buccaneer,2
DRUID,The Beast,2
DRUID,Archmage,2
DRUID,Perdition's Blade,2
PALADIN,Arcane Anomaly,2
MAGE,Hooded Acolyte,2
PALADIN,Alexstrasza's Champion,2
MAGE,Majordomo Executus,2
PRIEST,Doomsayer,2
PALADIN,Fallen Hero,2
PRIEST,Psych-o-Tron,2
PALADIN,Whirlwind,2
ROGUE,Blackwater Pirate,2
PALADIN,Fen Creeper,2
ROGUE,Ogre Magi,2
PRIEST,Jade Swarmer,2
SHAMAN,Jungle Panther,2
PRIEST,Arcane Golem,2
SHAMAN,Nat Pagle,2
ROGUE,Arathi Weaponsmith,2
WARLOCK,Faceless Manipulator,2
SHAMAN,Inner Rage,2
WARLOCK,Wyrmrest Agent,2
SHAMAN,Dread Infernal,2
WARRIOR,Silverware Golem,2
SHAMAN,Youthful Brewmaster,2
DRUID,Doppelgangster,2
SHAMAN,Hungry Dragon,2
HUNTER,King Mukla,2
SHAMAN,Dread Corsair,2
