player_class,card_name,times_played,wins,win_pc
WARLOCK,Hungry Crab,597,323,0.541038526
HUNTER,Reinforce,597,258,0.432160804
PRIEST,Bane of Doom,596,309,0.5184563758
WARLOCK,Flamestrike,595,323,0.5428571429
PRIEST,Bomb Squad,595,257,0.4319327731
PALADIN,Spellbreaker,594,267,0.4494949495
ROGUE,Void Terror,592,230,0.3885135135
WARRIOR,Obsidian Destroyer,592,241,40.71%
ROGUE,Renounce Darkness,590,184,0.3118644068
ROGUE,Crazed Worshipper,589,246,0.4176570458
DRUID,Blackwing Corruptor,587,282,0.4804088586
WARLOCK,Thoughtsteal,586,301,0.5136518771
PRIEST,Doomcaller,586,257,0.4385665529
HUNTER,Don Han'Cho,585,211,0.3606837607
HUNTER,Princess Huhuran,585,291,0.4974358974
DRUID,Dream,584,374,0.6404109589
SHAMAN,The Mistcaller,584,294,0.5034246575
MAGE,Corruption,584,247,0.4229452055
ROGUE,Mire Keeper,584,335,0.573630137
ROGUE,Demonwrath,582,200,0.3436426117
ROGUE,Shadow Word: Horror,580,204,0.3517241379
ROGUE,Seadevil Stinger,579,217,0.3747841105
WARLOCK,Confessor Paletress,579,335,0.5785837651
ROGUE,Flamestrike,578,228,0.3944636678
ROGUE,Fandral Staghelm,578,298,0.5155709343
WARLOCK,Demonfuse,577,246,0.4263431542
WARRIOR,Lorewalker Cho,577,227,39.34%
PALADIN,Twilight Summoner,577,308,0.5337954939
WARLOCK,Ice Barrier,576,274,0.4756944444
ROGUE,Kabal Crystal Runner,576,218,0.3784722222
PRIEST,Dreadsteed,574,318,0.5540069686
MAGE,Golden Monkey,573,238,0.4153577661
SHAMAN,Draenei Totemcarver,573,268,0.4677137871
HUNTER,Brann Bronzebeard,573,231,0.4031413613
WARLOCK,Darkshire Alchemist,573,298,0.520069808
PALADIN,Huge Toad,571,235,0.411558669
ROGUE,Armor Up!,570,186,0.3263157895
ROGUE,Force of Nature,570,305,0.5350877193
PRIEST,Upgrade!,570,346,0.6070175439
HUNTER,Cairne Bloodhoof,569,248,0.4358523726
ROGUE,Sense Demons,569,219,0.3848857645
DRUID,"Deathwing, Dragonlord",568,335,0.5897887324
ROGUE,Moonglade Portal,568,250,0.4401408451
WARLOCK,"N'Zoth, the Corruptor",566,363,0.6413427562
PRIEST,Questing Adventurer,565,320,0.5663716814
ROGUE,Obsidian Destroyer,565,358,0.6336283186
ROGUE,Savage Roar,564,368,0.6524822695
WARLOCK,Mind Vision,564,265,0.469858156
WARLOCK,Faceless Summoner,564,323,0.5726950355
ROGUE,Klaxxi Amber-Weaver,562,307,0.5462633452
WARLOCK,Shadow Word: Pain,560,308,0.55
SHAMAN,Emerald Drake,559,367,0.656529517
MAGE,"N'Zoth, the Corruptor",559,360,0.6440071556
DRUID,"N'Zoth, the Corruptor",558,303,0.5430107527
PRIEST,Healing Wave,557,145,0.2603231598
HUNTER,Defender of Argus,556,198,0.3561151079
PRIEST,Anubisath Sentinel,555,315,0.5675675676
DRUID,Twilight Geomancer,554,205,0.3700361011
ROGUE,Dread Infernal,554,210,0.3790613718
WARLOCK,Cyclopian Horror,554,301,0.5433212996
WARRIOR,Protect the King!,551,140,25.41%
PRIEST,Evolve,551,287,0.5208711434
DRUID,Argent Horserider,550,249,0.4527272727
WARLOCK,Mirror Image,550,254,0.4618181818
ROGUE,Fearsome Doomguard,550,205,0.3727272727
ROGUE,Void Crusher,549,189,0.3442622951
ROGUE,Doomguard,548,322,0.5875912409
MAGE,Blackwing Technician,548,244,0.4452554745
SHAMAN,Windspeaker,547,293,0.5356489945
ROGUE,Pilfered Power,547,306,0.5594149909
WARRIOR,Spellbreaker,547,251,45.89%
PALADIN,Justicar Trueheart,546,270,0.4945054945
WARRIOR,Hogger,546,238,43.59%
PRIEST,Cursed!,546,263,0.4816849817
DRUID,Volcanic Lumberer,546,284,0.5201465201
PALADIN,Excavated Evil,545,173,0.3174311927
SHAMAN,Novice Engineer,545,205,0.376146789
PRIEST,Inkmaster Solia,545,293,0.5376146789
WARLOCK,Mirror Entity,544,274,0.5036764706
PRIEST,Soggoth the Slitherer,544,277,0.5091911765
DRUID,Naga Sea Witch,544,301,0.5533088235
HUNTER,Gladiator's Longbow,543,242,0.4456721915
WARLOCK,Water Elemental,543,288,0.5303867403
PRIEST,"Shaku, the Collector",542,344,0.6346863469
MAGE,Convert,542,230,0.4243542435
PRIEST,Felguard,541,277,0.5120147874
SHAMAN,Arcanosmith,540,204,0.3777777778
PALADIN,Secretkeeper,538,236,0.43866171
WARRIOR,Tinkmaster Overspark,538,173,32.16%
WARLOCK,Inkmaster Solia,538,307,0.5706319703
SHAMAN,Nightmare,537,371,0.6908752328
WARLOCK,"Finja, the Flying Star",537,255,0.4748603352
ROGUE,Inner Fire,537,228,0.4245810056
MAGE,Doomguard,536,332,0.6194029851
WARLOCK,Lance Carrier,535,233,0.4355140187
DRUID,Jungle Panther,534,191,0.3576779026
DRUID,Ancient of Lore,532,276,0.5187969925
HUNTER,Wolfrider,532,202,0.3796992481
PRIEST,Flame Juggler,531,209,0.3935969868
WARLOCK,Forbidden Flame,531,279,0.5254237288
WARLOCK,Forbidden Shaping,531,252,0.4745762712
PRIEST,Excess Mana,530,211,0.3981132075
PALADIN,Blood Knight,529,204,0.3856332703
ROGUE,Malkorok,528,273,0.5170454545
ROGUE,Sea Reaver,528,267,0.5056818182
MAGE,Nexus-Champion Saraad,527,256,0.4857685009
WARLOCK,Entomb,527,278,0.5275142315
WARLOCK,Polymorph: Boar,526,273,0.5190114068
WARLOCK,Flame Lance,525,249,0.4742857143
HUNTER,Second-Rate Bruiser,525,208,0.3961904762
SHAMAN,Dire Wolf Alpha,524,255,0.4866412214
ROGUE,Netherspite Historian,524,236,0.4503816794
DRUID,Summoning Stone,523,267,0.5105162524
MAGE,Defender of Argus,523,248,0.4741873805
WARRIOR,Tirion Fordring,523,273,52.20%
PRIEST,Gnomish Inventor,522,236,0.4521072797
WARLOCK,Sunwalker,521,274,0.5259117083
ROGUE,Luckydo Buccaneer,520,248,0.4769230769
PRIEST,Arcane Explosion,517,258,0.499032882
ROGUE,Cursed Blade,517,228,0.4410058027
WARLOCK,Manic Soulcaster,517,291,0.5628626692
DRUID,Refreshment Vendor,517,213,0.4119922631
WARLOCK,Sergeant Sally,515,241,0.467961165
PRIEST,Kabal Trafficker,515,282,0.5475728155
WARLOCK,Acolyte of Pain,515,218,0.4233009709
ROGUE,Ice Block,514,186,0.3618677043
WARRIOR,Sparring Partner,514,180,35.02%
WARLOCK,Cone of Cold,513,250,0.4873294347
ROGUE,Ironbark Protector,513,218,0.4249512671
DRUID,Bananas,512,283,0.552734375
HUNTER,Injured Kvaldir,510,182,0.3568627451
WARRIOR,The Skeleton Knight,509,257,50.49%
MAGE,Drain Life,508,270,0.531496063
PRIEST,Shadowstep,508,303,0.5964566929
WARLOCK,Shifting Shade,508,267,0.5255905512
PRIEST,Blood Imp,508,266,0.5236220472
WARLOCK,Archmage Antonidas,507,303,0.5976331361
WARLOCK,Murloc Tidehunter,507,191,0.3767258383
DRUID,Wildwalker,507,247,0.4871794872
PRIEST,Tournament Medic,506,238,0.4703557312
SHAMAN,Earthen Ring Farseer,504,225,0.4464285714
ROGUE,Shield Slam,504,212,0.4206349206
PRIEST,Malchezaar's Imp,503,271,0.5387673956
ROGUE,Shapeshift,503,192,0.3817097416
PRIEST,Shield Block,502,296,0.5896414343
SHAMAN,Netherspite Historian,501,225,0.4491017964
PRIEST,Moat Lurker,500,219,0.438
MAGE,Shadowflame,500,256,0.512
MAGE,Weasel Tunneler,500,284,0.568
MAGE,Big Game Hunter,499,259,0.5190380762
PRIEST,Wobbling Runts,499,254,0.5090180361
PALADIN,Shieldbearer,498,169,0.3393574297
PRIEST,Fierce Monkey,498,258,0.5180722892
PRIEST,Jade Blossom,498,183,0.3674698795
PRIEST,Totemic Call,498,177,0.3554216867
WARRIOR,Arcane Missiles,497,257,51.71%
ROGUE,Cho'gall,496,183,0.3689516129
WARRIOR,"Y'Shaarj, Rage Unbound",495,239,48.28%
ROGUE,Rampage,495,263,0.5313131313
ROGUE,"Genzo, the Shark",495,244,0.4929292929
PRIEST,Patches the Pirate,495,236,0.4767676768
WARLOCK,Secretkeeper,495,229,0.4626262626
WARLOCK,Flash Heal,494,249,0.504048583
PRIEST,Stampeding Kodo,494,241,0.487854251
SHAMAN,Frost Shock,493,227,0.4604462475
WARLOCK,Vaporize,493,235,0.476673428
SHAMAN,Elise Starseeker,492,203,0.412601626
WARRIOR,Wickerflame Burnbristle,492,213,43.29%
DRUID,Mind Spike,491,276,0.5621181263
ROGUE,Pyroblast,490,296,0.6040816327
PRIEST,The Beast,490,249,0.5081632653
PRIEST,Rhonin,489,293,0.5991820041
MAGE,Lightwell,489,257,0.5255623722
SHAMAN,Wrath of Air Totem,488,327,0.6700819672
PRIEST,Argent Commander,488,238,0.487704918
HUNTER,Novice Engineer,486,154,0.316872428
WARRIOR,"Mukla, Tyrant of the Vale",486,220,45.27%
WARLOCK,Arcane Blast,486,249,0.512345679
WARRIOR,"Hogger, Doom of Elwynn",485,201,41.44%
WARLOCK,Violet Illusionist,484,198,0.4090909091
ROGUE,Wildwalker,484,248,0.5123966942
ROGUE,Fool's Bane,483,167,0.3457556936
WARRIOR,Cursed!,483,230,47.62%
DRUID,"Medivh, the Guardian",483,272,0.5631469979
ROGUE,Healing Touch,480,188,0.3916666667
MAGE,Deathwing,480,184,0.3833333333
DRUID,Jade Golem,479,290,0.6054279749
WARLOCK,Shattered Sun Cleric,478,197,0.4121338912
PRIEST,Illidan Stormrage,478,281,0.5878661088
WARRIOR,Sen'jin Shieldmasta,478,171,35.77%
SHAMAN,Bloodsail Corsair,478,224,0.4686192469
HUNTER,Twilight Guardian,478,191,0.39958159
ROGUE,Bolster,478,184,0.3849372385
PRIEST,Flame Imp,477,259,0.5429769392
WARLOCK,Power Word: Shield,476,250,0.525210084
WARLOCK,Dragon's Breath,476,252,0.5294117647
MAGE,Twin Emperor Vek'lor,476,246,0.5168067227
WARRIOR,Ironbeak Owl,475,193,40.63%
ROGUE,Twisting Nether,475,119,0.2505263158
HUNTER,Faerie Dragon,473,176,0.3720930233
DRUID,Abusive Sergeant,472,204,0.4322033898
DRUID,Menagerie Magician,472,250,0.5296610169
MAGE,DOOM!,471,268,0.5690021231
WARLOCK,Wilfred Fizzlebang,470,248,0.5276595745
WARLOCK,Animated Armor,468,225,0.4807692308
WARRIOR,"Nat, the Darkfisher",468,197,42.09%
ROGUE,Steady Shot,468,189,0.4038461538
WARRIOR,Moroes,467,181,38.76%
WARLOCK,Holy Smite,467,230,0.4925053533
ROGUE,Inkmaster Solia,466,165,0.3540772532
DRUID,Laughing Sister,466,267,0.5729613734
WARRIOR,Kazakus,466,237,50.86%
DRUID,Emerald Drake,465,282,0.6064516129
MAGE,Bluegill Warrior,465,199,0.4279569892
ROGUE,Jungle Moonkin,465,225,0.4838709677
ROGUE,Kidnapper,465,202,0.4344086022
PRIEST,Krul the Unshackled,465,271,0.5827956989
PALADIN,Southsea Captain,464,186,0.400862069
WARLOCK,Priest of the Feast,464,245,0.5280172414
WARLOCK,Holy Nova,463,237,0.5118790497
PRIEST,Life Tap,463,202,0.4362850972
PALADIN,Lorewalker Cho,462,186,0.4025974026
HUNTER,Dagger Mastery,462,200,0.4329004329
WARLOCK,Kabal Songstealer,462,280,0.6060606061
ROGUE,Stolen Goods,462,187,0.4047619048
DRUID,Onyxia,461,251,0.5444685466
DRUID,Nightmare,459,324,0.7058823529
DRUID,Weasel Tunneler,459,239,0.5206971678
DRUID,Arch-Thief Rafaam,459,263,0.5729847495
ROGUE,Mind Control,458,199,0.4344978166
ROGUE,Shadowflame,458,175,0.3820960699
WARLOCK,Frost Nova,458,208,0.4541484716
PRIEST,Jade Shuriken,457,256,0.5601750547
WARRIOR,Eydis Darkbane,456,192,42.11%
WARLOCK,Argent Commander,455,215,0.4725274725
WARRIOR,"Ragnaros, Lightlord",455,205,45.05%
WARRIOR,Rampage,454,179,39.43%
DRUID,Bilefin Tidehunter,453,174,0.3841059603
WARLOCK,Blackwing Technician,452,233,0.5154867257
SHAMAN,Healing Totem,451,274,0.6075388027
ROGUE,Gorehowl,450,277,0.6155555556
WARLOCK,Gormok the Impaler,450,233,0.5177777778
PALADIN,Wrathion,450,206,0.4577777778
ROGUE,Grommash Hellscream,449,278,0.6191536748
WARLOCK,Resurrect,449,206,0.4587973274
DRUID,Jade Golem,448,299,0.6674107143
PRIEST,Dread Infernal,447,253,0.5659955257
DRUID,Cursed!,447,238,0.5324384787
SHAMAN,Disciple of C'Thun,447,179,0.4004474273
WARRIOR,Anub'arak,446,202,45.29%
PRIEST,Equality,445,137,0.3078651685
PRIEST,Counterfeit Coin,445,203,0.4561797753
MAGE,Laughing Sister,445,311,0.6988764045
WARLOCK,Mindgames,445,201,0.4516853933
WARLOCK,Onyx Bishop,445,242,0.5438202247
ROGUE,Sen'jin Shieldmasta,444,167,0.3761261261
ROGUE,Wisps of the Old Gods,444,255,0.5743243243
PRIEST,Big Game Hunter,442,217,0.4909502262
WARLOCK,Bananas,441,222,0.5034013605
SHAMAN,Bananas,439,253,0.576309795
WARLOCK,DOOM!,439,206,0.4692482916
WARRIOR,Faceless Manipulator,438,186,42.47%
WARLOCK,Greater Arcane Missiles,438,217,0.49543379
PRIEST,Fire Elemental,437,302,0.6910755149
PRIEST,Fearsome Doomguard,436,243,0.5573394495
MAGE,Dream,436,275,0.630733945
SHAMAN,Youthful Brewmaster,436,210,0.4816513761
WARLOCK,Bog Creeper,436,230,0.5275229358
ROGUE,Youthful Brewmaster,435,152,0.3494252874
ROGUE,Ancient of Lore,435,194,0.4459770115
PRIEST,Twilight Geomancer,434,177,0.4078341014
MAGE,Faceless Manipulator,434,205,0.4723502304
WARLOCK,Kabal Talonpriest,434,242,0.5576036866
DRUID,Kobold Geomancer,433,212,0.4896073903
WARRIOR,King Krush,433,232,53.58%
ROGUE,Anomalus,433,108,0.2494226328
PRIEST,Savannah Highmane,433,317,0.7321016166
ROGUE,Cenarius,431,219,0.5081206497
MAGE,Ysera Awakens,431,297,0.6890951276
MAGE,Temple Enforcer,430,263,0.611627907
PRIEST,Smuggler's Run,428,274,0.6401869159
MAGE,Secretkeeper,428,181,0.4228971963
PRIEST,Doomguard,428,287,0.6705607477
WARLOCK,Nefarian,427,270,0.6323185012
HUNTER,Worgen Infiltrator,427,169,0.3957845433
PALADIN,Sergeant Sally,427,133,0.3114754098
ROGUE,Bloodsail Corsair,427,195,0.4566744731
PALADIN,Scarlet Crusader,427,152,0.355971897
WARRIOR,Bolf Ramshield,427,176,41.22%
WARRIOR,Auctionmaster Beardo,427,167,39.11%
WARRIOR,Gruul,426,205,48.12%
MAGE,Murloc Warleader,426,200,0.4694835681
MAGE,Cho'gall,426,235,0.5516431925
SHAMAN,Onyxia,424,200,0.4716981132
WARLOCK,Spellbender,424,232,0.5471698113
ROGUE,INFERNO!,424,155,0.3655660377
MAGE,Mind Blast,423,293,0.6926713948
DRUID,Forbidden Ancient,421,203,0.4821852732
ROGUE,Totemic Call,421,124,0.2945368171
ROGUE,DOOM!,420,174,0.4142857143
MAGE,Emerald Drake,420,298,0.7095238095
PRIEST,Wickerflame Burnbristle,420,199,0.4738095238
ROGUE,Succubus,419,141,0.3365155131
PRIEST,Herald Volazj,419,236,0.5632458234
WARRIOR,Fjola Lightbane,418,189,45.22%
MAGE,Power Word: Tentacles,418,255,0.6100478469
PRIEST,"Y'Shaarj, Rage Unbound",418,231,0.5526315789
MAGE,Soulfire,418,212,0.5071770335
WARLOCK,Golden Monkey,418,156,0.3732057416
PRIEST,Arch-Thief Rafaam,418,232,0.5550239234
DRUID,Jungle Moonkin,417,228,0.5467625899
WARLOCK,Cabal Shadow Priest,416,261,0.6274038462
SHAMAN,Prince Malchezaar,416,154,0.3701923077
ROGUE,Nefarian,415,193,0.465060241
PRIEST,Animal Companion,414,275,0.6642512077
WARLOCK,Dagger Mastery,414,121,0.2922705314
WARRIOR,Blood Warriors,413,191,46.25%
HUNTER,Patches the Pirate,413,140,0.3389830508
DRUID,Big Game Hunter,412,226,0.5485436893
ROGUE,Wilfred Fizzlebang,412,133,0.322815534
ROGUE,Dark Bargain,411,110,0.2676399027
WARLOCK,Rhonin,411,227,0.5523114355
PRIEST,Tiny Knight of Evil,409,244,0.5965770171
ROGUE,Blood Warriors,409,174,0.4254278729
ROGUE,Brawl,408,89,0.2181372549
WARLOCK,Arch-Thief Rafaam,408,237,0.5808823529
PRIEST,Grimestreet Outfitter,407,254,0.6240786241
WARRIOR,Icehowl,406,200,49.26%
DRUID,Spellbreaker,405,189,0.4666666667
WARRIOR,Nozdormu,405,181,44.69%
WARLOCK,Lightwell,405,223,0.550617284
MAGE,Excess Mana,405,152,0.375308642
ROGUE,Moat Lurker,405,149,0.3679012346
PALADIN,Silver Hand Recruit,404,175,0.4331683168
ROGUE,Abomination,403,100,0.2481389578
SHAMAN,Moat Lurker,403,182,0.4516129032
HUNTER,Avian Watcher,402,154,0.3830845771
WARLOCK,Twilight Geomancer,402,199,0.4950248756
PRIEST,Undercity Huckster,401,226,0.5635910224
ROGUE,Virmen Sensei,401,212,0.5286783042
MAGE,Shadow Word: Horror,400,187,0.4675
WARRIOR,King Mukla,399,182,45.61%
MAGE,Nightmare,398,296,0.743718593
PALADIN,Faceless Manipulator,398,206,0.5175879397
WARLOCK,Effigy,398,228,0.5728643216
WARLOCK,Power Word: Glory,398,202,0.5075376884
WARRIOR,Sunwalker,397,139,35.01%
MAGE,Arch-Thief Rafaam,397,226,0.5692695214
PRIEST,Void Terror,397,232,0.5843828715
PALADIN,Eye for an Eye,396,146,0.3686868687
WARLOCK,Ironbeak Owl,396,182,0.4595959596
ROGUE,Polluted Hoarder,396,164,0.4141414141
HUNTER,Burgly Bully,395,177,0.4481012658
MAGE,Shadowfiend,395,218,0.5518987342
PRIEST,Street Trickster,395,198,0.5012658228
ROGUE,Lord Jaraxxus,394,136,0.345177665
DRUID,Faceless Shambler,394,216,0.5482233503
HUNTER,Dreadscale,393,150,0.3816793893
WARLOCK,Shadow Madness,392,199,0.5076530612
DRUID,Book Wyrm,392,184,0.4693877551
WARRIOR,Edwin VanCleef,391,167,42.71%
MAGE,Eater of Secrets,391,193,0.4936061381
ROGUE,Sunfury Protector,390,150,0.3846153846
WARLOCK,The Black Knight,390,227,0.5820512821
WARLOCK,Seadevil Stinger,389,128,0.3290488432
WARRIOR,Gormok the Impaler,389,185,47.56%
ROGUE,Volcanic Lumberer,388,187,0.4819587629
PALADIN,Wolfrider,388,159,0.4097938144
PRIEST,Fandral Staghelm,388,172,0.4432989691
WARRIOR,Bog Creeper,388,140,36.08%
ROGUE,Faerie Dragon,388,161,0.4149484536
PRIEST,Spawn of N'Zoth,387,215,0.5555555556
WARLOCK,Abomination,387,174,0.4496124031
WARLOCK,Pint-Size Potion,387,199,0.5142118863
PRIEST,Beneath the Grounds,386,227,0.5880829016
WARRIOR,Big Game Hunter,386,195,50.52%
ROGUE,Darkshire Librarian,386,128,0.3316062176
ROGUE,Poisoned Blade,385,173,0.4493506494
WARRIOR,Mayor Noggenfogger,383,132,34.46%
PALADIN,Corrupted Seer,381,114,0.2992125984
PRIEST,Void Crusher,381,170,0.4461942257
WARRIOR,"Xaril, Poisoned Mind",380,167,43.95%
PRIEST,Pit Lord,379,230,0.6068601583
WARRIOR,Confessor Paletress,379,181,47.76%
WARLOCK,Huge Toad,378,152,0.4021164021
WARLOCK,Arcane Intellect,377,179,0.474801061
ROGUE,Daring Reporter,377,128,0.3395225464
PRIEST,Unlicensed Apothecary,375,195,0.52
PRIEST,Grimestreet Enforcer,375,240,0.64
WARRIOR,"Shaku, the Collector",375,161,42.93%
SHAMAN,Arcane Missiles,374,210,0.5614973262
WARRIOR,Eadric the Pure,373,171,45.84%
WARRIOR,Al'Akir the Windlord,373,194,52.01%
WARRIOR,Illidan Stormrage,372,150,40.32%
WARRIOR,White Eyes,371,196,52.83%
ROGUE,Violet Illusionist,371,191,0.5148247978
ROGUE,Weasel Tunneler,371,136,0.3665768194
ROGUE,Sacrificial Pact,370,227,0.6135135135
WARRIOR,"Medivh, the Guardian",370,170,45.95%
WARRIOR,Knuckles,370,159,42.97%
ROGUE,Krul the Unshackled,370,118,0.3189189189
ROGUE,Menagerie Warden,368,176,0.4782608696
ROGUE,Captain Greenskin,367,171,0.4659400545
DRUID,Gnomish Inventor,366,167,0.456284153
ROGUE,Cult Apothecary,366,130,0.3551912568
WARRIOR,The Mistcaller,365,169,46.30%
PRIEST,Drain Life,364,170,0.467032967
HUNTER,Harrison Jones,362,170,0.4696132597
PRIEST,Quick Shot,362,227,0.6270718232
SHAMAN,Street Trickster,361,158,0.4376731302
WARLOCK,Pyroblast,360,289,0.8027777778
ROGUE,Elise Starseeker,359,122,0.3398328691
SHAMAN,Bog Creeper,359,159,0.4428969359
WARRIOR,Hungry Dragon,358,151,42.18%
HUNTER,Leper Gnome,358,142,0.3966480447
ROGUE,Embrace the Shadow,357,139,0.3893557423
WARRIOR,Millhouse Manastorm,357,140,39.22%
WARLOCK,Silence,357,175,0.4901960784
WARRIOR,Sergeant Sally,356,130,36.52%
HUNTER,Doppelgangster,355,127,0.3577464789
PRIEST,Kun the Forgotten King,355,205,0.5774647887
MAGE,Lightspawn,354,192,0.5423728814
WARLOCK,Soul Tap,354,167,0.4717514124
PALADIN,Map to the Golden Monkey,354,162,0.4576271186
MAGE,Justicar Trueheart,354,202,0.5706214689
PRIEST,Elemental Destruction,354,145,0.4096045198
WARRIOR,Kun the Forgotten King,354,160,45.20%
ROGUE,Twilight Drake,353,182,0.5155807365
WARRIOR,Raza the Chained,351,165,47.01%
PALADIN,Deathwing,350,127,0.3628571429
MAGE,Kara Kazham!,350,183,0.5228571429
WARRIOR,Huge Toad,350,148,42.29%
WARLOCK,Cho'gall,350,186,0.5314285714
WARLOCK,Drakonid Operative,350,187,0.5342857143
SHAMAN,Wolfrider,349,159,0.4555873926
WARLOCK,Mass Dispel,349,177,0.5071633238
DRUID,Leeroy Jenkins,348,203,0.5833333333
WARRIOR,Blackwater Pirate,347,138,39.77%
PALADIN,Murloc Tinyfin,346,113,0.3265895954
WARLOCK,Grimscale Oracle,346,134,0.387283237
PALADIN,Chromaggus,346,180,0.5202312139
WARRIOR,Amani Berserker,346,117,33.82%
WARLOCK,Flamewaker,345,174,0.5043478261
WARRIOR,The Boogeymonster,345,153,44.35%
WARLOCK,Servant of Yogg-Saron,344,131,0.3808139535
WARLOCK,The Curator,344,167,0.4854651163
PALADIN,C'Thun,344,190,0.5523255814
WARRIOR,Madam Goya,343,136,39.65%
WARRIOR,Dire Wolf Alpha,343,166,48.40%
ROGUE,Knight of the Wild,342,158,0.4619883041
ROGUE,Kun the Forgotten King,342,162,0.4736842105
WARLOCK,Ice Lance,340,153,0.45
PRIEST,Tentacle of N'Zoth,340,116,0.3411764706
WARLOCK,Twilight Flamecaller,339,175,0.5162241888
ROGUE,Blade Flurry,339,114,0.3362831858
PRIEST,Sergeant Sally,339,132,0.389380531
MAGE,Cult Apothecary,339,157,0.4631268437
PRIEST,Baron Geddon,338,174,0.5147928994
SHAMAN,Jade Golem,338,180,0.5325443787
PALADIN,Drakonid Crusher,337,162,0.4807121662
PALADIN,Stonetusk Boar,336,119,0.3541666667
WARRIOR,Refreshment Vendor,336,136,40.48%
WARRIOR,Doppelgangster,336,116,34.52%
WARRIOR,The Beast,335,162,48.36%
DRUID,Justicar Trueheart,334,166,0.497005988
DRUID,Elise Starseeker,334,136,0.4071856287
ROGUE,Life Tap,333,131,0.3933933934
MAGE,Mountain Giant,332,185,0.5572289157
WARLOCK,Temple Enforcer,332,186,0.5602409639
PRIEST,Dire Wolf Alpha,332,202,0.6084337349
WARRIOR,Defender of Argus,330,133,40.30%
WARRIOR,Weasel Tunneler,330,121,36.67%
PALADIN,Elven Archer,329,137,0.4164133739
SHAMAN,Knife Juggler,329,146,0.443768997
PRIEST,Sacrificial Pact,329,270,0.820668693
WARRIOR,Aviana,329,150,45.59%
WARRIOR,Cenarius,328,155,47.26%
PALADIN,The Silver Hand,328,173,0.5274390244
ROGUE,Excess Mana,328,105,0.3201219512
ROGUE,Cursed!,327,153,0.4678899083
MAGE,Sunwalker,327,159,0.4862385321
HUNTER,Zoobot,327,140,0.4281345566
PALADIN,Prince Malchezaar,327,131,0.4006116208
HUNTER,Jungle Panther,326,124,0.3803680982
ROGUE,Book Wyrm,325,155,0.4769230769
PALADIN,Gnomish Inventor,325,157,0.4830769231
WARRIOR,Nat Pagle,325,120,36.92%
PRIEST,Journey Below,324,178,0.549382716
PRIEST,Spreading Madness,324,109,0.3364197531
PRIEST,DOOM!,324,159,0.4907407407
WARLOCK,Mind Control,323,206,0.6377708978
WARRIOR,Rend Blackhand,323,151,46.75%
WARLOCK,Spawn of N'Zoth,320,151,0.471875
MAGE,Spreading Madness,319,91,0.2852664577
SHAMAN,Justicar Trueheart,319,165,0.5172413793
MAGE,Cursed!,319,155,0.4858934169
MAGE,"Finja, the Flying Star",317,171,0.5394321767
PRIEST,Solemn Vigil,317,148,0.4668769716
HUNTER,Arcane Giant,317,130,0.4100946372
WARRIOR,Raging Worgen,316,107,33.86%
PRIEST,Coldarra Drake,316,229,0.7246835443
WARRIOR,Malygos,315,143,45.40%
DRUID,Stampeding Kodo,315,153,0.4857142857
DRUID,Alarm-o-Bot,315,151,0.4793650794
WARRIOR,Axe Flinger,315,132,41.90%
DRUID,Tomb Spider,315,124,0.3936507937
WARRIOR,Rhonin,314,154,49.04%
PRIEST,Wrathguard,313,169,0.5399361022
PALADIN,Dream,313,200,0.6389776358
DRUID,Earthen Ring Farseer,313,121,0.3865814696
WARRIOR,Orgrimmar Aspirant,311,122,39.23%
WARLOCK,Spellslinger,310,106,0.3419354839
HUNTER,Ironfur Grizzly,309,110,0.355987055
PRIEST,Curse of Rafaam,309,171,0.5533980583
PRIEST,Ravaging Ghoul,309,175,0.5663430421
PRIEST,Al'Akir the Windlord,308,216,0.7012987013
DRUID,Ancient Brewmaster,307,170,0.5537459283
PRIEST,"Xaril, Poisoned Mind",307,175,0.5700325733
PALADIN,Laughing Sister,307,177,0.5765472313
DRUID,Worthless Imp,307,141,0.4592833876
PRIEST,Demonfire,306,131,0.4281045752
MAGE,Succubus,306,109,0.3562091503
PALADIN,Ysera Awakens,306,224,0.7320261438
ROGUE,Ancient Shieldbearer,306,138,0.4509803922
PRIEST,Finders Keepers,305,192,0.6295081967
SHAMAN,Ancestral Healing,305,110,0.3606557377
PRIEST,Reinforce,305,141,0.462295082
WARRIOR,Scaled Nightmare,305,127,41.64%
MAGE,Crazed Worshipper,304,130,0.4276315789
PRIEST,Shiv,304,144,0.4736842105
MAGE,Holy Champion,303,169,0.5577557756
HUNTER,Refreshment Vendor,302,101,0.3344370861
WARLOCK,Convert,302,141,0.4668874172
WARRIOR,Dreadscale,298,105,35.23%
MAGE,Wyrmrest Agent,298,124,0.4161073826
PALADIN,Friendly Bartender,298,99,0.3322147651
WARLOCK,Chromaggus,298,166,0.5570469799
WARLOCK,Doomcaller,297,179,0.6026936027
WARLOCK,Shadowfiend,297,149,0.5016835017
HUNTER,Piranha Launcher,296,138,0.4662162162
MAGE,Gnomish Inventor,296,121,0.4087837838
HUNTER,Dirty Rat,296,110,0.3716216216
WARLOCK,Power Word: Tentacles,296,156,0.527027027
PRIEST,Call of the Wild,295,210,0.7118644068
DRUID,Jade Golem,295,191,0.6474576271
PRIEST,Tinkmaster Overspark,295,119,0.4033898305
SHAMAN,Searing Totem,294,166,0.5646258503
SHAMAN,Blackwing Technician,294,133,0.4523809524
