"player_class","card_name","times_played","wins"
"WARLOCK","Ironbeak Owl",157,62
"MAGE","Flame Imp",157,80
"WARLOCK","Mirror Entity",157,71
"PALADIN","Eye for an Eye",157,56
"WARLOCK","Frostwolf Warlord",157,71
"SHAMAN","Draenei Totemcarver",157,65
"HUNTER","Harrison Jones",157,55
"PALADIN","Deathwing",156,49
"PRIEST","Bananas",156,88
"WARLOCK","Flame Lance",156,71
"DRUID","Ancient Brewmaster",156,82
"DRUID","Jade Golem",155,94
"WARLOCK","Kabal Talonpriest",155,81
"WARLOCK","Blackwing Technician",155,59
"PRIEST","Spawn of N'Zoth",154,82
"WARLOCK","Archmage Antonidas",154,83
"WARRIOR","Sen'jin Shieldmasta",154,48
"MAGE","Unlicensed Apothecary",154,62
"WARRIOR","Tinkmaster Overspark",154,54
"WARLOCK","Small-Time Buccaneer",153,74
"WARRIOR","Rampage",153,47
"PALADIN","Wolfrider",153,68
"WARLOCK","Soggoth the Slitherer",153,86
"WARLOCK","Mind Vision",153,71
"PRIEST","Fierce Monkey",153,91
"DRUID","Worgen Infiltrator",153,71
"WARLOCK","Holy Fire",153,78
"ROGUE","Lord Jaraxxus",153,68
"WARLOCK","Thoughtsteal",153,77
"PRIEST","The Beast",153,86
"PRIEST","Soggoth the Slitherer",152,84
"MAGE","Nefarian",152,79
"ROGUE","Anomalus",152,38
"WARRIOR","Obsidian Destroyer",152,47
"PRIEST","Argent Squire",152,84
"WARRIOR","Sparring Partner",151,46
"MAGE","Anomalus",151,60
"ROGUE","Sen'jin Shieldmasta",151,53
"PRIEST","Cursed!",151,58
"WARLOCK","Eater of Secrets",151,80
"DRUID","Twilight Geomancer",150,52
"MAGE","Fearsome Doomguard",150,89
"PALADIN","Excavated Evil",150,46
"ROGUE","Totemic Call",149,62
"SHAMAN","Book Wyrm",149,71
"PRIEST","Spirit Claws",149,100
"MAGE","Kabal Songstealer",149,74
"ROGUE","Inkmaster Solia",148,47
"WARRIOR","Cursed Blade",148,74
"WARLOCK","Ice Barrier",148,75
"WARRIOR","Arcane Missiles",147,70
"PRIEST","Naturalize",147,67
"MAGE","Street Trickster",147,83
"WARLOCK","Confessor Paletress",147,74
"HUNTER","Small-Time Buccaneer",147,57
"WARRIOR","Amani Berserker",147,62
"MAGE","Bananas",147,86
"WARLOCK","Frost Nova",147,53
"SHAMAN","Netherspite Historian",147,74
"PRIEST","Patches the Pirate",146,64
"MAGE","Mortal Coil",146,64
"PALADIN","Lorewalker Cho",146,58
"WARLOCK","Nightmare",145,111
"ROGUE","Wilfred Fizzlebang",145,47
"MAGE","Weasel Tunneler",144,86
"MAGE","The Storm Guardian",144,67
"MAGE","C'Thun",144,82
"PRIEST","Vaporize",144,68
"WARLOCK","Animated Armor",144,67
"PRIEST","Polymorph: Boar",143,82
"PRIEST","Wickerflame Burnbristle",143,79
"MAGE","Illidan Stormrage",143,82
"PRIEST","Equality",143,43
"DRUID","Gnomish Inventor",143,68
"MAGE","N'Zoth, the Corruptor",143,93
"MAGE","Onyx Bishop",142,62
"MAGE","Excess Mana",142,47
"SHAMAN","Elise Starseeker",142,60
"ROGUE","Pyroblast",142,94
"WARLOCK","Ysera Awakens",142,114
"DRUID","Knife Juggler",142,70
"SHAMAN","Jade Golem",141,88
"WARLOCK","Kabal Songstealer",141,75
"PRIEST","Wobbling Runts",141,79
"WARLOCK","Shattered Sun Cleric",141,65
"PRIEST","Al'Akir the Windlord",141,93
"PRIEST","Spellbender",140,77
"MAGE","Shadow Madness",139,68
"PALADIN","Spellbreaker",139,60
"PRIEST","Dragon's Breath",139,78
"PALADIN","Murloc Raider",139,43
"PRIEST","Totemic Call",138,88
"PALADIN","Silver Hand Recruit",138,60
"MAGE","Silence",138,69
"MAGE","Tiny Knight of Evil",138,69
"ROGUE","Embrace the Shadow",138,58
"DRUID","Justicar Trueheart",138,65
"PRIEST","Darkshire Councilman",137,100
"WARRIOR","Defender of Argus",137,47
"WARLOCK","Holy Smite",137,63
"PALADIN","Twisted Worgen",137,57
"WARLOCK","Entomb",137,61
"WARRIOR","Arch-Thief Rafaam",136,56
"MAGE","Mindgames",136,59
"PALADIN","Chromaggus",136,64
"MAGE","Mass Dispel",136,63
"DRUID","Faceless Shambler",136,75
"PRIEST","Flame Juggler",136,69
"ROGUE","Twilight Drake",136,52
"WARLOCK","Effigy",136,75
"PRIEST","Greater Arcane Missiles",135,73
"WARLOCK","Onyx Bishop",135,65
"PRIEST","Xaril, Poisoned Mind",135,70
"MAGE","Krul the Unshackled",135,81
"DRUID","N'Zoth, the Corruptor",135,79
"MAGE","Dark Peddler",135,64
"HUNTER","Novice Engineer",134,43
"SHAMAN","Bananas",134,76
"PRIEST","Argent Commander",134,68
"WARLOCK","Dragon's Breath",134,60
"WARLOCK","Power Word: Shield",133,76
"WARLOCK","Emerald Drake",133,97
"MAGE","Kabal Talonpriest",133,77
"WARLOCK","Forbidden Shaping",133,59
"PRIEST","Malchezaar's Imp",133,67
"PRIEST","Grimestreet Outfitter",133,82
"SHAMAN","Wrath of Air Totem",133,87
"PRIEST","Mana Wyrm",133,74
"WARLOCK","Violet Illusionist",133,56
"SHAMAN","Windspeaker",133,70
"PRIEST","Twilight Geomancer",132,37
"WARRIOR","Hogger",132,53
"PRIEST","Flame Imp",132,80
"WARRIOR","Twilight Geomancer",132,36
"SHAMAN","Twin Emperor Vek'lor",132,65
"PRIEST","Gnomish Inventor",132,59
"WARLOCK","Bananas",132,78
"WARRIOR","Y'Shaarj, Rage Unbound",132,67
"PRIEST","Cone of Cold",132,57
"WARLOCK","Wilfred Fizzlebang",132,59
"DRUID","Leatherclad Hogleader",131,73
"WARLOCK","Arcane Blast",131,61
"WARLOCK","Inkmaster Solia",131,76
"MAGE","Soggoth the Slitherer",131,67
"PRIEST","Abusive Sergeant",131,82
"WARLOCK","The Black Knight",131,76
"DRUID","Refreshment Vendor",131,47
"PRIEST","Smuggler's Run",131,75
"SHAMAN","Healing Totem",130,75
"WARRIOR","Nozdormu",130,67
"PRIEST","Effigy",129,79
"PRIEST","Corruption",129,46
"WARLOCK","Greater Arcane Missiles",129,64
"ROGUE","DOOM!",129,52
"WARLOCK","Cyclopian Horror",128,52
"WARLOCK","The Curator",128,54
"WARLOCK","Psych-o-Tron",128,57
"WARLOCK","Blowgill Sniper",128,42
"WARRIOR","Menagerie Magician",128,57
"ROGUE","Daring Reporter",128,40
"WARLOCK","Bog Creeper",128,79
"ROGUE","Worgen Infiltrator",128,61
"PALADIN","C'Thun",127,76
"WARRIOR","Blood Warriors",127,58
"WARLOCK","Manic Soulcaster",127,69
"WARRIOR","Doppelgangster",127,42
"MAGE","Resurrect",126,53
"WARLOCK","Cone of Cold",126,49
"WARLOCK","Resurrect",126,58
"WARRIOR","Bog Creeper",126,42
"PRIEST","Y'Shaarj, Rage Unbound",126,75
"PRIEST","Kabal Trafficker",126,74
"MAGE","Pit Lord",126,59
"ROGUE","INFERNO!",125,57
"SHAMAN","Southsea Captain",125,62
"MAGE","Big Game Hunter",124,72
"DRUID","Wrathion",124,65
"PALADIN","Stormwind Knight",124,53
"ROGUE","Cursed!",124,65
"WARLOCK","Rhonin",124,69
"PRIEST","Rhonin",123,69
"MAGE","Bloodfury Potion",123,68
"WARLOCK","Vaporize",123,69
"ROGUE","Abusive Sergeant",122,50
"ROGUE","Book Wyrm",122,48
"DRUID","Nexus-Champion Saraad",122,52
"WARLOCK","Shadow Madness",122,65
"ROGUE","Ancient Shieldbearer",122,43
"MAGE","Gnomish Inventor",122,52
"PRIEST","Life Tap",122,52
"WARLOCK","Power Word: Glory",121,59
"MAGE","Dalaran Aspirant",121,56
"ROGUE","Selfless Hero",121,72
"WARRIOR","Cursed!",121,59
"PRIEST","Bloodfury Potion",120,61
"ROGUE","Grimestreet Outfitter",120,63
"DRUID","Tomb Spider",120,45
"MAGE","Pint-Size Potion",120,49
"SHAMAN","Knife Juggler",120,49
"SHAMAN","Arcane Giant",120,62
"SHAMAN","Burgly Bully",120,45
"ROGUE","Smuggler's Run",120,64
"PALADIN","Crazed Worshipper",120,41
"WARLOCK","Spellbender",120,70
"DRUID","King Mukla",119,59
"ROGUE","Krul the Unshackled",119,34
"WARLOCK","Mind Spike",119,62
"ROGUE","Dark Iron Dwarf",119,49
"MAGE","Mind Control",119,72
"ROGUE","Runic Egg",119,50
"PRIEST","Grimestreet Enforcer",119,73
"WARLOCK","Flamewaker",118,59
"WARLOCK","Servant of Yogg-Saron",118,48
"PALADIN","Faceless Manipulator",118,61
"PRIEST","Zealous Initiate",118,60
"HUNTER","Yogg-Saron, Hope's End",118,34
"WARLOCK","Holy Nova",118,69
"WARRIOR","Ironbeak Owl",118,47
"ROGUE","Astral Communion",118,21
"ROGUE","Hand of Protection",118,75
"WARLOCK","Dream",117,81
"WARLOCK","Lightwell",117,56
"WARLOCK","Bloodsail Raider",117,59
"MAGE","Kabal Trafficker",116,57
"PRIEST","Sorcerer's Apprentice",116,67
"WARLOCK","Ice Lance",116,45
"ROGUE","Leper Gnome",116,44
"WARRIOR","Axe Flinger",116,47
"PRIEST","Tournament Medic",116,58
"DRUID","Blackwing Technician",116,47
"WARRIOR","Volcanic Drake",116,57
"ROGUE","Drakonid Crusher",116,63
"HUNTER","Twilight Guardian",115,33
"WARLOCK","Priest of the Feast",115,68
"WARLOCK","Silence",115,52
"ROGUE","Blessing of Kings",115,77
"PRIEST","Doomcaller",115,48
"PRIEST","Elemental Destruction",115,40
"PALADIN","Dream",115,72
"PALADIN","Twin Emperor Vek'lor",115,59
"DRUID","Ironbeak Owl",115,51
"ROGUE","Wickerflame Burnbristle",114,69
"SHAMAN","Youthful Brewmaster",114,56
"PRIEST","Inkmaster Solia",114,54
"SHAMAN","Deathwing",114,43
"WARRIOR","Wickerflame Burnbristle",114,52
"WARLOCK","Coldlight Oracle",114,42
"PRIEST","Sunwalker",114,57
"PRIEST","Knife Juggler",113,72
"PRIEST","Rend Blackhand",113,55
"MAGE","DOOM!",113,56
"SHAMAN","Faceless Shambler",113,61
"ROGUE","Blessing of Wisdom",113,70
"WARRIOR","Tirion Fordring",113,53
"PALADIN","Scaled Nightmare",113,56
"ROGUE","Gnomish Inventor",112,30
"MAGE","Power Word: Glory",112,46
"PRIEST","Runic Egg",112,37
"WARLOCK","Cabal Shadow Priest",112,60
"ROGUE","Steward of Darkshire",112,54
"WARRIOR","Lorewalker Cho",112,48
"WARLOCK","Sunwalker",112,59
"PRIEST","Shield Block",112,75
"WARLOCK","Arcane Intellect",112,56
"DRUID","Stonetusk Boar",111,45
"PRIEST","Aviana",111,65
"WARRIOR","The Skeleton Knight",111,46
"WARRIOR","Stampeding Kodo",111,45
"DRUID","Big Game Hunter",111,54
"PRIEST","Injured Kvaldir",111,49
"DRUID","Book Wyrm",111,42
"WARLOCK","Laughing Sister",111,76
"PRIEST","Felguard",110,67
"PALADIN","Sergeant Sally",110,41
"PALADIN","Corrupted Seer",110,30
"SHAMAN","C'Thun",110,69
"PALADIN","Zoobot",110,35
"ROGUE","Grimestreet Enforcer",110,60
"ROGUE","Silvermoon Portal",109,56
"MAGE","Void Crusher",109,52
"DRUID","Fight Promoter",109,87
"MAGE","Demonwrath",109,50
"ROGUE","Keeper of Uldaman",109,74
"WARRIOR","Eadric the Pure",109,34
"PRIEST","Reinforce",109,63
"WARLOCK","Flash Heal",109,60
"ROGUE","Murloc Knight",109,63
"WARLOCK","Doomcaller",109,67
"DRUID","Ancient of Blossoms",109,52
"PRIEST","Sinister Strike",108,81
"ROGUE","Truesilver Champion",108,60
"DRUID","Prince Malchezaar",108,52
"ROGUE","The Skeleton Knight",108,52
"WARRIOR","Hogger, Doom of Elwynn",108,46
"PRIEST","Tentacle of N'Zoth",108,30
"PALADIN","Ysera Awakens",108,75
"MAGE","Arcane Anomaly",107,41
"ROGUE","Argent Protector",107,61
"HUNTER","Brave Archer",107,38
"MAGE","Void Terror",107,49
"PRIEST","Bloodsail Corsair",107,63
"HUNTER","Dagger Mastery",107,54
"PRIEST","Bloodsail Raider",107,67
"PRIEST","Dark Arakkoa",106,61
"ROGUE","Anubisath Sentinel",106,61
"DRUID","The Black Knight",106,52
"PALADIN","Weasel Tunneler",106,47
"PALADIN","Nightmare",106,71
"MAGE","Eater of Secrets",106,37
"WARRIOR","Midnight Drake",106,47
"DRUID","Argent Commander",106,48
"WARLOCK","Twilight Geomancer",106,52
"ROGUE","Elise Starseeker",106,35
"HUNTER","Menagerie Magician",106,49
"ROGUE","Consecration",105,63
"DRUID","Hogger, Doom of Elwynn",105,54
"WARRIOR","Moroes",105,40
"PRIEST","Arcane Explosion",105,57
"PALADIN","Mad Bomber",105,46
"WARRIOR","Weasel Tunneler",105,38
"PRIEST","Blood Imp",105,52
"PALADIN","The Silver Hand",105,63
"SHAMAN","Huge Toad",105,44
"MAGE","Faceless Manipulator",105,51
"WARRIOR","Jeweled Scarab",105,38
"HUNTER","Bloodsail Raider",105,38
"ROGUE","Argent Lance",105,52
"MAGE","Harvest Golem",104,52
"PALADIN","Daring Reporter",104,37
"ROGUE","A Light in the Darkness",104,49
"ROGUE","Redemption",104,66
"ROGUE","Noble Sacrifice",104,58
"SHAMAN","Soggoth the Slitherer",104,52
"WARRIOR","Xaril, Poisoned Mind",104,46
"DRUID","Twilight Drake",103,52
"ROGUE","Wolfrider",103,32
"DRUID","Earthen Ring Farseer",103,48
"WARRIOR","Bolf Ramshield",103,41
"WARRIOR","Auctionmaster Beardo",103,38
"HUNTER","Ironbeak Owl",103,35
"ROGUE","Rallying Blade",103,60
"DRUID","Sapling",102,62
"WARLOCK","Mass Dispel",102,50
"MAGE","Sir Finley Mrrgglton",102,36
"ROGUE","Tirion Fordring",102,64
"DRUID","Cult Master",102,53
"MAGE","Twin Emperor Vek'lor",102,39
"WARLOCK","Raid Leader",102,59
"HUNTER","Dirty Rat",102,35
"ROGUE","Explorer's Hat",102,57
"PRIEST","Dread Infernal",102,65
"ROGUE","Hammer of Wrath",102,60
"MAGE","Shadowflame",102,55
"PRIEST","Lotus Agents",101,54
"ROGUE","Divine Strength",101,66
"WARLOCK","Twilight Flamecaller",101,48
"PALADIN","Crazed Alchemist",101,49
"ROGUE","Reinforce",101,25
"ROGUE","Repentance",101,59
"PALADIN","Friendly Bartender",101,30
"ROGUE","Sword of Justice",101,49
"ROGUE","Light's Justice",101,60
"PRIEST","Keeper of Uldaman",101,55
"PRIEST","Ravaging Ghoul",100,53
"WARRIOR","Nat, the Darkfisher",100,29
"DRUID","Twilight Summoner",100,52
"DRUID","Goldshire Footman",100,56
"ROGUE","Competitive Spirit",100,63
"HUNTER","Ironfur Grizzly",100,33
"MAGE","Armor Up!",100,31
